day;edam_ecne_eplu;edam_ecne_eplu_diff;edam_ecor_emcn;edam_ecor_emcn_diff;edam_emsg_eplu;edam_emsg_eplu_diff;edam_epdn_ecne;edam_epdn_ecne_diff;edam_epdn_emcn;edam_epdn_emcn_diff;eint_ecpn_emgl;eint_ecpn_emgl_diff;eint_esln_emgl;eint_esln_emgl_diff;eint_esln_espc;eint_esln_espc_diff;emeg_ecpn_emgl;emeg_ecpn_emgl_diff;emfn_ecor_ecri;emfn_ecor_ecri_diff;emfn_ecor_emcn;emfn_ecor_emcn_diff;emfn_emcn_epdn;emfn_emcn_epdn_diff;epdn_ecne_ecpn;epdn_ecne_ecpn_diff;epdn_eint_ecpn;epdn_eint_ecpn_diff;epdn_eint_espc;epdn_eint_espc_diff;epdn_emfn_espc;epdn_emfn_espc_diff;eplu_ecne_ecpn;eplu_ecne_ecpn_diff;eplu_emeg_ecpn;eplu_emeg_ecpn_diff;eplu_emeg_emal;eplu_emeg_emal_diff;eplu_emsg_emal;eplu_emsg_emal_diff
02/12/2019;69,763;0,836;-9,383;0,445;2,228;0,121;4,197;-0,186;-24,17;-0,332;41,382;-1,298;-12,959;0,126;-0,478;0,19;-28,172;-0,25;40,173;-0,106;-4,042;0,495;-16,275;0,044;18,629;1,392;282,175;-0,162;139,236;0,162;40,458;0,364;78,023;1,831;30,04;0,903;0,748;0,043;-7,08;-0,058
03/12/2019;69,86;0,59;-9,488;0,302;2,174;-0,015;4,189;-0,235;-24,228;-0,441;40,577;-1,49;-12,874;0,156;-0,331;0,263;-28,467;-0,479;40,259;-0,208;-4,029;0,472;-16,196;0,039;19,394;1,407;282,067;-0,182;139,304;0,141;40,603;0,367;78,661;1,649;30,515;0,949;0,724;0,055;-7,025;-0,051
04/12/2019;69,886;0,123;-9,599;-0,216;2,041;-0,187;3,864;-0,333;-24,463;-0,293;40,211;-1,171;-12,744;0,215;-0,167;0,311;-28,686;-0,514;40,416;0,243;-3,997;0,045;-16,259;0,016;19,762;1,133;282,088;-0,087;139,397;0,161;40,703;0,245;79,116;1,093;30,683;0,643;0,564;-0,184;-7,36;-0,28
05/12/2019;69,621;-0,239;-9,645;-0,157;2,03;-0,144;3,824;-0,365;-24,411;-0,183;40,175;-0,402;-12,707;0,167;-0,157;0,174;-28,893;-0,426;40,278;0,019;-4,042;-0,013;-16,217;-0,021;20,333;0,939;282,253;0,186;139,499;0,195;40,76;0,157;79,057;0,396;30,748;0,233;0,573;-0,151;-7,454;-0,429
06/12/2019;69,617;-0,269;-9,772;-0,173;2,08;0,039;3,975;0,111;-24,244;0,219;40,119;-0,092;-12,788;-0,044;-0,199;-0,032;-28,923;-0,237;40,561;0,145;-4,025;-0,028;-15,972;0,287;20,702;0,94;282,301;0,213;139,534;0,137;40,748;0,045;79,035;-0,081;30,818;0,135;0,63;0,066;-7,347;0,013
07/12/2019;69,679;0,058;-9,67;-0,025;2,138;0,108;4,229;0,405;-24,23;0,181;40,002;-0,173;-12,776;-0,069;-0,202;-0,045;-28,932;-0,039;40,335;0,057;-3,996;0,046;-16,024;0,193;20,83;0,497;282,309;0,056;139,537;0,038;40,847;0,087;79,02;-0,037;30,786;0,038;0,613;0,04;-7,361;0,093
08/12/2019;70,111;0,494;-9,633;0,139;2,193;0,113;4,349;0,374;-24,66;-0,416;39,824;-0,295;-12,703;0,085;-0,351;-0,152;-28,957;-0,034;40,659;0,098;-3,995;0,03;-16,241;-0,269;21,018;0,316;282,322;0,021;139,249;-0,285;40,893;0,145;79,472;0,437;30,85;0,032;0,69;0,06;-7,256;0,091
09/12/2019;70,038;0,359;-9,656;0,014;2,184;0,046;4,504;0,275;-24,571;-0,341;39,7;-0,302;-12,673;0,103;-0,223;-0,021;-28,961;-0,029;40,758;0,423;-3,949;0,047;-16,1;-0,076;20,664;-0,166;282,229;-0,08;139,319;-0,218;40,943;0,096;79,184;0,164;30,857;0,071;0,712;0,099;-7,091;0,27
10/12/2019;70,089;-0,022;-9,682;-0,049;2,231;0,038;4,823;0,474;-24,612;0,048;39,802;-0,022;-12,583;0,12;-0,175;0,176;-28,854;0,103;40,758;0,099;-3,904;0,091;-16,088;0,153;20,655;-0,363;282,3;-0,022;139,412;0,163;40,866;-0,027;79,065;-0,407;30,813;-0,037;0,761;0,071;-7,075;0,181
11/12/2019;69,244;-0,794;-10,236;-0,58;1,58;-0,604;4,152;-0,352;-24,569;0,002;39,358;-0,342;-12,42;0,253;0,575;0,798;-28,789;0,172;40,832;0,074;-4,109;-0,16;-16,018;0,082;20,397;-0,267;281,646;-0,583;139,509;0,19;41,103;0,16;78,423;-0,761;30,01;-0,847;-0,161;-0,873;-7,116;-0,025
12/12/2019;70,068;-0,021;-8,695;0,987;1,575;-0,656;4,843;0,02;-22,693;1,919;39,567;-0,235;-12,367;0,216;0,044;0,219;-28,735;0,119;40,305;-0,453;-4,506;-0,602;-16,159;-0,071;19,802;-0,853;281,676;-0,624;138,855;-0,557;41,201;0,335;78,327;-0,738;30,036;-0,777;-0,115;-0,876;-7,098;-0,023
13/12/2019;71,093;1,849;-7,861;2,375;1,693;0,113;5,471;1,319;-21,678;2,891;39,943;0,585;-12,164;0,256;0,412;-0,163;-28,396;0,393;40,401;-0,431;-5,337;-1,228;-16,957;-0,939;19,943;-0,454;282,07;0,424;139,289;-0,22;40,499;-0,604;79,165;0,742;30,81;0,8;0,373;0,534;-7,017;0,099
14/12/2019;69,865;-0,203;-8,106;0,589;1,944;0,369;6,063;1,22;-21,977;0,716;40,12;0,553;-12,484;-0,117;-0,193;-0,237;-27,994;0,741;40,405;0,1;-5,525;-1,019;-17,159;-1;20,723;0,921;281,344;-0,332;138,765;-0,09;40,301;-0,9;78,222;-0,105;31,418;1,382;0,838;0,953;-6,634;0,464
15/12/2019;69,486;-1,607;-8,349;-0,488;2,019;0,326;5,995;0,524;-22,315;-0,637;40,439;0,496;-12,303;-0,139;-0,128;-0,54;-27,956;0,44;40,609;0,208;-5,323;0,014;-17,003;-0,046;20,269;0,326;281,309;-0,761;138,515;-0,774;40,402;-0,097;77,661;-1,504;31,339;0,529;1,034;0,661;-6,573;0,444
16/12/2019;69,422;-0,443;-8,432;-0,326;2,0245;0,0805;5,9185;-0,1445;-22,5935;-0,6165;40,396;0,276;-12,256;0,228;-0,012;0,181;-28,177;-0,183;40,73;0,325;-5,2095;0,3155;-16,9935;0,1655;20,164;-0,559;281,466;0,122;138,671;-0,094;40,524;0,223;77,998;-0,224;31,573;0,155;1,229;0,391;-6,737;-0,103
17/12/2019;69,358;-0,128;-8,515;-0,166;2,03;0,011;5,842;-0,153;-22,872;-0,557;40,337;-0,102;-12,457;-0,154;0,035;0,163;-28,307;-0,351;40,698;0,089;-5,096;0,227;-16,984;0,019;20,133;-0,136;281,423;0,114;138,964;0,449;40,643;0,241;77,833;0,172;31,303;-0,036;1,21;0,176;-6,917;-0,344
18/12/2019;69,871;0,449;-8,831;-0,399;1,717;-0,3075;4,882;-1,0365;-23,33;-0,7365;40,129;-0,267;-13,052;-0,796;-0,137;-0,125;-28,725;-0,548;41,162;0,432;-5;0,2095;-16,937;0,0565;20,117;-0,047;281,303;-0,163;139,294;0,623;40,539;0,015;78,371;0,373;30,779;-0,794;1,039;-0,19;-6,973;-0,236
19/12/2019;69,5755;0,2175;-8,8955;-0,3805;1,7275;-0,3025;4,7345;-1,1075;-23,4175;-0,5455;40,977;0,64;-13,254;-0,797;-0,233;-0,268;-29,042;-0,735;41,662;0,964;-4,831;0,265;-16,7455;0,2385;18,266;-1,867;283,221;1,798;139,134;0,17;40,793;0,15;79,071;1,238;30,384;-0,919;1,009;-0,201;-7,173;-0,256
20/12/2019;69,28;-0,591;-8,96;-0,129;1,738;0,021;4,587;-0,295;-23,505;-0,175;42,108;1,979;-13,439;-0,387;-0,515;-0,378;-29,14;-0,415;41,62;0,458;-4,662;0,338;-16,554;0,383;18,822;-1,295;284,692;3,389;139,09;-0,204;40,913;0,374;78,032;-0,339;29,587;-1,192;1,071;0,032;-7,173;-0,2
21/12/2019;69,128;-0,4475;-10,114;-1,2185;1,879;0,1515;5,036;0,3015;-23,837;-0,4195;42,405;1,428;-13,155;0,099;-0,116;0,117;-29,552;-0,51;41,813;0,151;-5,92;-1,089;-17,205;-0,4595;19,934;1,668;286,8;3,579;139,482;0,348;40,05;-0,743;77,648;-1,423;29,22;-1,164;1,328;0,319;-6,997;0,176
22/12/2019;67,644;-1,636;-10,206;-1,246;2,112;0,374;5,972;1,385;-23,061;0,444;44,718;2,61;-13,436;0,003;-0,139;0,376;-29,469;-0,329;42,172;0,552;-5,607;-0,945;-16,125;0,429;17,65;-1,172;288,003;3,311;139,893;0,803;40,24;-0,673;73,69;-4,342;27,491;-2,096;1,731;0,66;-6,606;0,567
23/12/2019;67,14266667;-1,98533333;-10,03;0,084;2,121333333;0,242333333;6,475;1,439;-23,489;0,348;45,1795;2,7745;-13,4605;-0,3055;-0,3495;-0,2335;-29,294;0,258;42,459;0,646;-5,606;0,314;-16,4;0,805;16,039;-3,895;288,578;1,778;139,566;0,084;40,064;0,014;72,60233333;-5,04566667;27,008;-2,212;1,744;0,416;-6,526333333;0,470666667
24/12/2019;66,64133333;-1,00266667;-10,238;-0,032;2,130666667;0,018666667;6,807;0,835;-24,014;-0,953;45,641;0,923;-13,485;-0,049;-0,56;-0,421;-29,214;0,255;42,654;0,482;-5,538;0,069;-16,642;-0,517;14,364;-3,286;289,153;1,15;139,239;-0,654;40,041;-0,199;71,51466667;-2,17533333;26,525;-0,966;1,757;0,026;-6,446666667;0,159333333
25/12/2019;66,14;-1,00266667;-10,452;-0,422;2,14;0,018666667;6,760666667;0,285666667;-23,91166667;-0,42266667;46,916;1,7365;-13,425;0,0355;-0,554;-0,2045;-29,571;-0,277;42,801;0,342;-5,451;0,155;-16,491;-0,091;14,64433333;-1,39466667;288,4376667;-0,1403333;139,1183333;-0,4476667;40,05366667;-0,01033333;70,427;-2,17533333;26,042;-0,966;1,77;0,026;-6,367;0,159333333
26/12/2019;65,391;-1,25033333;-10,348;-0,11;2,301;0,170333333;6,714333333;-0,092666667;-23,80933333;0,20466667;46,769;1,128;-13,151;0,334;-0,523;0,037;-29,306;-0,092;43,278;0,624;-5,144;0,394;-16,34;0,302;14,92466667;0,56066667;287,7223333;-1,4306667;138,9976667;-0,2413333;40,06633333;0,02533333;69,227;-2,28766667;26,074;-0,451;2,036;0,279;-6,224;0,222666667
27/12/2019;65,269;-0,871;-10,264;0,188;2,375;0,235;6,668;-0,092666667;-23,707;0,20466667;45,51;-1,406;-12,864;0,561;-0,303;0,251;-28,977;0,594;43,632;0,831;-4,966;0,485;-16,189;0,302;15,205;0,56066667;287,007;-1,4306667;138,877;-0,2413333;40,079;0,02533333;69,834;-0,593;27,218;1,176;2,168;0,398;-6,097;0,27
28/12/2019;64,89;-0,501;-10,275;0,073;2,205;-0,096;6,678;-0,036333333;-23,373;0,43633333;44,334;-2,435;-12,744;0,407;-0,409;0,114;-28,723;0,583;43,862;0,584;-4,907;0,237;-15,822;0,518;16,591;1,66633333;285,229;-2,4933333;138,564;-0,4336667;40,149;0,08266667;70,598;1,371;28,614;2,54;2,172;0,136;-6,132;0,092
29/12/2019;64,655;-0,614;-10,275;-0,011;1,974;-0,401;6,483;-0,185;-23,295;0,412;43,092;-2,418;-13,114;-0,25;-0,619;-0,316;-28,392;0,585;44,103;0,471;-4,915;0,051;-15,784;0,405;17,374;2,169;283,43;-3,577;138,661;-0,216;40,085;0,006;71,414;1,58;30,021;2,803;2,202;0,034;-6,316;-0,219
30/12/2019;64,641;-0,249;-10,268;0,007;2,149;-0,056;6,353;-0,325;-23,312;0,061;42,206;-2,128;-12,892;-0,148;-0,417;-0,008;-28,215;0,508;44,47;0,608;-4,803;0,104;-15,693;0,129;17,99;1,399;281,998;-3,231;138,89;0,326;40,215;0,066;71,855;1,257;30,762;2,148;2,535;0,363;-6,327;-0,195
31/12/2019;64,675;0,02;-10,166;0,109;2,181;0,207;6,2315;-0,2515;-23,2515;0,0435;41,323;-1,769;-12,926;0,188;-0,44;0,179;-27,954;0,438;44,715;0,612;-4,601;0,314;-15,5865;0,1975;18,1675;0,7935;281,4235;-2,0065;138,95;0,289;40,242;0,157;72,441;1,027;31,527;1,506;2,594;0,392;-6,649;-0,333
01/01/2020;65,234;0,593;-10,13;0,138;2,243;0,094;6,11;-0,243;-23,191;0,121;40,592;-1,614;-12,844;0,048;-0,545;-0,128;-27,716;0,499;45,093;0,623;-4,427;0,376;-15,48;0,213;18,345;0,355;280,849;-1,149;139,01;0,12;40,269;0,054;73,39;1,535;31,874;1,112;2,333;-0,202;-6,704;-0,377
02/01/2020;65,8;1,125;-9,962;0,204;2,333;0,152;5,864;-0,3675;-22,953;0,2985;39,716;-1,607;-13,022;-0,096;-0,582;-0,142;-27,753;0,201;45,257;0,542;-4,258;0,343;-15,207;0,3795;19,055;0,8875;279,872;-1,5515;139,096;0,146;40,323;0,081;74,355;1,914;32,056;0,529;1,959;-0,635;-6,738;-0,089
03/01/2020;66,277;1,043;-9,931;0,199;2,427;0,184;5,545;-0,565;-22,766;0,425;39,272;-1,32;-12,958;-0,114;-0,412;0,133;-27,792;-0,076;45,384;0,291;-4,168;0,259;-14,956;0,524;19,853;1,508;279,225;-1,624;139,118;0,108;40,411;0,142;75,131;1,741;31,996;0,122;1,644;-0,689;-6,775;-0,071
04/01/2020;66,681;0,881;-9,839;0,123;2,412;0,079;5,45;-0,414;-22,774;0,179;39,099;-0,617;-12,789;0,233;-0,337;0,245;-27,847;-0,094;45,502;0,245;-4,113;0,145;-14,981;0,226;20,378;1,323;279,095;-0,777;139,062;-0,034;40,533;0,21;75,726;1,371;31,951;-0,105;1,555;-0,404;-6,77;-0,032
05/01/2020;66,985;0,708;-9,654;0,277;2,335;-0,092;5,719;0,174;-22,533;0,233;39,096;-0,176;-12,877;0,081;-0,973;-0,561;-28,069;-0,277;45,293;-0,091;-4,18;-0,012;-15,021;-0,065;20,418;0,565;279,273;0,048;138,339;-0,779;40,516;0,105;76,013;0,882;31,857;-0,139;1,358;-0,286;-6,86;-0,085
06/01/2020;67,407;0,726;-9,615;0,224;2,318;-0,094;5,889;0,439;-22,605;0,169;39,081;-0,018;-13,223;-0,434;-1,282;-0,945;-28,092;-0,245;45,282;-0,22;-4,101;0,012;-15,006;-0,025;20,254;-0,124;279,403;0,308;138,663;-0,399;40,732;0,199;76,435;0,709;31,815;-0,136;1,179;-0,376;-6,81;-0,04
07/01/2020;68,032;1,047;-9,72;-0,066;2,32;-0,015;5,746;0,027;-22,725;-0,192;38,835;-0,261;-13,28;-0,403;-1,003;-0,03;-28,106;-0,037;45,416;0,123;-4,013;0,167;-14,988;0,033;20,554;0,136;279,472;0,199;139,083;0,744;40,823;0,307;77,16;1,147;31,811;-0,046;1,001;-0,357;-6,878;-0,018
08/01/2020;68,515;1,108;-9,724;-0,109;2,328;0,01;5,668;-0,221;-22,767;-0,162;38,986;-0,095;-13,08;0,143;-0,694;0,588;-28,139;-0,047;45,502;0,22;-3,984;0,117;-15,032;-0,026;20,525;0,271;279,734;0,331;139,36;0,697;40,941;0,209;77,508;1,073;31,627;-0,188;0,991;-0,188;-6,838;-0,028
09/01/2020;68,913;0,881;-9,67;0,05;2,362;0,042;5,551;-0,195;-22,857;-0,132;39,138;0,303;-12,801;0,479;-0,4;0,603;-28,12;-0,014;45,541;0,125;-3,966;0,047;-15,15;-0,162;20,516;-0,038;280,068;0,596;139,546;0,463;41,043;0,22;77,798;0,638;31,503;-0,308;0,99;-0,011;-6,791;0,087
10/01/2020;69,391;0,876;-9,678;0,046;2,409;0,081;5,382;-0,286;-22,918;-0,151;39,244;0,258;-12,635;0,445;-0,14;0,554;-28,108;0,031;45,496;-0,006;-3,961;0,023;-15,206;-0,174;20,357;-0,168;280,285;0,551;139,791;0,431;41,147;0,206;78,159;0,651;31,35;-0,277;0,967;-0,024;-6,721;0,117
11/01/2020;69,618;0,705;-9,662;0,008;2,435;0,073;5,39;-0,161;-22,951;-0,094;39,287;0,149;-12,556;0,245;-0,007;0,393;-28,182;-0,062;45,544;0,003;-3,942;0,024;-15,26;-0,11;20,285;-0,231;280,419;0,351;140,019;0,473;41,257;0,214;78,297;0,499;31,193;-0,31;0,992;0,002;-6,761;0,03
12/01/2020;69,825;0,434;-9,608;0,07;2,437;0,028;5,385;0,003;-22,946;-0,028;39,393;0,149;-12,391;0,244;0,239;0,379;-28,248;-0,14;45,518;0,022;-3,936;0,025;-15,329;-0,123;20,185;-0,172;280,637;0,352;140,21;0,419;41,324;0,177;78,385;0,226;31,094;-0,256;1,097;0,13;-6,726;-0,005
13/01/2020;70,057;0,439;-9,616;0,046;2,431;-0,004;5,356;-0,034;-22,75;0,201;39,483;0,196;-12,319;0,237;0,382;0,389;-28,295;-0,113;45,609;0,065;-3,991;-0,049;-15,285;-0,025;20,116;-0,169;280,832;0,413;140,38;0,361;41,387;0,13;78,544;0,247;31,044;-0,149;1,199;0,207;-6,733;0,028
14/01/2020;70,228;0,403;-9,637;-0,029;2,428;-0,009;5,312;-0,073;-22,687;0,259;39,525;0,132;-12,239;0,152;0,558;0,319;-28,34;-0,092;45,518;0;-4,01;-0,074;-15,2395;0,0895;19,977;-0,208;280,895;0,258;140,552;0,342;41,429;0,105;78,636;0,251;31,022;-0,072;1,292;0,195;-6,722;0,004
15/01/2020;70,305;0,248;-9,658;-0,042;2,451;0,02;5,197;-0,159;-22,624;0,126;39,611;0,128;-12,106;0,213;0,719;0,337;-28,272;0,023;45,522;-0,087;-4,029;-0,038;-15,194;0,091;19,823;-0,293;280,915;0,083;140,631;0,251;41,48;0,093;78,673;0,129;31,015;-0,029;1,304;0,105;-6,696;0,037
16/01/2020;70,343;0,115;-9,723;-0,086;2,446;0,018;5,34;0,028;-22,499;0,188;39,654;0,129;-12,021;0,218;0,819;0,261;-28,294;0,046;45,514;-0,004;-4,085;-0,075;-15,107;0,1325;19,974;-0,003;281,039;0,144;140,595;0,043;41,461;0,032;78,595;-0,041;30,933;-0,089;1,316;0,024;-6,663;0,059
17/01/2020;70,323;0,018;-9,7425;-0,0845;2,478;0,027;5,307;0,11;-22,279;0,345;39,806;0,195;-11,955;0,151;0,889;0,17;-28,203;0,069;45,483;-0,039;-4,1175;-0,0885;-15,005;0,189;19,752;-0,071;280,96;0,045;140,562;-0,069;41,442;-0,038;78,491;-0,182;30,97;-0,045;1,46;0,156;-6,597;0,099
18/01/2020;70,317;-0,026;-9,762;-0,039;2,423;-0,023;5,135;-0,205;-22,034;0,465;39,892;0,238;-11,922;0,099;0,79;-0,029;-28,178;0,116;45,452;-0,062;-4,15;-0,065;-14,89;0,217;19,371;-0,603;280,99;-0,049;140,359;-0,236;41,531;0,07;78,452;-0,143;30,935;0,002;1,547;0,231;-6,484;0,179
19/01/2020;70,473;0,15;-9,706;0,0365;2,453;-0,025;5,39;0,083;-21,922;0,357;39,948;0,142;-11,955;0;0,588;-0,301;-28,196;0,007;45,45;-0,033;-4,252;-0,1345;-14,986;0,019;19,671;-0,081;281,214;0,254;140,192;-0,37;41,456;0,014;78,599;0,108;30,985;0,015;1,633;0,173;-6,47;0,127
20/01/2020;70,385;0,068;-9,286;0,476;2,287;-0,136;5,446;0,311;-21,299;0,735;40,065;0,173;-12,308;-0,386;0,356;-0,434;-28,241;-0,063;44,726;-0,726;-3,769;0,381;-14,646;0,244;19,614;0,243;281,401;0,411;140,172;-0,187;41,395;-0,136;78,459;0,007;30,89;-0,045;1,555;0,008;-6,544;-0,06
21/01/2020;70,298;-0,175;-9,339;0,367;2,237;-0,216;5,601;0,211;-21,621;0,301;40,258;0,31;-12,631;-0,676;0,177;-0,411;-28,269;-0,073;44,881;-0,569;-3,752;0,5;-14,824;0,162;19,774;0,103;281,625;0,411;140,318;0,126;41,399;-0,057;78,404;-0,195;30,87;-0,115;1,604;-0,029;-6,54;-0,07
22/01/2020;70,273;-0,112;-9,387;-0,101;2,289;0,002;5,595;0,149;-21,727;-0,428;40,35;0,285;-12,793;-0,485;0,156;-0,2;-28,238;0,003;45,022;0,296;-3,84;-0,071;-14,914;-0,268;19,805;0,191;281,661;0,26;140,524;0,352;41,397;0,002;78,347;-0,112;30,841;-0,049;1,705;0,15;-6,548;-0,004
23/01/2020;70,172;-0,126;-9,432;-0,093;2,334;0,097;5,692;0,091;-21,864;-0,243;40,444;0,186;-12,732;-0,101;0,28;0,103;-28,181;0,088;45,125;0,244;-3,884;-0,132;-14,962;-0,138;19,966;0,192;281,689;0,064;140,68;0,362;41,419;0,02;78,255;-0,149;30,835;-0,035;1,741;0,137;-6,596;-0,056
24/01/2020;70,124;-0,149;-9,222;0,165;2,295;0,006;5,51;-0,085;-22,504;-0,777;40,481;0,131;-12,587;0,206;0,413;0,257;-28,169;0,069;45,483;0,461;-3,582;0,258;-15,237;-0,323;19,996;0,191;281,692;0,031;140,72;0,196;41,376;-0,021;78,307;-0,04;30,887;0,046;1,792;0,087;-6,592;-0,044
25/01/2020;70,073;-0,099;-9,983;-0,551;2,314;-0,02;5,329;-0,363;-21,907;-0,043;40,516;0,072;-12,462;0,27;0,623;0,343;-28,158;0,023;48,004;2,879;-4,229;-0,345;-14,977;-0,015;20,096;0,13;281,837;0,148;140,909;0,229;41,08;-0,339;78,397;0,142;30,932;0,097;1,719;-0,022;-6,593;0,003
26/01/2020;70,219;0,095;-10,235;-1,013;2,387;0,092;5,584;0,074;-22,141;0,363;40,61;0,129;-12,33;0,257;0,632;0,219;-28,08;0,089;48,697;3,214;-4,546;-0,964;-15,195;0,042;20,368;0,372;282,042;0,35;140,915;0,195;41,097;-0,279;78,57;0,263;30,96;0,073;1,771;-0,021;-6,581;0,011
27/01/2020;70,379;0,306;-10,099;-0,116;2,401;0,087;5,837;0,508;-22,011;-0,104;40,593;0,077;-12,308;0,154;0,463;-0,16;-28,038;0,12;47,868;-0,136;-4,554;-0,325;-15,106;-0,129;20,128;0,032;281,992;0,155;140,685;-0,224;41,324;0,244;78,629;0,232;31,051;0,119;1,845;0,126;-6,581;0,012
28/01/2020;70,341;0,122;-9,931;0,304;2,532;0,145;5,828;0,244;-21,859;0,282;40,618;0,008;-12,178;0,152;0,19;-0,442;-27,832;0,248;47,187;-1,51;-4,611;-0,065;-15,104;0,091;20,119;-0,249;281,875;-0,167;140,429;-0,486;41,371;0,274;78,612;0,042;31,263;0,303;2,08;0,309;-6,486;0,095
29/01/2020;70,465;0,086;-10,001;0,098;2,524;0,123;6,164;0,327;-21,763;0,248;40,685;0,092;-12,225;0,083;-0,048;-0,511;-27,776;0,262;46,419;-1,449;-5,275;-0,721;-15,69;-0,584;20,539;0,411;282,116;0,124;140,338;-0,347;40,864;-0,46;78,83;0,201;31,361;0,31;1,977;0,132;-6,428;0,153
30/01/2020;70,413;0,072;-10,038;-0,107;2,49;-0,042;6,063;0,235;-21,876;-0,017;40,64;0,022;-12,166;0,012;-0,092;-0,282;-27,855;-0,023;46,224;-0,963;-5,217;-0,606;-15,644;-0,54;20,594;0,475;282,112;0,237;140,215;-0,214;40,96;-0,411;78,857;0,245;31,411;0,148;1,918;-0,162;-6,551;-0,065
31/01/2020;70,384;-0,081;-10,094;-0,093;2,489;-0,035;5,783;-0,381;-21,967;-0,204;40,601;-0,084;-12,173;0,052;0,082;0,13;-27,845;-0,069;46,098;-0,321;-5,092;0,183;-15,475;0,215;20,353;-0,186;281,861;-0,255;140,421;0,083;41,001;0,137;78,793;-0,037;31,424;0,063;1,986;0,009;-6,556;-0,128
01/02/2020;70,154;-0,259;-10,123;-0,085;2,542;0,052;5,699;-0,364;-22,358;-0,482;40,634;-0,006;-12,22;-0,054;0,143;0,235;-27,817;0,038;46,182;-0,042;-4,765;0,452;-15,38;0,264;20,2;-0,394;281,81;-0,302;140,519;0,304;41,109;0,149;78,554;-0,303;31,456;0,045;1,956;0,038;-6,489;0,062
02/02/2020;70,09;-0,294;-10,039;0,055;2,608;0,119;5,635;-0,148;-22,3;-0,333;40,476;-0,125;-12,12;0,053;0,384;0,302;-27,842;0,003;46,224;0,126;-4,641;0,451;-15,259;0,216;20,125;-0,228;281,577;-0,284;140,6;0,179;41,155;0,154;78,455;-0,338;31,443;0,019;1,976;-0,01;-6,516;0,04
03/02/2020;70,136;-0,018;-9,825;0,298;2,682;0,14;5,722;0,023;-22,186;0,172;40,173;-0,461;-12,051;0,169;0,677;0,534;-27,796;0,021;46,111;-0,071;-4,616;0,149;-15,292;0,088;20,217;0,017;281,335;-0,475;140,539;0,02;41,132;0,023;78,457;-0,097;31,492;0,036;2,018;0,062;-6,485;0,004
04/02/2020;70,076;-0,014;-9,757;0,282;2,634;0,026;5,898;0,263;-21,773;0,527;40,172;-0,304;-12,045;0,075;0,659;0,275;-27,835;0,007;45,892;-0,332;-4,752;-0,111;-15,143;0,116;20,502;0,377;281,458;-0,119;140,499;-0,101;41,107;-0,048;78,481;0,026;31,542;0,099;1,947;-0,029;-6,472;0,044
05/02/2020;69,231;-0,905;-9,538;0,287;2,555;-0,127;6,427;0,705;-21,526;0,66;40,371;0,198;-11,761;0,29;0,637;-0,04;-27,88;-0,084;45,796;-0,315;-4,783;-0,167;-15,165;0,127;19,978;-0,239;281,138;-0,197;139,891;-0,648;41,232;0,1;77,141;-1,316;31,098;-0,394;1,597;-0,421;-6,245;0,24
06/02/2020;68,592;-1,484;-9,334;0,423;2,54;-0,094;7,014;1,116;-21,409;0,364;40,538;0,366;-11,951;0,094;0,478;-0,181;-27,748;0,087;45,734;-0,158;-4,773;-0,021;-15,247;-0,104;19,644;-0,858;280,779;-0,679;139,692;-0,807;41,131;0,024;76,036;-2,445;30,835;-0,707;1,579;-0,368;-6,18;0,292
07/02/2020;67,989;-1,242;-9,379;0,159;2,591;0,036;7,184;0,757;-21,309;0,217;40,389;0,018;-11,759;0,002;0,865;0,228;-27,808;0,072;45,824;0,028;-4,706;0,077;-15,017;0,148;19,099;-0,879;280,378;-0,76;139,642;-0,249;41,086;-0,146;75,2;-1,941;30,932;-0,166;1,72;0,123;-6,087;0,158
08/02/2020;67,77;-0,822;-9,49;-0,156;2,628;0,088;6,725;-0,289;-21,466;-0,057;40,322;-0,216;-11,73;0,221;1,026;0,548;-27,814;-0,066;45,955;0,221;-4,491;0,282;-14,775;0,472;18,963;-0,681;280,146;-0,633;139,811;0,119;41,148;0,017;75,16;-0,876;31,046;0,211;1,834;0,255;-6,06;0,12
09/02/2020;68,139;0,15;-9,621;-0,242;2,639;0,048;6,342;-0,842;-22,127;-0,818;40,407;0,018;-11,708;0,051;0,916;0,051;-27,84;-0,032;46,074;0,25;-4,068;0,638;-14,63;0,387;19,011;-0,088;280,286;-0,092;139,835;0,193;41,3;0,214;75,681;0,481;31,077;0,145;1,864;0,144;-6,116;-0,029
10/02/2020;68,58;0,81;-9,843;-0,353;2,584;-0,044;6,045;-0,68;-22,41;-0,944;40,257;-0,065;-11,625;0,105;0,45;-0,576;-27,692;0,122;45,941;-0,014;-3,978;0,513;-14,485;0,29;18,868;-0,095;280,01;-0,136;139,443;-0,368;41,252;0,104;76,184;1,024;31,131;0,085;1,836;0,002;-6,194;-0,134
11/02/2020;69,087;0,948;-9,76;-0,139;2,695;0,056;6,09;-0,252;-22,941;-0,814;39,883;-0,524;-11,821;-0,113;0,166;-0,75;-27,721;0,119;45,295;-0,779;-4,432;-0,364;-15,383;-0,753;18,963;-0,048;279,785;-0,501;139,181;-0,654;40,621;-0,679;76,635;0,954;31,052;-0,025;1,982;0,118;-6,159;-0,043
