day;edam_ecne_eplu;edam_ecne_eplu_diff;edam_ecor_emcn;edam_ecor_emcn_diff;edam_emsg_eplu;edam_emsg_eplu_diff;edam_epdn_ecne;edam_epdn_ecne_diff;edam_epdn_emcn;edam_epdn_emcn_diff;eint_ecpn_emgl;eint_ecpn_emgl_diff;eint_esln_emgl;eint_esln_emgl_diff;eint_esln_espc;eint_esln_espc_diff;emeg_ecpn_emgl;emeg_ecpn_emgl_diff;emfn_ecor_ecri;emfn_ecor_ecri_diff;emfn_ecor_emcn;emfn_ecor_emcn_diff;emfn_emcn_epdn;emfn_emcn_epdn_diff;epdn_ecne_ecpn;epdn_ecne_ecpn_diff;epdn_eint_ecpn;epdn_eint_ecpn_diff;epdn_eint_espc;epdn_eint_espc_diff;epdn_emfn_espc;epdn_emfn_espc_diff;eplu_ecne_ecpn;eplu_ecne_ecpn_diff;eplu_emeg_ecpn;eplu_emeg_ecpn_diff;eplu_emeg_emal;eplu_emeg_emal_diff;eplu_emsg_emal;eplu_emsg_emal_diff
24/08/2019;64,695;-0,214;-9,229;-0,003;0,405;-0,173;1,982;-0,129;-30,775;-0,441;35,623;0,06;-15,693;0,012;0,078;-0,163;-32,712;-0,086;30,943;0,165;-3,538;0,505;-19,755;0,326;11,324;-0,668;273,557;-0,163;137,269;0,33;39,112;0,307;68,198;-0,471;22,716;-0,022;-1,911;-0,094;-8,562;0,108
25/08/2019;64,708;-0,326;-9,197;0,131;0,48;-0,016;2,469;0,492;-30,815;-0,702;35,731;0,145;-15,59;-0,093;0,077;-0,185;-32,802;-0,075;31,115;0,702;-3,428;0,86;-19,7;0,357;11,711;0,309;273,844;0,42;137,43;0,526;39,234;0,408;68,259;-0,305;22,875;0,48;-1,841;0,192;-8,367;0,251
26/08/2019;64,043;-0,652;-9,237;-0,008;0,603;0,198;3,185;1,203;-30,444;0,331;36,267;0,644;-15,467;0,226;-0,163;-0,241;-32,104;0,608;31,267;0,324;-3,487;0,051;-19,459;0,296;13,174;1,85;274,032;0,475;137,346;0,077;39,436;0,324;68,017;-0,181;23,638;0,922;-1,28;0,631;-8,181;0,381
27/08/2019;63,807;-0,901;-8,893;0,304;0,627;0,147;3,408;0,939;-30,593;0,222;36,044;0,313;-15,718;-0,128;-0,312;-0,389;-31,958;0,844;31,391;0,276;-3,227;0,201;-19,595;0,105;13,338;1,627;273,73;-0,114;137,524;0,094;39,482;0,248;67,684;-0,575;23,457;0,582;-1,739;0,102;-8,087;0,28
28/08/2019;63,839;-0,204;-8,651;0,586;0,686;0,083;3,349;0,164;-30,357;0,087;35,925;-0,342;-15,749;-0,282;-0,107;0,056;-31,949;0,155;31,474;0,207;-3,215;0,272;-19,635;-0,176;13,197;0,023;273,466;-0,566;137,666;0,32;39,625;0,189;67,645;-0,372;23,506;-0,132;-1,721;-0,441;-8,056;0,125
29/08/2019;63,723;-0,084;-8,505;0,388;0,608;-0,019;3,333;-0,075;-30,279;0,314;35,942;-0,102;-15,89;-0,172;-0,186;0,126;-31,97;-0,012;31,563;0,172;-3,081;0,146;-19,578;0,017;13,187;-0,151;273,345;-0,385;137,581;0,057;39,653;0,171;67,48;-0,204;23,458;0,001;-1,798;-0,059;-8,056;0,031
30/08/2019;63,773;-0,066;-8,457;0,194;0,664;-0,022;3,314;-0,035;-30,06;0,297;36,014;0,089;-15,868;-0,119;-0,131;-0,024;-31,843;0,106;31,57;0,096;-3,127;0,088;-19,548;0,087;13,456;0,259;273,266;-0,2;137,795;0,129;39,53;-0,095;67,481;-0,164;23,531;0,025;-1,839;-0,118;-7,97;0,086
31/08/2019;63,818;0,095;-8,294;0,211;0,835;0,227;3,623;0,29;-29,862;0,417;36,035;0,093;-15,948;-0,058;-0,088;0,098;-31,916;0,054;31,846;0,283;-3,038;0,043;-19,512;0,066;13,697;0,51;273,47;0,125;138,041;0,46;39,524;-0,129;67,472;-0,008;23,523;0,065;-1,973;-0,175;-7,983;0,073
01/09/2019;63,745;-0,028;-8,352;0,105;0,741;0,077;2,722;-0,592;-29,157;0,903;36,074;0,06;-15,874;-0,006;-0,071;0,06;-32,017;-0,174;31,955;0,385;-3,307;-0,18;-19,336;0,212;12,947;-0,509;273,196;-0,07;137,746;-0,049;39,357;-0,173;67,447;-0,034;23,484;-0,047;-2,016;-0,177;-7,99;-0,02
02/09/2019;63,738;-0,08;-8,522;-0,228;0,78;-0,055;2,675;-0,948;-29,175;0,687;36,174;0,139;-15,945;0,003;-0,053;0,035;-31,888;0,028;31,966;0,12;-3,461;-0,423;-19,418;0,094;12,859;-0,838;273,326;-0,144;137,785;-0,256;39,286;-0,238;67,44;-0,032;23,466;-0,057;-2,093;-0,12;-7,837;0,146
03/09/2019;63,957;0,212;-8,786;-0,434;0,678;-0,063;2,481;-0,241;-29,179;-0,022;36,008;-0,066;-15,935;-0,061;0,057;0,128;-32,097;-0,08;32,087;0,132;-3,546;-0,239;-19,34;-0,004;12,721;-0,226;273,133;-0,063;137,865;0,119;39,154;-0,203;67,705;0,258;23,394;-0,09;-2,128;-0,112;-7,885;0,105
04/09/2019;64,396;0,658;-8,908;-0,386;0,604;-0,176;2,083;-0,592;-28,916;0,259;35,856;-0,318;-16,088;-0,143;-0,045;0,008;-32,265;-0,377;31,945;-0,021;-3,695;-0,234;-19,21;0,208;12,291;-0,568;272,734;-0,592;137,842;0,057;38,916;-0,37;68,103;0,663;23,296;-0,17;-2,156;-0,063;-7,98;-0,143
05/09/2019;64,264;0,307;-9,063;-0,277;0,501;-0,177;2,27;-0,211;-29,072;0,107;35,873;-0,135;-15,94;-0,005;-0,119;-0,176;-32,222;-0,125;31,924;-0,163;-3,74;-0,194;-19,265;0,075;12,68;-0,041;273,037;-0,096;137,863;-0,002;38,889;-0,265;68,173;0,468;23,459;0,065;-2,07;0,058;-7,857;0,028
06/09/2019;64,516;0,12;-9,012;-0,104;0,54;-0,064;2,329;0,246;-29,08;-0,164;36,086;0,23;-15,851;0,237;-0,275;-0,23;-31,95;0,315;31,78;-0,165;-3,749;-0,054;-19,304;-0,094;12,936;0,645;273,407;0,673;137,865;0,023;38,973;0,057;68,61;0,507;23,735;0,439;-1,957;0,199;-8,093;-0,113
07/09/2019;64,464;0,2;-9,01;0,053;0,55;0,049;2,41;0,14;-28,95;0,122;36,1;0,227;-15,781;0,159;-0,203;-0,084;-31,879;0,343;31,798;-0,126;-3,681;0,059;-19,004;0,261;13,334;0,654;273,45;0,413;137,747;-0,116;39,001;0,112;68,68;0,507;23,944;0,485;-1,837;0,233;-8,195;-0,338
08/09/2019;64,885;0,369;-8,79;0,222;0,582;0,042;2,489;0,16;-29,739;-0,659;36,087;0,001;-15,563;0,288;-0,192;0,083;-31,917;0,033;31,748;-0,032;-3,361;0,388;-19,576;-0,272;13,572;0,636;273,879;0,472;137,597;-0,268;38,923;-0,05;69,344;0,734;24,117;0,382;-1,795;0,162;-8,152;-0,059
09/09/2019;64,735;0,271;-8,718;0,292;0,564;0,014;2,311;-0,099;-29,654;-0,704;36,385;0,285;-15,292;0,489;-0,125;0,078;-31,648;0,231;31,789;-0,009;-3,092;0,589;-19,333;-0,329;13,216;-0,118;273,792;0,342;137,441;-0,306;38,909;-0,092;69,168;0,488;24,206;0,262;-1,628;0,209;-8,009;0,186
10/09/2019;64,85;-0,035;-8,7505;0,0395;0,5715;-0,0105;2,3435;-0,1455;-29,6095;0,1295;36,448;0,361;-15,36;0,203;-0,07;0,122;-31,627;0,29;32,029;0,281;-3,0845;0,2765;-19,2845;0,2915;13,343;-0,229;273,85;-0,029;137,58;-0,017;38,978;0,055;69,169;-0,175;24,171;0,054;-1,597;0,198;-8,157;-0,005
11/09/2019;64,965;0,23;-8,783;-0,065;0,579;0,015;2,376;0,065;-29,565;0,089;36,465;0,08;-15,502;-0,21;-0,099;0,026;-31,662;-0,014;32,269;0,48;-3,077;0,015;-19,236;0,097;13,761;0,545;274,211;0,419;137,786;0,345;39,031;0,122;69,655;0,487;24,315;0,109;-1,632;-0,004;-7,935;0,074
12/09/2019;65,329;0,479;-8,87;-0,1195;0,622;0,0505;2,474;0,1305;-29,373;0,2365;36,394;-0,054;-15,5;-0,14;-0,665;-0,595;-31,643;-0,016;32,492;0,463;-3,246;-0,1615;-19,15;0,1345;13,892;0,549;274,261;0,411;136,917;-0,663;39,189;0,211;70,059;0,89;24,313;0,142;-1,632;-0,035;-8,024;0,133
13/09/2019;65,536;0,571;-8,874;-0,091;0,734;0,155;2,478;0,102;-28,847;0,718;36,051;-0,414;-15,523;-0,021;-0,49;-0,391;-32,007;-0,345;32,896;0,627;-3,33;-0,253;-18,835;0,401;13,833;0,072;274,001;-0,21;137,122;-0,664;39,208;0,177;70,211;0,556;24,261;-0,054;-1,576;0,056;-8,198;-0,263
14/09/2019;65,525;0,196;-9,115;-0,245;0,767;0,145;2,404;-0,07;-28,677;0,696;36,135;-0,259;-15,452;0,048;-0,344;0,321;-31,931;-0,288;33,358;0,866;-3,487;-0,241;-18,622;0,528;13,774;-0,118;274,075;-0,186;137,322;0,405;39,193;0,004;70,172;0,113;24,212;-0,101;-1,674;-0,042;-8,269;-0,245
15/09/2019;65,56;0,024;-9,279;-0,405;0,837;0,103;2,318;-0,16;-28,416;0,431;36,444;0,393;-15,265;0,258;-0,281;0,209;-31,972;0,035;33,685;0,789;-3,598;-0,268;-18,373;0,462;13,926;0,093;274,674;0,673;137,228;0,106;39,265;0,057;70,273;0,062;24,269;0,008;-1,648;-0,072;-8,248;-0,05
16/09/2019;65,508;-0,017;-9,289;-0,174;0,877;0,11;2,446;0,042;-28,331;0,346;36,568;0,433;-15,294;0,158;-0,21;0,134;-32,003;-0,072;33,911;0,553;-3,666;-0,179;-18,387;0,235;14,324;0,55;275,095;1,02;137,552;0,23;39,278;0,085;70,36;0,188;24,352;0,14;-1,707;-0,033;-8,342;-0,073
17/09/2019;65,597;0,037;-9,236;0,043;0,906;0,069;2,392;0,074;-28,35;0,066;36,583;0,139;-15,317;-0,052;-0,226;0,055;-31,986;-0,014;34,287;0,602;-3,659;-0,061;-18,484;-0,111;14,239;0,313;275,006;0,332;137,645;0,417;39,308;0,043;70,486;0,213;24,396;0,127;-1,67;-0,022;-8,338;-0,09
18/09/2019;65,858;0,35;-9,217;0,072;0,998;0,121;2,368;-0,078;-28,209;0,122;36,425;-0,143;-15,265;0,029;0,055;0,265;-31,887;0,116;34,588;0,677;-3,7;-0,034;-18,476;-0,089;14,463;0,139;274,958;-0,137;137,888;0,336;39,321;0,043;70,963;0,603;24,678;0,326;-1,589;0,118;-8,372;-0,03
19/09/2019;66,27;0,673;-9,264;-0,028;0,973;0,067;2,405;0,013;-28,203;0,147;36,423;-0,16;-15,19;0,127;-0,411;-0,185;-31,729;0,257;34,815;0,528;-3,78;-0,121;-18,534;-0,05;14,509;0,27;275,094;0,088;137,339;-0,306;39,219;-0,089;71,53;1,044;24,987;0,591;-1,59;0,08;-8,193;0,145
20/09/2019;66,501;0,643;-9,127;0,09;1,038;0,04;2,505;0,137;-28,237;-0,028;36,552;0,127;-14,935;0,33;-0,507;-0,562;-31,744;0,143;34,726;0,138;-3,832;-0,132;-18,592;-0,116;14,851;0,388;275,4;0,442;137,047;-0,841;39,28;-0,041;71,929;0,966;25,265;0,587;-1,316;0,273;-8,108;0,264
21/09/2019;66,726;0,456;-9,102;0,162;0,986;0,013;2,33;-0,075;-28,164;0,039;36,557;0,134;-15,099;0,091;-0,428;-0,017;-31,646;0,083;34,904;0,089;-3,724;0,056;-18,471;0,063;14,743;0,234;275,407;0,313;137,253;-0,086;39,347;0,128;72,28;0,75;25,356;0,369;-1,45;0,14;-8,102;0,091
22/09/2019;66,734;0,233;-9,12;0,007;0,883;-0,155;1,949;-0,556;-28,227;0,01;36,625;0,073;-15,103;-0,168;-0,485;0,022;-31,566;0,178;35,114;0,388;-3,681;0,151;-18,447;0,145;14,402;-0,449;275,376;-0,024;137,367;0,32;39,443;0,163;72,438;0,509;25,507;0,242;-1,397;-0,081;-8,112;-0,004
23/09/2019;66,914;0,188;-9,431;-0,329;0,844;-0,142;2,136;-0,194;-28,463;-0,299;36,962;0,405;-14,858;0,241;-0,469;-0,041;-31,397;0,249;35,282;0,378;-4,339;-0,615;-19,315;-0,844;14,942;0,199;275,956;0,549;137,545;0,292;38,617;-0,73;73,024;0,744;25,93;0,574;-1,14;0,31;-7,947;0,155
24/09/2019;67,209;0,475;-9,137;-0,017;1,014;0,131;2,296;0,347;-28,57;-0,343;36,668;0,043;-14,901;0,202;-0,386;0,099;-31,641;-0,075;35,236;0,122;-4,345;-0,664;-19,449;-1,002;14,757;0,355;275,648;0,272;137,148;-0,219;38,681;-0,762;73,099;0,661;25,859;0,352;-1,081;0,316;-7,594;0,518
25/09/2019;67,53;0,616;-8,975;0,456;1,086;0,242;2,384;0,248;-28,522;-0,059;36,73;-0,232;-14,879;-0,021;-0,71;-0,241;-31,481;-0,084;35,491;0,209;-4,236;0,103;-19,311;0,004;15,044;0,102;275,886;-0,07;136,874;-0,671;39,125;0,508;73,545;0,521;26,059;0,129;-0,933;0,207;-7,592;0,355
26/09/2019;67,716;0,507;-8,778;0,359;1,041;0,027;2,382;0,086;-28,486;0,084;36,963;0,295;-14,918;-0,017;-0,91;-0,524;-31,363;0,278;35,882;0,646;-3,906;0,439;-19,104;0,345;15,286;0,529;276,282;0,634;136,976;-0,172;39,382;0,701;73,946;0,847;26,299;0,44;-0,817;0,264;-7,619;-0,025
27/09/2019;67,585;0,055;-8,788;0,187;1,109;0,023;2,485;0,101;-28,259;0,263;37,233;0,503;-15,08;-0,201;-0,87;-0,16;-31,468;0,013;35,904;0,413;-3,898;0,338;-18,975;0,336;15,29;0,246;276,87;0,984;137,405;0,531;39,403;0,278;73,708;0,163;26,165;0,106;-0,789;0,144;-7,724;-0,132
28/09/2019;67,406;-0,31;-8,86;-0,082;1,133;0,092;2,699;0,317;-28,148;0,338;37,632;0,669;-14,968;-0,05;-0,693;0,217;-31,491;-0,128;36;0,118;-3,929;-0,023;-18,899;0,205;15,526;0,24;277,719;1,437;137,708;0,732;39,504;0,122;73,508;-0,438;26,159;-0,14;-0,791;0,026;-7,818;-0,199
29/09/2019;66,702;-0,883;-9,012;-0,224;1,117;0,008;3,228;0,743;-28,385;-0,126;37,804;0,571;-14,959;0,121;-0,639;0,231;-31,35;0,118;36,336;0,432;-3,792;0,106;-18,813;0,162;16,45;1,16;277,796;0,926;137,848;0,443;39,552;0,149;72,93;-0,778;26,249;0,084;-0,86;-0,071;-7,907;-0,183
30/09/2019;66,641;-0,765;-9,152;-0,292;1,136;0,003;3,344;0,645;-28,239;-0,091;37,912;0,28;-15,033;-0,065;-0,494;0,199;-31,368;0,123;36,418;0,418;-3,797;0,132;-18,611;0,288;16,645;1,119;278,193;0,474;138,294;0,586;39,681;0,177;73,018;-0,49;26,398;0,239;-0,845;-0,054;-7,946;-0,128
01/10/2019;66,897;0,195;-9,214;-0,202;1,098;-0,019;3,51;0,282;-28,198;0,187;38,034;0,23;-15,092;-0,133;-0,374;0,265;-31,461;-0,111;36,45;0,114;-3,843;-0,051;-18,682;0,131;17,278;0,828;278,744;0,948;138,745;0,897;39,697;0,145;73,503;0,573;26,534;0,285;-0,867;-0,007;-7,899;0,008
02/10/2019;66,638;-0,003;-9,091;0,061;1,176;0,04;3,558;0,214;-28,225;0,014;37,979;0,067;-15,163;-0,13;-0,211;0,283;-31,406;-0,038;36,608;0,19;-3,513;0,284;-18,369;0,242;17,425;0,78;278,424;0,231;139,192;0,898;40,089;0,408;73,377;0,359;26,723;0,325;-0,86;-0,015;-7,934;0,012
03/10/2019;67,266;0,369;-8,772;0,442;1,243;0,145;3,309;-0,201;-29,181;-0,983;38,132;0,098;-14,996;0,096;-0,216;0,158;-31,175;0,286;37,108;0,658;-3,328;0,515;-19,172;-0,49;17,295;0,017;278,71;-0,034;139,072;0,327;39,817;0,12;74,083;0,58;26,796;0,262;-0,713;0,154;-7,922;-0,023
04/10/2019;66,775;0,137;-8,825;0,266;1,242;0,066;4,224;0,666;-28,435;-0,21;38,162;0,183;-14,795;0,368;0,051;0,262;-31,137;0,269;36,961;0,353;-3,592;-0,079;-18,829;-0,46;16,995;-0,43;278,555;0,131;139,114;-0,078;39,68;-0,409;73,4;0,023;26,916;0,193;-0,803;0,057;-7,907;0,027
05/10/2019;67,096;-0,17;-8,89;-0,118;1,27;0,027;4,087;0,778;-28,174;1,007;38,176;0,044;-14,733;0,263;-0,012;0,204;-31,131;0,044;36,676;-0,432;-3,718;-0,39;-18,784;0,388;16,91;-0,385;278,653;-0,057;139,056;-0,016;39,577;-0,24;73,764;-0,319;26,974;0,178;-0,783;-0,07;-7,983;-0,061
06/10/2019;67,27;0,495;-9,03;-0,205;1,254;0,012;3,562;-0,662;-28,217;0,218;38,179;0,017;-14,81;-0,015;0,029;-0,022;-30,976;0,161;36,569;-0,392;-3,649;-0,057;-18,628;0,201;16,251;-0,744;278,524;-0,031;139,115;0,001;39,631;-0,049;74,034;0,634;27,077;0,161;-0,852;-0,049;-7,95;-0,043
07/10/2019;67,467;0,371;-9,136;-0,246;1,15;-0,12;2,944;-1,143;-28,079;0,095;38,217;0,041;-14,781;-0,048;-0,179;-0,167;-30,901;0,23;36,68;0,004;-3,813;-0,095;-18,647;0,137;17,132;0,222;278,587;-0,066;138,847;-0,209;39,366;-0,211;74,617;0,853;27,131;0,157;-0,7;0,083;-7,992;-0,009
08/10/2019;67,784;0,514;-9,399;-0,369;0,933;-0,321;3,23;-0,332;-28,06;0,157;38,03;-0,149;-16,1;-1,29;-1,827;-1,856;-30,741;0,235;36,84;0,271;-3,663;-0,014;-18,299;0,329;17,796;1,545;278,782;0,258;139,518;0,403;39,593;-0,038;75,131;1,097;26,643;-0,434;-2,094;-1,242;-8,554;-0,604
09/10/2019;67,876;0,409;-9,491;-0,355;1,108;-0,042;3,427;0,483;-27,951;0,128;38,175;-0,042;-15,97;-1,189;-1,586;-1,407;-30,678;0,223;36,868;0,188;-3,745;0,068;-18,247;0,4;17,426;0,294;278,798;0,211;139,653;0,806;39,627;0,261;74,918;0,301;26,413;-0,718;-1,992;-1,292;-8,712;-0,72
10/10/2019;67,895;0,111;-9,625;-0,226;1,151;0,218;3,302;0,072;-27,549;0,511;38,418;0,388;-15,826;0,274;-1,502;0,325;-30,519;0,222;36,758;-0,082;-3,72;-0,057;-17,847;0,452;17,412;-0,384;278,874;0,092;139,449;-0,069;39,671;0,078;74,83;-0,301;26,478;-0,165;-1,944;0,15;-8,507;0,047
11/10/2019;67,895;0,019;-9,686;-0,195;1,087;-0,021;3,332;-0,095;-27,22;0,731;38,505;0,33;-15,893;0,077;-1,545;0,041;-30,516;0,162;36,593;-0,275;-3,771;-0,026;-17,595;0,652;17,442;0,016;278,824;0,026;139,478;-0,175;39,716;0,089;74,759;-0,159;26,529;0,116;-1,811;0,181;-8,252;0,46
12/10/2019;67,862;-0,033;-9,701;-0,076;1,083;-0,068;3,394;0,092;-26,835;0,714;38,712;0,294;-15,616;0,21;-1,337;0,165;-30,541;-0,022;36,439;-0,319;-3,79;-0,07;-17,323;0,524;17,497;0,085;279,251;0,377;139,275;-0,174;39,818;0,147;74,709;-0,121;26,62;0,142;-1,796;0,148;-8,076;0,431
13/10/2019;67,96;0,065;-9,738;-0,052;1,093;0,006;3,256;-0,076;-26,542;0,678;38,673;0,168;-15,341;0,552;-1,122;0,423;-30,539;-0,023;36,355;-0,238;-3,821;-0,05;-17,157;0,438;17,337;-0,105;279,186;0,362;139,191;-0,287;39,862;0,146;74,848;0,089;26,769;0,24;-1,69;0,121;-7,994;0,258
14/10/2019;68,423;0,561;-9,854;-0,153;1,268;0,185;2,794;-0,6;-26,344;0,491;38,743;0,031;-15,084;0,532;-0,961;0,376;-30,506;0,035;36,185;-0,254;-3,954;-0,164;-17,104;0,219;16,913;-0,584;279,218;-0,033;139,075;-0,2;39,898;0,08;75,279;0,57;26,773;0,153;-1,707;0,089;-7,977;0,099
15/10/2019;68,459;0,499;-9,674;0,064;1,305;0,212;3,023;-0,233;-26,144;0,398;38,836;0,163;-15,088;0,253;-1,072;0,05;-30,362;0,177;36,174;-0,181;-4,023;-0,202;-17,175;-0,018;16,842;-0,495;279,319;0,133;139,084;-0,107;39,913;0,051;75,331;0,483;27,133;0,364;-1,364;0,326;-7,764;0,23
16/10/2019;68,247;-0,176;-9,641;0,213;1,205;-0,063;2,61;-0,184;-25,817;0,527;38,865;0,122;-14,969;0,115;-1,194;-0,233;-30,316;0,19;36,104;-0,081;-3,909;0,045;-16,959;0,145;16,209;-0,704;279,229;0,011;138,882;-0,193;40,018;0,12;75,185;-0,094;27,285;0,512;-1,301666667;0,405333333;-7,774;0,203
17/10/2019;68,215;-0,244;-9,674;0;1,24;-0,065;2,886;-0,137;-25,879;0,265;38,9;0,064;-14,845;0,243;-1,06;0,012;-30,299;0,063;36,099;-0,075;-3,948;0,075;-16,982;0,193;16,561;-0,281;279,302;-0,017;138,944;-0,14;40,087;0,174;75,204;-0,127;27,402;0,269;-1,239333333;0,124666667;-7,784;-0,02
18/10/2019;68,235;-0,012;-9,595;0,046;1,31;0,105;2,994;0,384;-25,804;0,013;38,936;0,071;-14,723;0,246;-0,776;0,418;-30,299;0,017;35,987;-0,117;-4,027;-0,118;-17,046;-0,087;16,766;0,557;279,246;0,017;139,002;0,12;40,12;0,102;75,274;0,089;27,484;0,199;-1,177;0,124666667;-7,794;-0,02
19/10/2019;68,062;-0,153;-9,677;-0,003;1,351;0,111;3,201;0,315;-25,878;0,001;38,955;0,055;-14,709;0,136;-0,7;0,36;-30,347;-0,048;35,884;-0,215;-4,085;-0,137;-17,091;-0,109;17,063;0,502;279,484;0,182;139,096;0,152;40,208;0,121;75,235;0,031;27,645;0,243;-1,12;0,119333333;-7,672;0,112
20/10/2019;67,863;-0,372;-9,73;-0,135;1,354;0,044;3,518;0,524;-25,898;-0,094;39,027;0,091;-14,542;0,181;-0,595;0,181;-30,342;-0,043;35,968;-0,019;-4,092;-0,065;-17,097;-0,051;17,737;0,971;279,802;0,556;139,121;0,119;40,236;0,116;75,246;-0,028;27,823;0,339;-1,094;0,083;-7,624;0,17
21/10/2019;67,882;-0,18;-9,788;-0,111;1,394;0,043;3,717;0,516;-25,902;-0,024;39,376;0,421;-14,592;0,117;-0,581;0,119;-30,329;0,018;36,037;0,153;-4,066;0,019;-17,006;0,085;17,976;0,913;280,222;0,738;139,261;0,165;40,243;0,035;75,315;0,08;27,874;0,229;-1,016;0,104;-7,688;-0,016
22/10/2019;67,91;0,047;-9,791;-0,061;1,423;0,069;3,793;0,275;-25,853;0,045;39,403;0,376;-14,557;-0,015;-0,571;0,024;-30,26;0,082;36,17;0,202;-4,093;-0,001;-16,961;0,136;18,188;0,451;280,352;0,55;139,204;0,083;40,248;0,012;75,46;0,214;28,062;0,239;-0,845;0,249;-7,715;-0,091
23/10/2019;68,131;0,249;-9,878;-0,09;1,477;0,083;3,69;-0,027;-25,918;-0,016;39,42;0,044;-14,362;0,23;-0,434;0,147;-30,287;0,042;36,132;0,095;-4,077;-0,011;-16,929;0,077;18,317;0,341;280,382;0,16;139,22;-0,041;40,222;-0,021;75,778;0,463;28,038;0,164;-0,884;0,132;-7,738;-0,05
24/10/2019;67,952;0,042;-9,879;-0,088;1,451;0,028;3,503;-0,29;-26,115;-0,262;39,536;0,133;-14,249;0,308;-0,308;0,263;-30,242;0,018;36,106;-0,064;-3,949;0,144;-16,898;0,063;18,219;0,031;280,393;0,041;139,185;-0,019;40,282;0,034;75,693;0,233;28,077;0,015;-0,869;-0,024;-7,754;-0,039
25/10/2019;67,878;-0,253;-10,2;-0,322;1,262;-0,215;2,977;-0,713;-26,399;-0,481;39,577;0,157;-14,401;-0,039;-0,29;0,144;-30,289;-0,002;36,173;0,041;-3,93;0,147;-16,786;0,143;18,83;0,513;280,415;0,033;139,223;0,003;40,314;0,092;76,046;0,268;28,097;0,059;-0,957;-0,073;-7,822;-0,084
26/10/2019;68,325;0,373;-10,183;-0,304;1,136;-0,315;3,677;0,174;-26,305;-0,19;39,51;-0,026;-15,191;-0,942;-0,683;-0,375;-30,463;-0,221;36,414;0,308;-3,868;0,081;-16,614;0,284;19,184;0,965;280,746;0,353;139,58;0,395;40,444;0,162;76,457;0,764;28,138;0,061;-1,276;-0,407;-7,456;0,298
27/10/2019;68,119;0,241;-9,937;0,263;1,25;-0,012;3,99;1,013;-25,932;0,467;39,681;0,104;-15,0905;-0,6895;-0,6975;-0,4075;-30,433;-0,144;36,323;0,15;-3,877;0,053;-16,634;0,152;19,094;0,264;280,89;0,475;139,511;0,288;40,375;0,061;75,928;-0,118;27,979;-0,118;-0,825;0,132;-7,436;0,386
28/10/2019;67,878;-0,447;-9,991;0,192;1,287;0,151;3,71;0,033;-25,557;0,748;39,79;0,28;-14,99;0,201;-0,712;-0,029;-30,445;0,018;36,351;-0,063;-3,929;-0,061;-16,4;0,214;18,695;-0,489;280,769;0,023;139,172;-0,408;40,304;-0,14;75,588;-0,869;27,946;-0,192;-0,68;0,596;-7,547;-0,091
29/10/2019;67,597;-0,522;-9,96;-0,023;1,252;0,002;3,8;-0,19;-25,521;0,411;39,802;0,121;-14,781;0,3095;-0,687;0,0105;-30,408;0,025;36,56;0,237;-3,896;-0,019;-16,319;0,315;18,858;-0,236;280,607;-0,283;138,855;-0,656;40,191;-0,184;75,231;-0,697;28,018;0,039;-0,564;0,261;-7,571;-0,135
30/10/2019;67,559;-0,319;-10,041;-0,05;1,25;-0,037;3,761;0,051;-25,624;-0,067;39,653;-0,137;-14,703;0,287;-0,587;0,125;-30,337;0,108;36,589;0,238;-3,915;0,014;-16,321;0,079;18,729;0,034;280,471;-0,298;138,773;-0,399;40,075;-0,229;75,076;-0,512;28,13;0,184;-0,521;0,159;-7,561;-0,014
31/10/2019;67,792;0,195;-10,062;-0,102;1,331;0,079;3,8;0;-25,68;-0,159;39,641;-0,161;-14,593;0,188;-0,401;0,286;-30,192;0,216;36,823;0,263;-3,908;-0,012;-16,314;0,005;18,652;-0,206;280,325;-0,282;138,879;0,024;40,02;-0,171;75,203;-0,028;28,213;0,195;-0,368;0,196;-7,505;0,066
01/11/2019;67,648;0,089;-9,95;0,091;1,285;0,035;3,849;0,088;-25,548;0,076;39,741;0,088;-14,529;0,174;-0,57;0,017;-30,156;0,181;36,535;-0,054;-3,876;0,039;-16,336;-0,015;18,602;-0,127;280,414;-0,057;138,663;-0,11;39,946;-0,129;74,988;-0,088;28,275;0,145;-0,167;0,354;-7,592;-0,031
02/11/2019;67,559;-0,233;-9,844;0,218;1,356;0,025;4,147;0,347;-25,38;0,3;39,858;0,217;-14,536;0,057;-0,691;-0,29;-30,037;0,155;36,603;-0,22;-3,881;0,027;-16,334;-0,02;18,933;0,281;280,579;0,254;138,705;-0,174;39,935;-0,085;74,933;-0,27;28,444;0,231;0,086;0,454;-7,576;-0,071
03/11/2019;67,965;0,317;-9,472;0,478;1,008;-0,277;3,857;0,008;-27,006;-1,458;40,149;0,408;-14,407;0,122;-0,778;-0,208;-29,813;0,343;39,146;2,611;-3,407;0,469;-17,514;-1,178;19,161;0,559;281,325;0,911;138,784;0,121;39,516;-0,43;75,838;0,85;28,916;0,641;0,379;0,546;-7,373;0,219
04/11/2019;68,471;0,912;-9,393;0,451;1,171;-0,185;4,199;0,052;-26,493;-1,113;40,346;0,488;-14,192;0,344;-1,13;-0,439;-29,753;0,284;38,498;1,895;-3,618;0,263;-17,411;-1,077;19,305;0,372;281,742;1,163;138,303;-0,402;39,553;-0,382;76,215;1,282;28,963;0,519;0,543;0,457;-7,298;0,278
