day;evento;edam_ecne_eplu;edam_ecne_eplu_diff;edam_ecor_emcn;edam_ecor_emcn_diff;edam_emsg_eplu;edam_emsg_eplu_diff;edam_epdn_ecne;edam_epdn_ecne_diff;edam_epdn_emcn;edam_epdn_emcn_diff;eint_ecpn_emgl;eint_ecpn_emgl_diff;eint_esln_emgl;eint_esln_emgl_diff;eint_esln_espc;eint_esln_espc_diff;emeg_ecpn_emgl;emeg_ecpn_emgl_diff;emfn_ecor_ecri;emfn_ecor_ecri_diff;emfn_ecor_emcn;emfn_ecor_emcn_diff;emfn_emcn_epdn;emfn_emcn_epdn_diff;epdn_ecne_ecpn;epdn_ecne_ecpn_diff;epdn_eint_ecpn;epdn_eint_ecpn_diff;epdn_eint_espc;epdn_eint_espc_diff;epdn_emfn_espc;epdn_emfn_espc_diff;eplu_ecne_ecpn;eplu_ecne_ecpn_diff;eplu_emeg_ecpn;eplu_emeg_ecpn_diff;eplu_emeg_emal;eplu_emeg_emal_diff;eplu_emsg_emal;eplu_emsg_emal_diff
10/12/2020;1;78,6018;-0,1644;-10,61346154;0,017423075;5,1572;0,0894;5,897;0,8185;-11,261;0,3445;45,202;0,413;-6,235;0,5985;3,674;0,265;-22,455;-0,0535;62,75292308;-0,042346155;-3,959692308;-0,028615385;-7,792;0,327;22,898;-0,376;285,955;0,7395;143,312;-0,2955;43,898;0,389;89,70925;-0,1183125;38,79725;-0,0418125;7,5442;0,0339;-3,0826;0,0378
11/12/2020;1;78,4922;-0,1644;-10,60184615;0,01742308;5,2168;0,0894;6,57;0,826;-10,868;0,3305;45,15314286;0,09564286;-5,946;0,4325;3,483;-0,222;-22,448;-0,0015;62,72469231;-0,042346155;-3,978769231;-0,028615384;-7,617;0,214;22,81742857;-0,34407143;285,8838571;0,0888571;142,554;-0,9755;44,206;0,448;89,630375;-0,1183125;38,769375;-0,0418125;7,5668;0,0339;-3,0574;0,0378
12/12/2020;1;78,3826;-0,1644;-10,59023077;0,017423075;5,2764;0,0894;7,249;1,0155;-10,597;0,4675;45,10428571;-0,07328572;-5,988;0,1025;3,356;-0,2225;-22,441;0,0105;62,69646154;-0,042346155;-3,997846154;-0,028615384;-7,58;0,1245;22,73685714;-0,120857145;285,8127143;-0,10671425;142,605;-0,328;44,381;0,329;89,5515;-0,1183125;38,7415;-0,0418125;7,5894;0,0339;-3,0322;0,0378
13/12/2020;1;78,273;-0,1644;-10,57861538;0,01742308;5,336;0,0894;8,273;1,3635;-10,049;0,6835;45,05542857;-0,073285715;-6,083;-0,116;3,72;0,3005;-22,434;0,0105;62,66823077;-0,042346155;-4,016923077;-0,028615385;-7,768;-0,1695;22,65628571;-0,120857145;285,7415714;-0,1067143;143,166;0,5865;44,479;0,1855;89,472625;-0,1183125;38,713625;-0,0418125;7,612;0,0339;-3,007;0,0378
14/12/2020;1;77,14;-1,1878;-10,567;0,017423075;5,419;0,1128;8,689;0,928;-10,304;0,019;45,00657143;-0,07328571;-4,356;1,6795;6,158;2,62;-22,427;0,0105;62,64;-0,042346155;-4,036;-0,028615384;-7,984;-0,31;22,57571429;-0,120857135;285,6704286;-0,10671425;143,188;0,3025;45,131;0,701;89,39375;-0,1183125;38,68575;-0,0418125;7,547;-0,0537;-2,947;0,0726
15/12/2020;0;77,902;0,1955;-10,394;0,17880769;5,658;0,2805;8,325;-0,156;-10,549;-0,3725;44,95771429;-0,07328571;-4,601;0,6185;5,936;0,997;-22,42;0,0105;62,634;-0,020115385;-4,228;-0,201538462;-8,1;-0,224;22,49514286;-0,12085714;285,5992857;-0,1067143;143,199;0,022;44,973;0,168;89,314875;-0,1183125;38,657875;-0,0418125;7,444;-0,1355;-2,914;0,063
16/12/2020;0;77,746;0,225;-10,248;0,2325;5,819;0,2805;7,845;-0,662;-10,668;-0,2415;44,90885714;-0,07328572;-4,852;-0,3735;5,647;-0,4;-22,413;0,0105;62,485;-0,152;-4,346;-0,214;-8,067;-0,025;22,41457143;-0,120857145;285,5281429;-0,10671425;143,148;-0,0455;44,938;-0,114;89,236;-0,1183125;38,63;-0,0418125;7,558;0,0625;-2,836;0,0945
17/12/2020;0;77,301;-0,523;-10,036;0,285;5,959;0,2205;7,742;-0,343;-10,898;-0,2895;44,86;-0,073285715;-5,054;-0,3275;5,446;-0,3455;-22,406;0,0105;62,49;-0,0695;-4,442;-0,155;-8,235;-0,1515;22,334;-0,120857145;285,457;-0,1067143;143,242;0,0685;44,936;-0,0195;89,157125;-0,1183125;38,602125;-0,0418125;7,683;0,182;-2,751;0,124
18/12/2020;0;76,991;-0,5325;-9,913;0,229;6,101;0,212;7,61;-0,1835;-11,007;-0,224;44,81114286;-0,07328571;-5,352;-0,399;5,137;-0,4095;-22,399;0,0105;62,455;-0,0325;-4,515;-0,121;-8,273;-0,122;22,25342857;-0,120857145;285,3858571;-0,10671435;143,345;0,15;44,954;0,017;89,07825;-0,1183125;38,57425;-0,0418125;7,758;0,1375;-2,744;0,0495
19/12/2020;0;76,495;-0,651;-9,792;0,1825;6,268;0,238;7,757;0,081;-11,119;-0,1665;44,76228571;-0,07328572;-5,624;-0,421;5,040666667;-0,250833333;-22,392;0,0105;62,415;-0,0575;-4,508;-0,0295;-8,262;-0,008;22,17285714;-0,120857145;285,3147143;-0,10671425;143,3423333;0,0488333;44,94333333;-0,00166667;88,999375;-0,1183125;38,546375;-0,0418125;7,919;0,1985;-2,702;0,0455
20/12/2020;0;75,455;-1,288;-9,939;-0,0865;6,341;0,1565;7,717;0,0335;-11,281;-0,218;44,71342857;-0,073285715;-5,991;-0,503;4,944333333;-0,144500001;-22,385;0,0105;62,363;-0,072;-4,58;-0,0685;-8,262;0,0055;22,09228571;-0,120857145;285,2435714;-0,1067143;143,3396667;-0,00399995;44,93266667;-0,015999995;88,9205;-0,1183125;38,5185;-0,0418125;8,151;0,3125;-2,587;0,136
21/12/2020;1;75,3115;-0,6635;-9,846;0,0195;6,3305;0,026;7,308;-0,429;-11,436;-0,236;44,66457143;-0,07328571;-6,329;-0,5215;4,848;-0,1445;-22,378;0,0105;62,438;0,049;-4,54;0,004;-8,296;-0,034;22,01171429;-0,120857135;285,1724286;-0,10671425;143,337;-0,004;44,922;-0,016;88,841625;-0,1183125;38,490625;-0,0418125;8,1415;0,1065;-2,6515;-0,007
22/12/2020;1;75,168;-0,21525;-9,774;0,1185;6,32;-0,01575;6,978;-0,5345;-11,519;-0,1605;44,61571429;-0,07328571;-6,829;-0,669;4,544;-0,352166667;-22,371;0,0105;62,451;0,0505;-4,588;-0,028;-8,38;-0,101;21,93114286;-0,12085714;285,1012857;-0,1067143;143,482;0,14366665;44,831;-0,096333335;88,76275;-0,1183125;38,46275;-0,0418125;8,132;-0,01425;-2,716;-0,09675
10/01/2021;0;77,179;-0,3695;-11,593;0,352;6,435;0,1945;9,374;0,0755;-10,075;0,4685;45,377;-0,1645;-5,6;-0,0035;4,785;-0,0495;-21,202;-0,101;61,23;-0,639;-7,418;0,3145;-8,835;0,375;22,893;0,13;288,17;-0,1785;145,386;0,2135;43,922;0,668;85,253;-0,478;37,71;-0,071;9,095;0,248;-2,332;0,0385
11/01/2021;0;77,166;-0,1285;-11,381;0,346;6,456;0,0905;9,215;-0,1785;-9,692;0,476;45,274;-0,141;-5,678;-0,0625;4,699;-0,101;-21,103;0,0585;62,019;0,6205;-7,026;0,512;-8,472;0,4175;22,57;-0,4065;288,12;-0,09;145,405;0,029;44,115;0,3405;85,142;-0,297;37,807;0,0465;9,124;0,0875;-2,337;0,006
12/01/2021;0;77,068;-0,1045;-11,027;0,46;6,395;-0,0505;9,095;-0,1995;-10,196;-0,3125;45,087;-0,2385;-5,585;0,054;4,658;-0,084;-21,118;0,0345;62,72;1,0955;-6,393;0,829;-8,495;0,1585;22,364;-0,3675;287,86;-0,285;145,26;-0,1355;44,328;0,3095;85,083;-0,1145;37,889;0,1305;9,101;-0,0085;-2,412;-0,0775
13/01/2021;0;76,982;-0,135;-10,8;0,404;6,24;-0,1855;8,809;-0,346;-10,393;-0,449;44,967;-0,2135;-5,642;-0,0105;3,72;-0,9585;-21,267;-0,1565;62,889;0,5195;-5,983;0,7265;-8,478;0,0055;22,126;-0,341;287,755;-0,235;144,179;-1,1535;44,502;0,2805;85,158;0,0455;37,848;0;8,858;-0,2545;-2,463;-0,0885
14/01/2021;0;77,086;0,061;-10,407;0,5065;6,315;-0,0025;8,728;-0,224;-10,482;-0,1875;44,839;-0,188;-5,664;-0,0505;3,569;-0,62;-21,31;-0,1175;63,208;0,4035;-5,663;0,525;-8,525;-0,0385;22,013;-0,232;287,665;-0,1425;143,928;-0,7915;44,603;0,188;85,265;0,1445;37,881;0,0125;8,854;-0,1255;-2,415;0,0225
15/01/2021;0;76,9646;-0,0694;-10,296;0,3075;6,3558;0,0783;8,726;-0,0425;-10,51;-0,0725;44,869;-0,034;-5,743;-0,09;3,627;-0,0175;-21,267;0,0215;63,55;0,5015;-5,431;0,392;-8,467;0,0345;22,189;0,1195;287,826;0,116;144,082;0,0285;44,556;0,0035;85,134;-0,0775;37,9262;0,0617;8,8792;0,0232;-2,3868;0,0522
16/01/2021;0;76,8432;-0,1821;-9,967;0,3845;6,3966;0,0612;9,668;0,941;-9,858;0,638;44,772;-0,082;-5,381;0,3225;4,216;0,618;-21,573;-0,2845;63,483;0,104;-5,206;0,341;-8,068;0,428;23,37;1,269;287,499;-0,2465;144,259;0,254;44,629;0,0495;85,003;-0,1965;37,9714;0,0678;8,9044;0,0378;-2,3586;0,0423
17/01/2021;0;76,7218;-0,1821;-9,961;0,1705;6,4374;0,0612;10,027;0,83;-9,856;0,328;44,926;0,1055;-5,193;0,369;4,569;0,6475;-21,564;-0,144;63,668;0,1515;-5,198;0,1205;-8,032;0,2355;24,106;1,3265;287,67;0,0075;144,496;0,3255;44,585;-0,0075;84,872;-0,1965;38,0166;0,0678;8,9296;0,0378;-2,3304;0,0423
18/01/2021;1;76,6004;-0,1821;-9,588;0,376;6,4782;0,0612;10,25;0,4025;-9,759;0,098;45,173;0,324;-4,941;0,346;4,519;0,1265;-21,301;0,2675;63,668;0,0925;-5,06;0,142;-7,942;0,108;24,485;0,747;287,632;0,0475;143,867;-0,5105;44,626;0,019;84,741;-0,1965;38,0618;0,0678;8,9548;0,0378;-2,3022;0,0423
08/02/2021;0;76,564;0,0595;-10,88;-0,53;6,706;-0,013;9,055;0,3785;-9,462;0,6205;45,907;0,142;-5,181;0,084;4,042;-0,0775;-20,556;0,053;65,2;0,586;-5,047;-0,706;-7,299;0,3655;24,383;1,0195;288,84;0,6245;144,751;0,269;44,681;-0,0215;86,355;0,324;39,545;0,187;9,297;-0,0075;-1,876;0,1095
09/02/2021;0;75,718;-0,9155;-10,697;0,0075;6,727;-0,0155;9,7;0,8465;-8,978;0,73;46,045;0,2455;-5,127;0,0675;4,283;0,1595;-20,455;0,1545;64,616;-0,308;-5,183;-0,4185;-7,159;0,242;25,223;1,3465;288,598;0,0275;144,867;0,1685;44,4;-0,3455;85,49;-0,8035;39,668;0,237;9,499;0,226;-1,766;0,1585
10/02/2021;0;76,223;0,082;-11,523;-0,7345;6,979;0,2625;10,51;1,1325;-8,275;0,945;46,388;0,412;-4,746;0,408;4,65;0,4875;-20,346;0,1595;62,574;-2,334;-6,504;-1,389;-7,302;-0,073;25,546;0,743;289,118;0,399;145,441;0,632;44,061;-0,4795;85,804;-0,1185;39,639;0,0325;9,66;0,262;-1,566;0,255
11/02/2021;0;76,216;0,2455;-11,219;-0,109;6,843;-0,01;10,446;0,341;-8,175;0,4515;46,256;0,0395;-4,722;0,2145;4,597;0,1305;-21,065;-0,6645;62,221;-1,374;-6,419;-0,5755;-7,282;-0,0515;25,623;0,2385;289,592;0,734;145,37;0,216;44,135;-0,0955;85,992;0,345;39,613;-0,0405;9,873;0,2935;-1,942;-0,276
12/02/2021;0;76,656;0,4365;-10,947;0,424;6,826;-0,085;10,146;-0,332;-8,618;-0,393;46,044;-0,278;-4,674;0,06;4,36;-0,2635;-21,142;-0,4365;62,535;0,1375;-6,061;0,4005;-7,35;-0,058;25,196;-0,3885;289,79;0,435;144,991;-0,4145;44,516;0,418;86,375;0,477;39,557;-0,069;9,747;-0,0195;-2,008;-0,254
13/02/2021;0;76,725;0,289;-11,141;-0,058;6,705;-0,1295;10,088;-0,208;-8,449;-0,0525;46,016;-0,134;-4,712;-0,014;4,209;-0,2695;-21,057;0,0465;63,415;1,037;-6,403;-0,163;-7,407;-0,091;25,52;0,1105;289,793;0,102;144,857;-0,3235;44,507;0,1815;86,584;0,4005;39,64;0,055;9,814;0,004;-1,961;0,014
14/02/2021;0;77,048;0,3575;-10,801;0,243;6,519;-0,2465;9,968;-0,149;-8,173;0,3605;46,031;0,001;-4,539;0,154;4,552;0,2675;-21,051;0,0485;63,816;0,841;-6,268;-0,036;-7,38;-0,0015;25,629;0,271;290,137;0,3455;144,873;-0,051;44,555;0,0435;87,009;0,5295;39,64;0,0415;9,676;-0,1045;-2,054;-0,0695
15/02/2021;0;76,636;-0,2505;-10,645;0,326;6,423;-0,189;9,938;-0,09;-8,47;-0,159;46,14;0,1165;-4,753;-0,1275;4,275;-0,1055;-21,075;-0,021;64,361;0,7455;-6;0,3355;-7,326;0,0675;26,373;0,7985;290,39;0,425;144,925;0,06;44,752;0,221;86,95;0,1535;39,786;0,146;9,378;-0,367;-2,144;-0,1365
16/02/2021;1;76,996;0,154;-10,434;0,289;6,515;0,044;9,72;-0,233;-8,875;-0,5535;45,64;-0,4455;-4,818;-0,172;4,402;-0,0115;-21,017;0,046;64,697;0,6085;-5,602;0,532;-7,3;0,053;26,092;0,091;289,622;-0,6415;144,963;0,064;44,645;-0,0085;87,151;0,1715;39,722;0,009;9,214;-0,313;-2,093;0,006
17/02/2021;0;77,157;0,341;-10,234;0,3055;6,53;0,061;9,269;-0,56;-9,208;-0,5355;45,45333333;-0,43666667;-4,866333333;-0,080833333;4,167;-0,1715;-21,07116667;-0,02516667;64,799;0,27;-5,478;0,323;-7,543;-0,23;24,905;-1,3275;288,32;-1,686;144,4;-0,544;44,729;0,0305;86,751;-0,2995;39,109;-0,645;9,025;-0,271;-2,15;-0,0315
18/02/2021;1;76,901;-0,1755;-10,052;0,282;6,552;0,0295;8,736;-0,7585;-9,613;-0,5715;45,26666667;-0,279999995;-4,914666667;-0,0725;4,283;-0,0015;-21,12533333;-0,081249995;64,863;0,115;-5,282;0,258;-7,709;-0,2875;23,189;-2,3095;286,681;-2,29;143,933;-0,7485;44,782;0,095;85,554;-1,397;38,072;-1,3435;8,795;-0,3245;-2,244;-0,1225
19/02/2021;1;76,618;-0,411;-9,838;0,305;6,562;0,021;8,159;-0,8435;-10,065;-0,6545;45,08;-0,28;-4,963;-0,0725;4,522;0,297;-21,1795;-0,08125;64,848;0,017;-5,112;0,268;-7,988;-0,362;21,495;-2,552;284,776;-2,7245;143,993;-0,1735;44,61;-0,1455;84,348;-1,8045;36,982;-1,6085;8,502;-0,408;-2,299;-0,102
20/02/2021;0;76,12;-0,6395;-9,668;0,277;6,53;-0,027;7,595;-0,8525;-10,345;-0,506;44,89333333;-0,280000005;-5,011333333;-0,072499999;4,609;0,2065;-21,23366667;-0,081250005;64,823;-0,0325;-5,024;0,173;-8,215;-0,3665;19,955;-2,387;283,464;-2,2645;143,703;-0,26;44,657;-0,039;83,081;-1,87;36,005;-1,522;8,257;-0,3915;-2,38;-0,1085
21/02/2021;1;75,639;-0,73;-9,527;0,226;6,466;-0,08;7,031;-0,846;-10,698;-0,493;44,70666667;-0,279999995;-5,059666667;-0,0725;4,882;0,3165;-21,28783333;-0,081249995;64,759;-0,0765;-4,98;0,088;-8,501;-0,3995;18,28;-2,445;282,241;-1,879;143,217;-0,631;44,412;-0,2215;81,653;-2,0615;34,876;-1,6175;7,96;-0,4195;-2,53;-0,1905
22/02/2021;0;75,343;-0,5365;-9,382;0,2155;6,399;-0,099;6,609;-0,704;-10,869;-0,3475;44,52;-0,28;-5,108;-0,0725;5,03;0,2845;-21,342;-0,08125;64,707;-0,084;-4,931;0,071;-8,661;-0,303;16,837;-2,2805;280,781;-2,0715;142,824;-0,636;44,234;-0,3005;80,472;-1,895;33,869;-1,5715;7,594;-0,5145;-2,592;-0,137
23/02/2021;1;74,885;-0,606;-9,229;0,2255;6,38;-0,0525;6,132;-0,688;-11,117;-0,3335;43,195;-1,418333335;-5,43;-0,346166667;5,162;0,206;-21,933;-0,618083335;64,59;-0,143;-4,92;0,0355;-8,914;-0,333;15,206;-2,3525;278,927;-2,584;142,237;-0,7835;43,995;-0,328;78,986;-2,0765;32,615;-1,7575;7,238;-0,539;-2,623;-0,062
24/02/2021;1;74,428;-0,686;-9,143;0,1625;6,321;-0,0685;5,696;-0,6745;-11,375;-0,382;42,024;-1,8335;-5,745;-0,476;5,222;0,126;-22,406;-0,7685;64,471;-0,1775;-4,944;-0,0185;-9,167;-0,3795;14,002;-2,0195;277,462;-2,392;141,719;-0,8115;43,79;-0,3245;77,808;-1,921;31,707;-1,535;6,983;-0,433;-2,631;-0,0235
25/02/2021;0;74,33;-0,3265;-9,065;0,121;6,306;-0,0445;5,242;-0,672;-11,672;-0,426;40,938;-1,6715;-6,111;-0,5235;5,3;0,108;-22,955;-0,7855;64,323;-0,2075;-4,986;-0,054;-9,456;-0,4155;12,672;-1,932;276,095;-2,0995;141,211;-0,767;43,495;-0,3975;76,88;-1,517;30,532;-1,629;6,568;-0,5425;-2,749;-0,122
26/02/2021;0;76,778;2,399;-7,98;1,124;7,17;0,8565;3,061;-2,408;-11,537;-0,0135;41,396;-0,085;-3,907;2,021;8,25;2,989;-22,093;0,5875;65,059;0,662;-4,165;0,8;-9,674;-0,3625;11,425;-1,912;274,248;-2,5305;140,398;-1,067;43,29;-0,3525;77,298;-0,046;28,167;-2,9525;6,249;-0,5265;-2,814;-0,124
27/02/2021;0;76,736;1,182;-8,035;0,4875;7,056;0,318;3,184;-0,9675;-11,659;-0,0545;40,506;-0,661;-4,445;0,564;7,928;1,153;-22,498;0,026;64,844;0,153;-4,311;0,2645;-9,835;-0,27;11,081;-0,9675;273,621;-1,5505;140,273;-0,5315;43,128;-0,2645;77,192;0,103;27,983;-1,3665;6,022;-0,3865;-2,877;-0,0955
28/02/2021;1;76,424;-0,333;-8,114;-0,1065;6,91;-0,203;3,361;0,2385;-11,956;-0,358;39,656;-1,295;-5,008;-0,832;7,531;-0,558;-23,017;-0,7215;64,576;-0,3755;-4,483;-0,245;-10,117;-0,3625;10,464;-0,789;273,067;-0,8675;140,111;-0,2245;42,998;-0,211;76,634;-0,611;27,551;-0,524;5,82;-0,3155;-2,974;-0,1285
01/03/2021;0;76,349;-0,231;-8,233;-0,1585;6,75;-0,233;3,414;0,1415;-12,119;-0,3115;38,891;-1,19;-5,634;-0,9075;7,205;-0,5245;-23,558;-0,8005;64,308;-0,402;-4,564;-0,167;-10,18;-0,204;9,851;-0,9215;272,465;-0,879;140,164;-0,028;42,852;-0,211;76,321;-0,592;27,167;-0,6;5,508;-0,413;-3,006;-0,0805
02/03/2021;1;76,104;-0,2825;-8,321;-0,1475;6,646;-0,184;3,405;0,0175;-12,298;-0,2605;38,306;-0,9675;-6,103;-0,782;6,838;-0,53;-23,957;-0,6695;64,198;-0,244;-4,72;-0,1965;-10,373;-0,2245;9,385;-0,7725;271,962;-0,804;139,789;-0,3485;42,684;-0,241;75,803;-0,6745;26,656;-0,703;5,296;-0,368;-3,209;-0,219
03/03/2021;0;75,791;-0,4355;-8,446;-0,169;6,494;-0,204;3,433;0,0235;-12,509;-0,3005;37,567;-1,0315;-6,581;-0,7125;6,529;-0,4925;-24,353;-0,5955;64,059;-0,194;-4,899;-0,257;-10,577;-0,3005;8,809;-0,809;271,194;-1,0195;139,565;-0,4115;42,489;-0,279;75,221;-0,841;26,166;-0,7455;5,052;-0,35;-3,33;-0,2225
04/03/2021;1;75,378;-0,5695;-8,429;-0,0455;6,308;-0,262;3,411;-0,008;-12,904;-0,5005;36,753;-1,1835;-7,024;-0,682;6,286;-0,3975;-24,786;-0,631;63,732;-0,3965;-4,936;-0,1265;-10,834;-0,359;8,308;-0,789;270,313;-1,265;139,276;-0,401;42,339;-0,2475;74,627;-0,885;25,772;-0,639;4,815;-0,359;-3,486;-0,2165
05/03/2021;0;74,816;-0,7685;-8,182;0,2555;5,867;-0,534;3,111;-0,311;-13,659;-0,9525;36,242;-0,918;-7,405;-0,6025;6,047;-0,3605;-25,142;-0,5725;63,621;-0,2745;-4,638;0,2795;-11,298;-0,5925;7,883;-0,6755;269,801;-0,9525;138,974;-0,4465;42,019;-0,395;74,186;-0,738;25,733;-0,236;4,827;-0,1065;-3,606;-0,198
06/03/2021;0;74,913;-0,184;-8,302;0,0035;5,717;-0,3705;3,494;0,233;-13,569;-0,2875;36,033;-0,4645;-7,661;-0,4465;5,894;-0,2725;-25,317;-0,353;63,474;-0,2025;-4,877;-0,09;-11,34;-0,274;7,753;-0,3425;269,417;-0,64;138,812;-0,313;41,758;-0,421;74,155;-0,2515;25,467;-0,2855;4,645;-0,176;-3,791;-0,245
07/03/2021;1;74,71;-0,1545;-8,387;-0,145;5,629;-0,163;3,187;-0,1155;-13,591;0,023;35,41;-0,7275;-8,038;-0,505;5,767;-0,2035;-25,641;-0,4115;63,399;-0,1485;-4,984;-0,2265;-11,389;-0,07;6,908;-0,91;268,561;-1,048;138,549;-0,344;41,529;-0,3595;73,614;-0,5565;25,023;-0,577;4,541;-0,195;-3,852;-0,1535
08/03/2021;0;74,553;-0,2585;-8,472;-0,1275;5,573;-0,1;3,242;-0,0985;-13,613;-0,033;34,968;-0,7535;-8,308;-0,4585;5,607;-0,2235;-25,863;-0,384;63,275;-0,1615;-5,091;-0,1605;-11,438;-0,0735;6,703;-0,6275;268,099;-0,89;138,402;-0,2785;41,378;-0,2655;73,331;-0,5535;24,781;-0,464;4,461;-0,132;-3,918;-0,0965
09/03/2021;0;74,262;-0,3695;-8,558;-0,1285;5,512;-0,089;3,321;0,1065;-13,665;-0,063;34,714;-0,475;-8,444;-0,271;5,528;-0,159;-25,991;-0,239;63,553;0,216;-5,238;-0,2005;-11,565;-0,1515;6,934;0,1285;268,023;-0,307;138,289;-0,1865;41,323;-0,1305;73,122;-0,3505;24,716;-0,186;4,421;-0,08;-3,954;-0,069
10/03/2021;1;73,122;-1,2855;-8,566555556;-0,051555556;5,397;-0,1455;3,71;0,4285;-13,67033333;-0,03133333;34,3;-0,541;-8,671;-0,295;5,402;-0,1655;-26,173;-0,246;63,628;0,214;-5,286777778;-0,122277778;-11,62277778;-0,12127778;7,044;0,2255;267,008;-1,053;137,621;-0,7245;40,766;-0,5845;71,617;-1,6095;24,344;-0,4045;4,307;-0,134;-3,844;0,092
11/03/2021;0;72,859;-0,833;-8,575111111;-0,012833333;5,375;-0,0795;3,461;-0,0545;-13,67566667;-0,008000005;33,702;-0,805;-8,822;-0,2645;5,579;0,114;-26,389;-0,307;63,366;-0,2245;-5,335555556;-0,073166667;-11,68055556;-0,08666667;6,901;-0,088;266,148;-1,3675;137,374;-0,581;40,576;-0,4685;71,225;-1,1445;24,082;-0,448;4,052;-0,312;-3,89;0,009
12/03/2021;1;72,66;-0,3305;-8,583666667;-0,012833333;5,337;-0,049;2,925;-0,6605;-13,681;-0,008;33,212;-0,789;-9,076;-0,3295;5,569;0,0785;-26,618;-0,337;63,337;-0,16;-5,384333333;-0,073166666;-11,73833333;-0,08666666;6,135;-0,8375;265,339;-1,239;137,213;-0,2845;40,464;-0,207;70,826;-0,595;23,755;-0,458;3,967;-0,2125;-3,846;0,021
13/03/2021;0;72,649;-0,1105;-8,592222222;-0,012833333;5,303;-0,053;2,814;-0,379;-13,68633333;-0,007999995;32,81;-0,647;-9,191;-0,242;5,563;-0,011;-26,794;-0,2905;63,132;-0,2195;-5,433111111;-0,073166666;-11,79611111;-0,086666665;5,697;-0,821;264,966;-0,7775;137,083;-0,2105;40,342;-0,178;70,65;-0,3755;23,479;-0,4395;3,878;-0,1315;-3,819;0,049
14/03/2021;0;72,656;0,0015;-8,600777778;-0,012833333;5,215;-0,105;2,873;0,0035;-13,69166667;-0,008000005;32,658;-0,353;-9,288;-0,1545;5,469;-0,097;-26,875;-0,169;62,7;-0,5345;-5,481888889;-0,073166667;-11,85388889;-0,08666667;5,624;-0,292;264,948;-0,2045;137,045;-0,103;40,119;-0,284;70,576;-0,162;23,34;-0,277;3,873;-0,0495;-3,832;0,0005
15/03/2021;1;71,162;-1,4905;-8,609333333;-0,012833333;4,858;-0,401;3,046;0,2025;-13,697;-0,008;32,495;-0,239;-9,575;-0,3355;5,515;-0,001;-27,061;-0,2265;62,309;-0,607;-5,530666667;-0,073166667;-11,91166667;-0,08666667;5,909;0,2485;264,453;-0,504;136,884;-0,18;39,859;-0,3715;69,252;-1,361;23,225;-0,1845;3,671;-0,2045;-4,148;-0,3225
16/03/2021;0;69,682;-2,227;-8,617888889;-0,012833333;4,806;-0,2305;3,173;0,2135;-13,70233333;-0,007999995;32,517;-0,0595;-9,548;-0,1165;5,514;0,022;-27,156;-0,188;61,996;-0,5085;-5,579444444;-0,073166666;-11,96944444;-0,08666666;5,89;0,1235;264,031;-0,6695;136,344;-0,6205;39,708;-0,281;67,64;-2,274;23,279;-0,0035;3,956;0,184;-3,847;0,143
17/03/2021;1;68,574;-1,848;-8,626444444;-0,012833333;4,704666667;-0,127333333;3,168;0,0585;-13,70766667;-0,008000005;32,367;-0,139;-9,651;-0,0895;5,148;-0,3665;-27,272;-0,1635;61,805;-0,3475;-5,628222222;-0,073166666;-12,02722222;-0,086666665;5,716;-0,1835;263,331;-0,911;135,334;-1,28;39,691;-0,0925;65,842;-2,604;22,278;-0,974;3,993;0,1795;-3,938666667;0,058833333
18/03/2021;0;68,353;-0,775;-8,635;-0,012833333;4,603333333;-0,152;3,3;0,1295;-13,713;-0,008;32,649;0,207;-9,517;0,0825;5,261;-0,07;-27,244;-0,03;61,574;-0,3265;-5,677;-0,073166667;-12,085;-0,08666667;5,659;-0,144;262,869;-0,812;135,027;-0,812;39,328;-0,3715;65,086;-1,655;21,374;-1,4045;3,886;-0,0885;-4,030333333;-0,1375
19/03/2021;1;67,926;-0,5375;-8,363;0,267722222;4,502;-0,152;2,973;-0,261;-14,525;-0,814666665;32,81;0,302;-9,483;0,101;5,387;0,1825;-27,119;0,139;61,803;0,1135;-5,558;0,094611111;-12,803;-0,74688889;5,279;-0,4085;262,147;-0,953;134,515;-0,6655;39,223;-0,2865;64,769;-0,695;21,2;-0,626;3,677;-0,2625;-4,122;-0,1375
20/03/2021;0;67,037;-1,1025;-8,436;0,063;4,106;-0,446666667;2,781;-0,3555;-14,491;-0,372;32,674;-0,0555;-9,585;-0,085;5,541;0,217;-27,038;0,1435;61,598;-0,0905;-6,049;-0,4315;-13,24;-0,796;5,262;-0,207;261,509;-0,999;134,271;-0,5;39,267;-0,0085;64,546;-0,3815;21,918;0,631;3,684;-0,0975;-4,267;-0,190833334
21/03/2021;0;66,993;-0,4885;-8,222;0,1775;4,104;-0,2;3,065;0,188;-14,975;-0,467;32,521;-0,221;-9,954;-0,42;5,566;0,102;-26,836;0,2425;61,597;-0,1035;-6,137;-0,3335;-13,474;-0,4525;5,578;0,3075;261,175;-0,653;134,577;0,184;39,257;0,012;64,7165;0,059;22,287;0,728;3,808;0,1275;-4,258;-0,0635
22/03/2021;0;66,949;-0,066;-8,234;0,095;4,102;-0,003;2,882;-0,041;-14,735;-0,002;32,459;-0,1385;-10,207;-0,4375;5,63;0,0765;-26,787;0,15;61,712;0,1145;-6,22;-0,127;-13,275;0,082;5,493;0,073;260,937;-0,405;134,813;0,389;39,331;0,069;64,887;0,25575;22,656;0,5535;3,932;0,186;-4,249;0,0135
