day;evento;tipo_evento;edam_ecne_eplu;edam_ecne_eplu_diff;edam_ecor_emcn;edam_ecor_emcn_diff;edam_emsg_eplu;edam_emsg_eplu_diff;edam_epdn_ecne;edam_epdn_ecne_diff;edam_epdn_emcn;edam_epdn_emcn_diff;eint_ecpn_emgl;eint_ecpn_emgl_diff;eint_esln_emgl;eint_esln_emgl_diff;eint_esln_espc;eint_esln_espc_diff;emeg_ecpn_emgl;emeg_ecpn_emgl_diff;emfn_ecor_ecri;emfn_ecor_ecri_diff;emfn_ecor_emcn;emfn_ecor_emcn_diff;emfn_emcn_epdn;emfn_emcn_epdn_diff;epdn_ecne_ecpn;epdn_ecne_ecpn_diff;epdn_eint_ecpn;epdn_eint_ecpn_diff;epdn_eint_espc;epdn_eint_espc_diff;epdn_emfn_espc;epdn_emfn_espc_diff;eplu_ecne_ecpn;eplu_ecne_ecpn_diff;eplu_emeg_ecpn;eplu_emeg_ecpn_diff;eplu_emeg_emal;eplu_emeg_emal_diff;eplu_emsg_emal;eplu_emsg_emal_diff
18/12/2020;0;;76,991;-0,755;-9,913;0,335;6,101;0,282;7,61;-0,235;-11,007;-0,339;44,81114286;-0,09771428;-5,352;-0,5;5,137;-0,51;-22,399;0,014;62,455;-0,03;-4,515;-0,169;-8,273;-0,206;22,25342857;-0,16114286;285,3858571;-0,1422858;143,345;0,197;44,954;0,016;89,07825;-0,15775;38,57425;-0,05575;7,758;0,2;-2,744;0,092
19/12/2020;0;;76,495;-0,806;-9,792;0,244;6,268;0,309;7,757;0,015;-11,119;-0,221;44,76228571;-0,09771429;-5,624;-0,57;5,040666667;-0,405333333;-22,392;0,014;62,415;-0,075;-4,508;-0,066;-8,262;-0,027;22,17285714;-0,16114286;285,3147143;-0,1422857;143,3423333;0,1003333;44,94333333;0,00733333;88,999375;-0,15775;38,546375;-0,05575;7,919;0,236;-2,702;0,049
20/12/2020;1;;75,455;-1,536;-9,939;-0,026;6,341;0,24;7,717;0,107;-11,281;-0,274;44,71342857;-0,09771429;-5,991;-0,639;4,944333333;-0,192666667;-22,385;0,014;62,363;-0,092;-4,58;-0,065;-8,262;0,011;22,09228571;-0,16114286;285,2435714;-0,1422857;143,3396667;-0,0053333;44,93266667;-0,02133333;88,9205;-0,15775;38,5185;-0,05575;8,151;0,393;-2,587;0,157
21/12/2020;2;EA+TA;75,3115;-1,1835;-9,846;-0,054;6,3305;0,0625;7,308;-0,449;-11,436;-0,317;44,66457143;-0,09771428;-6,329;-0,705;4,848;-0,192666667;-22,378;0,014;62,438;0,023;-4,54;-0,032;-8,296;-0,034;22,01171429;-0,16114285;285,1724286;-0,1422857;143,337;-0,0053333;44,922;-0,02133333;88,841625;-0,15775;38,490625;-0,05575;8,1415;0,2225;-2,6515;0,0505
22/12/2020;2;EA+TA;75,168;-0,287;-9,774;0,165;6,32;-0,021;6,978;-0,739;-11,519;-0,238;44,61571429;-0,09771428;-6,829;-0,838;4,544;-0,400333333;-22,371;0,014;62,451;0,088;-4,588;-0,008;-8,38;-0,118;21,93114286;-0,16114285;285,1012857;-0,1422857;143,482;0,1423333;44,831;-0,10166667;88,76275;-0,15775;38,46275;-0,05575;8,132;-0,019;-2,716;-0,129
10/01/2021;0;;77,179;-0,508;-11,593;0,436;6,435;0,25;9,374;0,19;-10,075;0,751;45,377;-0,253;-5,6;-0,038;4,785;-0,069;-21,202;-0,121;61,23;-0,941;-7,418;0,389;-8,835;0,641;22,893;0,427;288,17;-0,277;145,386;0,407;43,922;1,041;85,253;-0,584;37,71;-0,041;9,095;0,379;-2,332;0,055
11/01/2021;0;;77,166;-0,244;-11,381;0,48;6,456;0,16;9,215;-0,198;-9,692;0,569;45,274;-0,179;-5,678;-0,047;4,699;-0,116;-21,103;0,018;62,019;0,452;-7,026;0,632;-8,472;0,472;22,57;-0,49;288,12;-0,13;145,405;0,039;44,115;0,488;85,142;-0,483;37,807;-0,004;9,124;0,146;-2,337;0,017
12/01/2021;0;;77,068;-0,111;-11,027;0,566;6,395;-0,04;9,095;-0,279;-10,196;-0,121;45,087;-0,29;-5,585;0,015;4,658;-0,127;-21,118;0,084;62,72;1,49;-6,393;1,025;-8,495;0,34;22,364;-0,529;287,86;-0,31;145,26;-0,126;44,328;0,406;85,083;-0,17;37,889;0,179;9,101;0,006;-2,412;-0,08
13/01/2021;0;;76,982;-0,184;-10,8;0,581;6,24;-0,216;8,809;-0,406;-10,393;-0,701;44,967;-0,307;-5,642;0,036;3,72;-0,979;-21,267;-0,164;62,889;0,87;-5,983;1,043;-8,478;-0,006;22,126;-0,444;287,755;-0,365;144,179;-1,226;44,502;0,387;85,158;0,016;37,848;0,041;8,858;-0,266;-2,463;-0,126
14/01/2021;0;;77,086;0,018;-10,407;0,62;6,315;-0,08;8,728;-0,367;-10,482;-0,286;44,839;-0,248;-5,664;-0,079;3,569;-1,089;-21,31;-0,192;63,208;0,488;-5,663;0,73;-8,525;-0,03;22,013;-0,351;287,665;-0,195;143,928;-1,332;44,603;0,275;85,265;0,182;37,881;-0,008;8,854;-0,247;-2,415;-0,003
15/01/2021;0;;76,9646;-0,0174;-10,296;0,504;6,3558;0,1158;8,726;-0,083;-10,51;-0,117;44,869;-0,098;-5,743;-0,101;3,627;-0,093;-21,267;0;63,55;0,661;-5,431;0,552;-8,467;0,011;22,189;0,063;287,826;0,071;144,082;-0,097;44,556;0,054;85,134;-0,024;37,9262;0,0782;8,8792;0,0212;-2,3868;0,0762
16/01/2021;0;;76,8432;-0,2428;-9,967;0,44;6,3966;0,0816;9,668;0,94;-9,858;0,624;44,772;-0,067;-5,381;0,283;4,216;0,647;-21,573;-0,263;63,483;0,275;-5,206;0,457;-8,068;0,457;23,37;1,357;287,499;-0,166;144,259;0,331;44,629;0,026;85,003;-0,262;37,9714;0,0904;8,9044;0,0504;-2,3586;0,0564
17/01/2021;1;;76,7218;-0,2428;-9,961;0,335;6,4374;0,0816;10,027;1,301;-9,856;0,654;44,926;0,057;-5,193;0,55;4,569;0,942;-21,564;-0,297;63,668;0,118;-5,198;0,233;-8,032;0,435;24,106;1,917;287,67;-0,156;144,496;0,414;44,585;0,029;84,872;-0,262;38,0166;0,0904;8,9296;0,0504;-2,3304;0,0564
18/01/2021;2;EA+TA;76,6004;-0,2428;-9,588;0,379;6,4782;0,0816;10,25;0,582;-9,759;0,099;45,173;0,401;-4,941;0,44;4,519;0,303;-21,301;0,272;63,668;0,185;-5,06;0,146;-7,942;0,126;24,485;1,115;287,632;0,133;143,867;-0,392;44,626;-0,003;84,741;-0,262;38,0618;0,0904;8,9548;0,0504;-2,3022;0,0564
08/02/2021;0;;76,564;0,258;-10,88;-0,709;6,706;0,047;9,055;0,354;-9,462;0,749;45,907;0,069;-5,181;0,141;4,042;0,008;-20,556;-0,001;65,2;0,62;-5,047;-0,847;-7,299;0,527;24,383;1,026;288,84;0,71;144,751;0,433;44,681;0,086;86,355;0,525;39,545;0,146;9,297;-0,063;-1,876;0,122
09/02/2021;0;;75,718;-0,985;-10,697;-0,168;6,727;-0,052;9,7;1,048;-8,978;0,976;46,045;0,353;-5,127;0,081;4,283;0,078;-20,455;0,208;64,616;-0,032;-5,183;-0,701;-7,159;0,344;25,223;1,853;288,598;0,297;144,867;0,221;44,4;-0,41;85,49;-0,742;39,668;0,351;9,499;0,25;-1,766;0,207
10/02/2021;0;;76,223;-0,341;-11,523;-0,643;6,979;0,273;10,51;1,455;-8,275;1,187;46,388;0,481;-4,746;0,435;4,65;0,608;-20,346;0,21;62,574;-2,626;-6,504;-1,457;-7,302;-0,003;25,546;1,163;289,118;0,278;145,441;0,69;44,061;-0,62;85,804;-0,551;39,639;0,094;9,66;0,363;-1,566;0,31
11/02/2021;0;;76,216;0,498;-11,219;-0,522;6,843;0,116;10,446;0,746;-8,175;0,803;46,256;0,211;-4,722;0,405;4,597;0,314;-21,065;-0,61;62,221;-2,395;-6,419;-1,236;-7,282;-0,123;25,623;0,4;289,592;0,994;145,37;0,503;44,135;-0,265;85,992;0,502;39,613;-0,055;9,873;0,374;-1,942;-0,176
12/02/2021;0;;76,656;0,433;-10,947;0,576;6,826;-0,153;10,146;-0,364;-8,618;-0,343;46,044;-0,344;-4,674;0,072;4,36;-0,29;-21,142;-0,796;62,535;-0,039;-6,061;0,443;-7,35;-0,048;25,196;-0,35;289,79;0,672;144,991;-0,45;44,516;0,455;86,375;0,571;39,557;-0,082;9,747;0,087;-2,008;-0,442
13/02/2021;0;;76,725;0,509;-11,141;0,078;6,705;-0,138;10,088;-0,358;-8,449;-0,274;46,016;-0,24;-4,712;0,01;4,209;-0,388;-21,057;0,008;63,415;1,194;-6,403;0,016;-7,407;-0,125;25,52;-0,103;289,793;0,201;144,857;-0,513;44,507;0,372;86,584;0,592;39,64;0,027;9,814;-0,059;-1,961;-0,019
14/02/2021;0;;77,048;0,392;-10,801;0,146;6,519;-0,307;9,968;-0,178;-8,173;0,445;46,031;-0,013;-4,539;0,135;4,552;0,192;-21,051;0,091;63,816;1,281;-6,268;-0,207;-7,38;-0,03;25,629;0,433;290,137;0,347;144,873;-0,118;44,555;0,039;87,009;0,634;39,64;0,083;9,676;-0,071;-2,054;-0,046
15/02/2021;1;;76,636;-0,089;-10,645;0,496;6,423;-0,282;9,938;-0,15;-8,47;-0,021;46,14;0,124;-4,753;-0,041;4,275;0,066;-21,075;-0,018;64,361;0,946;-6;0,403;-7,326;0,081;26,373;0,853;290,39;0,597;144,925;0,068;44,752;0,245;86,95;0,366;39,786;0,146;9,378;-0,436;-2,144;-0,183
16/02/2021;2;LSLF;76,996;-0,052;-10,434;0,367;6,515;-0,004;9,72;-0,248;-8,875;-0,702;45,64;-0,391;-4,818;-0,279;4,402;-0,15;-21,017;0,034;64,697;0,881;-5,602;0,666;-7,3;0,08;26,092;0,463;289,622;-0,515;144,963;0,09;44,645;0,09;87,151;0,142;39,722;0,082;9,214;-0,462;-2,093;-0,039
17/02/2021;1;;77,157;0,521;-10,234;0,411;6,53;0,107;9,269;-0,669;-9,208;-0,738;45,45333333;-0,68666667;-4,866333333;-0,113333333;4,167;-0,108;-21,07116667;0,00383333;64,799;0,438;-5,478;0,522;-7,543;-0,217;24,905;-1,468;288,32;-2,07;144,4;-0,525;44,729;-0,023;86,751;-0,199;39,109;-0,677;9,025;-0,353;-2,15;-0,006
18/02/2021;2;LF;76,901;-0,095;-10,052;0,382;6,552;0,037;8,736;-0,984;-9,613;-0,738;45,26666667;-0,37333333;-4,914666667;-0,096666667;4,283;-0,119;-21,12533333;-0,10833333;64,863;0,166;-5,282;0,32;-7,709;-0,409;23,189;-2,903;286,681;-2,941;143,933;-1,03;44,782;0,137;85,554;-1,597;38,072;-1,65;8,795;-0,419;-2,244;-0,151
19/02/2021;2;LF;76,618;-0,539;-9,838;0,396;6,562;0,032;8,159;-1,11;-10,065;-0,857;45,08;-0,37333333;-4,963;-0,096666667;4,522;0,355;-21,1795;-0,10833333;64,848;0,049;-5,112;0,366;-7,988;-0,445;21,495;-3,41;284,776;-3,544;143,993;-0,407;44,61;-0,119;84,348;-2,403;36,982;-2,127;8,502;-0,523;-2,299;-0,149
20/02/2021;1;;76,12;-0,781;-9,668;0,384;6,53;-0,022;7,595;-1,141;-10,345;-0,732;44,89333333;-0,37333334;-5,011333333;-0,096666666;4,609;0,326;-21,23366667;-0,10833334;64,823;-0,04;-5,024;0,258;-8,215;-0,506;19,955;-3,234;283,464;-3,217;143,703;-0,23;44,657;-0,125;83,081;-2,473;36,005;-2,067;8,257;-0,538;-2,38;-0,136
21/02/2021;2;LF;75,639;-0,979;-9,527;0,311;6,466;-0,096;7,031;-1,128;-10,698;-0,633;44,70666667;-0,37333333;-5,059666667;-0,096666667;4,882;0,36;-21,28783333;-0,10833333;64,759;-0,089;-4,98;0,132;-8,501;-0,513;18,28;-3,215;282,241;-2,535;143,217;-0,776;44,412;-0,198;81,653;-2,695;34,876;-2,106;7,96;-0,542;-2,53;-0,231
22/02/2021;1;;75,343;-0,777;-9,382;0,286;6,399;-0,131;6,609;-0,986;-10,869;-0,524;44,52;-0,37333333;-5,108;-0,096666667;5,03;0,421;-21,342;-0,10833333;64,707;-0,116;-4,931;0,093;-8,661;-0,446;16,837;-3,118;280,781;-2,683;142,824;-0,879;44,234;-0,423;80,472;-2,609;33,869;-2,136;7,594;-0,663;-2,592;-0,212
23/02/2021;2;LSLF;74,885;-0,754;-9,229;0,298;6,38;-0,086;6,132;-0,899;-11,117;-0,419;43,195;-1,51166667;-5,43;-0,370333333;5,162;0,28;-21,933;-0,64516667;64,59;-0,169;-4,92;0,06;-8,914;-0,413;15,206;-3,074;278,927;-3,314;142,237;-0,98;43,995;-0,417;78,986;-2,667;32,615;-2,261;7,238;-0,722;-2,623;-0,093
24/02/2021;2;LF;74,428;-0,915;-9,143;0,239;6,321;-0,078;5,696;-0,913;-11,375;-0,506;42,024;-2,496;-5,745;-0,637;5,222;0,192;-22,406;-1,064;64,471;-0,236;-4,944;-0,013;-9,167;-0,506;14,002;-2,835;277,462;-3,319;141,719;-1,105;43,79;-0,444;77,808;-2,664;31,707;-2,162;6,983;-0,611;-2,631;-0,039
25/02/2021;0;;74,33;-0,555;-9,065;0,164;6,306;-0,074;5,242;-0,89;-11,672;-0,555;40,938;-2,257;-6,111;-0,681;5,3;0,138;-22,955;-1,022;64,323;-0,267;-4,986;-0,066;-9,456;-0,542;12,672;-2,534;276,095;-2,832;141,211;-1,026;43,495;-0,5;76,88;-2,106;30,532;-2,083;6,568;-0,67;-2,749;-0,126
26/02/2021;0;;76,778;2,35;-7,98;1,163;7,17;0,849;3,061;-2,635;-11,537;-0,162;41,396;-0,628;-3,907;1,838;8,25;3,028;-22,093;0,313;65,059;0,588;-4,165;0,779;-9,674;-0,507;11,425;-2,577;274,248;-3,214;140,398;-1,321;43,29;-0,5;77,298;-0,51;28,167;-3,54;6,249;-0,734;-2,814;-0,183
27/02/2021;1;;76,736;2,406;-8,035;1,03;7,056;0,75;3,184;-2,058;-11,659;0,013;40,506;-0,432;-4,445;1,666;7,928;2,628;-22,498;0,457;64,844;0,521;-4,311;0,675;-9,835;-0,379;11,081;-1,591;273,621;-2,474;140,273;-0,938;43,128;-0,367;77,192;0,312;27,983;-2,549;6,022;-0,546;-2,877;-0,128
28/02/2021;2;LSLF;76,424;-0,354;-8,114;-0,134;6,91;-0,26;3,361;0,3;-11,956;-0,419;39,656;-1,74;-5,008;-1,101;7,531;-0,719;-23,017;-0,924;64,576;-0,483;-4,483;-0,318;-10,117;-0,443;10,464;-0,961;273,067;-1,181;140,111;-0,287;42,998;-0,292;76,634;-0,664;27,551;-0,616;5,82;-0,429;-2,974;-0,16
01/03/2021;1;;76,349;-0,387;-8,233;-0,198;6,75;-0,306;3,414;0,23;-12,119;-0,46;38,891;-1,615;-5,634;-1,189;7,205;-0,723;-23,558;-1,06;64,308;-0,536;-4,564;-0,253;-10,18;-0,345;9,851;-1,23;272,465;-1,156;140,164;-0,109;42,852;-0,276;76,321;-0,871;27,167;-0,816;5,508;-0,514;-3,006;-0,129
02/03/2021;2;LF;76,104;-0,32;-8,321;-0,207;6,646;-0,264;3,405;0,044;-12,298;-0,342;38,306;-1,35;-6,103;-1,095;6,838;-0,693;-23,957;-0,94;64,198;-0,378;-4,72;-0,237;-10,373;-0,256;9,385;-1,079;271,962;-1,105;139,789;-0,322;42,684;-0,314;75,803;-0,831;26,656;-0,895;5,296;-0,524;-3,209;-0,235
03/03/2021;1;;75,791;-0,558;-8,446;-0,213;6,494;-0,256;3,433;0,019;-12,509;-0,39;37,567;-1,324;-6,581;-0,947;6,529;-0,676;-24,353;-0,795;64,059;-0,249;-4,899;-0,335;-10,577;-0,397;8,809;-1,042;271,194;-1,271;139,565;-0,599;42,489;-0,363;75,221;-1,1;26,166;-1,001;5,052;-0,456;-3,33;-0,324
04/03/2021;2;LSLF;75,378;-0,726;-8,429;-0,108;6,308;-0,338;3,411;0,006;-12,904;-0,606;36,753;-1,553;-7,024;-0,921;6,286;-0,552;-24,786;-0,829;63,732;-0,466;-4,936;-0,216;-10,834;-0,461;8,308;-1,077;270,313;-1,649;139,276;-0,513;42,339;-0,345;74,627;-1,176;25,772;-0,884;4,815;-0,481;-3,486;-0,277
05/03/2021;0;;74,816;-0,975;-8,182;0,264;5,867;-0,627;3,111;-0,322;-13,659;-1,15;36,242;-1,325;-7,405;-0,824;6,047;-0,482;-25,142;-0,789;63,621;-0,438;-4,638;0,261;-11,298;-0,721;7,883;-0,926;269,801;-1,393;138,974;-0,591;42,019;-0,47;74,186;-1,035;25,733;-0,433;4,827;-0,225;-3,606;-0,276
06/03/2021;1;;74,913;-0,465;-8,302;0,127;5,717;-0,591;3,494;0,083;-13,569;-0,665;36,033;-0,72;-7,661;-0,637;5,894;-0,392;-25,317;-0,531;63,474;-0,258;-4,877;0,059;-11,34;-0,506;7,753;-0,555;269,417;-0,896;138,812;-0,464;41,758;-0,581;74,155;-0,472;25,467;-0,305;4,645;-0,17;-3,791;-0,305
07/03/2021;2;LSLF;74,71;-0,106;-8,387;-0,205;5,629;-0,238;3,187;0,076;-13,591;0,068;35,41;-0,832;-8,038;-0,633;5,767;-0,28;-25,641;-0,499;63,399;-0,222;-4,984;-0,346;-11,389;-0,091;6,908;-0,975;268,561;-1,24;138,549;-0,425;41,529;-0,49;73,614;-0,572;25,023;-0,71;4,541;-0,286;-3,852;-0,246
08/03/2021;0;;74,553;-0,36;-8,472;-0,17;5,573;-0,144;3,242;-0,252;-13,613;-0,044;34,968;-1,065;-8,308;-0,647;5,607;-0,287;-25,863;-0,546;63,275;-0,199;-5,091;-0,214;-11,438;-0,098;6,703;-1,05;268,099;-1,318;138,402;-0,41;41,378;-0,38;73,331;-0,824;24,781;-0,686;4,461;-0,184;-3,918;-0,127
09/03/2021;1;;74,262;-0,448;-8,558;-0,171;5,512;-0,117;3,321;0,134;-13,665;-0,074;34,714;-0,696;-8,444;-0,406;5,528;-0,239;-25,991;-0,35;63,553;0,154;-5,238;-0,254;-11,565;-0,176;6,934;0,026;268,023;-0,538;138,289;-0,26;41,323;-0,206;73,122;-0,492;24,716;-0,307;4,421;-0,12;-3,954;-0,102
10/03/2021;2;LF;73,122;-1,431;-8,566555556;-0,094555556;5,397;-0,176;3,71;0,468;-13,67033333;-0,05733333;34,3;-0,668;-8,671;-0,363;5,402;-0,205;-26,173;-0,31;63,628;0,353;-5,286777778;-0,195777778;-11,62277778;-0,18477778;7,044;0,341;267,008;-1,091;137,621;-0,781;40,766;-0,612;71,617;-1,714;24,344;-0,437;4,307;-0,154;-3,844;0,074
11/03/2021;1;;72,859;-1,403;-8,575111111;-0,017111111;5,375;-0,137;3,461;0,14;-13,67566667;-0,01066667;33,702;-1,012;-8,822;-0,378;5,579;0,051;-26,389;-0,398;63,366;-0,187;-5,335555556;-0,097555556;-11,68055556;-0,11555556;6,901;-0,033;266,148;-1,875;137,374;-0,915;40,576;-0,747;71,225;-1,897;24,082;-0,634;4,052;-0,369;-3,89;0,064
12/03/2021;2;LSLF;72,66;-0,462;-8,583666667;-0,017111111;5,337;-0,06;2,925;-0,785;-13,681;-0,01066667;33,212;-1,088;-9,076;-0,405;5,569;0,167;-26,618;-0,445;63,337;-0,291;-5,384333333;-0,097555555;-11,73833333;-0,11555555;6,135;-0,909;265,339;-1,669;137,213;-0,408;40,464;-0,302;70,826;-0,791;23,755;-0,589;3,967;-0,34;-3,846;-0,002
13/03/2021;0;;72,649;-0,21;-8,592222222;-0,017111111;5,303;-0,072;2,814;-0,647;-13,68633333;-0,01066666;32,81;-0,892;-9,191;-0,369;5,563;-0,016;-26,794;-0,405;63,132;-0,234;-5,433111111;-0,097555555;-11,79611111;-0,11555555;5,697;-1,204;264,966;-1,182;137,083;-0,291;40,342;-0,234;70,65;-0,575;23,479;-0,603;3,878;-0,174;-3,819;0,071
14/03/2021;1;;72,656;-0,004;-8,600777778;-0,017111111;5,215;-0,122;2,873;-0,052;-13,69166667;-0,01066667;32,658;-0,554;-9,288;-0,212;5,469;-0,1;-26,875;-0,257;62,7;-0,637;-5,481888889;-0,097555556;-11,85388889;-0,11555556;5,624;-0,511;264,948;-0,391;137,045;-0,168;40,119;-0,345;70,576;-0,25;23,34;-0,415;3,873;-0,094;-3,832;0,014
15/03/2021;2;LF;71,162;-1,487;-8,609333333;-0,017111111;4,858;-0,445;3,046;0,232;-13,697;-0,01066667;32,495;-0,315;-9,575;-0,384;5,515;-0,048;-27,061;-0,267;62,309;-0,823;-5,530666667;-0,097555556;-11,91166667;-0,11555556;5,909;0,212;264,453;-0,513;136,884;-0,199;39,859;-0,483;69,252;-1,398;23,225;-0,254;3,671;-0,207;-4,148;-0,329
16/03/2021;1;;69,682;-2,974;-8,617888889;-0,017111111;4,806;-0,409;3,173;0,3;-13,70233333;-0,01066666;32,517;-0,141;-9,548;-0,26;5,514;0,045;-27,156;-0,281;61,996;-0,704;-5,579444444;-0,097555555;-11,96944444;-0,11555555;5,89;0,266;264,031;-0,917;136,344;-0,701;39,708;-0,411;67,64;-2,936;23,279;-0,061;3,956;0,083;-3,847;-0,015
17/03/2021;2;LF;68,574;-2,588;-8,626444444;-0,017111111;4,704666667;-0,153333333;3,168;0,122;-13,70766667;-0,01066667;32,367;-0,128;-9,651;-0,076;5,148;-0,367;-27,272;-0,211;61,805;-0,504;-5,628222222;-0,097555555;-12,02722222;-0,11555555;5,716;-0,193;263,331;-1,122;135,334;-1,55;39,691;-0,168;65,842;-3,41;22,278;-0,947;3,993;0,322;-3,938666667;0,209333333
18/03/2021;1;;68,353;-1,329;-8,635;-0,017111111;4,603333333;-0,202666667;3,3;0,127;-13,713;-0,01066667;32,649;0,132;-9,517;0,031;5,261;-0,253;-27,244;-0,088;61,574;-0,422;-5,677;-0,097555556;-12,085;-0,11555556;5,659;-0,231;262,869;-1,162;135,027;-1,317;39,328;-0,38;65,086;-2,554;21,374;-1,905;3,886;-0,07;-4,030333333;-0,183333333
19/03/2021;2;LSLF;67,926;-0,648;-8,363;0,263444444;4,502;-0,202666667;2,973;-0,195;-14,525;-0,81733333;32,81;0,443;-9,483;0,168;5,387;0,239;-27,119;0,153;61,803;-0,002;-5,558;0,070222222;-12,803;-0,77577778;5,279;-0,437;262,147;-1,184;134,515;-0,819;39,223;-0,468;64,769;-1,073;21,2;-1,078;3,677;-0,316;-4,122;-0,183333333
20/03/2021;0;;67,037;-1,316;-8,436;0,199;4,106;-0,497333333;2,781;-0,519;-14,491;-0,778;32,674;0,025;-9,585;-0,068;5,541;0,28;-27,038;0,206;61,598;0,024;-6,049;-0,372;-13,24;-1,155;5,262;-0,397;261,509;-1,36;134,271;-0,756;39,267;-0,061;64,546;-0,54;21,918;0,544;3,684;-0,202;-4,267;-0,236666667
21/03/2021;0;;66,993;-0,933;-8,222;0,141;4,104;-0,398;3,065;0,092;-14,975;-0,45;32,521;-0,289;-9,954;-0,471;5,566;0,179;-26,836;0,283;61,597;-0,206;-6,137;-0,579;-13,474;-0,671;5,578;0,299;261,175;-0,972;134,577;0,062;39,257;0,034;64,7165;-0,0525;22,287;1,087;3,808;0,131;-4,258;-0,136
22/03/2021;0;;66,949;-0,088;-8,234;0,202;4,102;-0,004;2,882;0,101;-14,735;-0,244;32,459;-0,215;-10,207;-0,622;5,63;0,089;-26,787;0,251;61,712;0,114;-6,22;-0,171;-13,275;-0,035;5,493;0,231;260,937;-0,572;134,813;0,542;39,331;0,064;64,887;0,341;22,656;0,738;3,932;0,248;-4,249;0,018
23/03/2021;1;;98,954;31,961;0,73;8,952;4,088;-0,016;-32,395;-35,46;-14,828;0,147;32,3696;-0,1514;-10,099;-0,145;5,797;0,231;-26,845;-0,009;65,311;3,714;1,838;7,975;-13,484;-0,01;5,28;-0,298;260,9122;-0,2628;134,729;0,152;39,523;0,266;65,1636;0,4471;22,6322;0,3452;3,747;-0,061;-4,361;-0,103
24/03/2021;2;LF;94,769;27,82;-0,598;7,636;3,817;-0,285;-28,551;-31,433;-14,992;-0,257;32,2802;-0,1788;-10,139;0,068;5,936;0,306;-26,903;-0,116;65,007;3,295;0,776;6,996;-13,412;-0,137;5,067;-0,426;260,8874;-0,0496;134,375;-0,438;39,405;0,074;65,4402;0,5532;22,6084;-0,0476;3,457;-0,475;-4,502;-0,253
25/03/2021;0;;91,437;-7,517;-1,756;-2,486;3,72;-0,368;-24,879;7,516;-14,769;0,059;32,1908;-0,1788;-10,211;-0,112;6,636;0,839;-26,961;-0,116;64,602;-0,709;-0,247;-2,085;-13,218;0,266;4,854;-0,426;260,8626;-0,0496;134,745;0,016;39,419;-0,104;65,7168;0,5532;22,5846;-0,0476;3,293;-0,454;-4,646;-0,285
26/03/2021;0;;88,032;-6,737;-2,826;-2,228;3,701;-0,116;-21,162;7,389;-14,984;0,008;32,1014;-0,1788;-10,412;-0,273;6,418;0,482;-27,019;-0,116;64,258;-0,749;-1,166;-1,942;-13,346;0,066;4,641;-0,426;260,8378;-0,0496;134,774;0,399;39,416;0,011;65,9934;0,5532;22,5608;-0,0476;3,309;-0,148;-4,656;-0,154
27/03/2021;0;;86,027;-5,41;-3,625;-1,869;3,785;0,065;-17,755;7,124;-15,417;-0,648;32,012;-0,1788;-10,431;-0,22;6,176;-0,46;-27,077;-0,116;63,95;-0,652;-1,861;-1,614;-13,624;-0,406;4,428;-0,426;260,813;-0,0496;134,758;0,013;39,528;0,109;66,27;0,5532;22,537;-0,0476;3,213;-0,08;-4,794;-0,148
28/03/2021;0;;85,50075;-2,53125;-4,47;-1,644;3,83925;0,13825;-14,609;6,553;-15,82;-0,836;31,721;-0,3804;-10,456;-0,044;6,009;-0,409;-27,336;-0,317;63,653;-0,605;-2,62;-1,454;-13,93;-0,584;3,573;-1,068;260,957;0,1192;134,761;-0,013;39,483;0,067;66,46;0,4666;22,4655;-0,0953;3,236;-0,073;-4,7935;-0,1375
29/03/2021;0;;84,9745;-1,0525;-5,291;-1,666;3,8935;0,1085;-11,681;6,074;-15,941;-0,524;31,403;-0,609;-10,445;-0,014;6,072;-0,104;-27,589;-0,512;63,409;-0,541;-3,327;-1,466;-14,029;-0,405;2,905;-1,523;260,984;0,171;134,994;0,236;39,511;-0,017;66,65;0,38;22,394;-0,143;3,259;0,046;-4,793;0,001
30/03/2021;0;;84,44825;-1,0525;-6,123;-1,653;3,94775;0,1085;-9,025;5,584;-15,976;-0,156;31,131;-0,59;-10,322;0,134;6,079;0,07;-27,739;-0,403;63,251;-0,402;-3,925;-1,305;-13,934;-0,004;2,602;-0,971;261,175;0,218;135,246;0,485;39,576;0,093;66,84;0,38;22,3225;-0,143;3,282;0,046;-4,7925;0,001
31/03/2021;1;;83,922;-1,0525;-6,808;-1,517;4,002;0,1085;-6,552;5,129;-15,778;0,163;30,823;-0,58;-10,188;0,257;6,001;-0,071;-28,02;-0,431;63,072;-0,337;-4,478;-1,151;-13,736;0,293;2,274;-0,631;261,142;0,158;135,344;0,35;39,609;0,098;67,03;0,38;22,251;-0,143;3,305;0,046;-4,792;0,001
01/04/2021;2;LF;82,023;-2,42525;-7,441;-1,318;4,125;0,17725;-4,789;4,236;-15,698;0,278;30,626;-0,505;-10,634;-0,312;5,903;-0,176;-28,432;-0,693;62,924;-0,327;-5,025;-1,1;-13,639;0,295;1,059;-1,543;260,653;-0,522;135,533;0,287;39,477;-0,099;67,129;0,289;21,296;-1,0265;3,189;-0,093;-4,874;-0,0815
