day;edam_ecne_eplu;edam_ecne_eplu_1d;edam_ecor_emcn;edam_ecor_emcn_1d;edam_emsg_eplu;edam_emsg_eplu_1d;edam_epdn_ecne;edam_epdn_ecne_1d;edam_epdn_emcn;edam_epdn_emcn_1d;eint_ecpn_emgl;eint_ecpn_emgl_1d;eint_esln_emgl;eint_esln_emgl_1d;eint_esln_espc;eint_esln_espc_1d;emeg_ecpn_emgl;emeg_ecpn_emgl_1d;emfn_ecor_ecri;emfn_ecor_ecri_1d;emfn_ecor_emcn;emfn_ecor_emcn_1d;emfn_emcn_epdn;emfn_emcn_epdn_1d;epdn_ecne_ecpn;epdn_ecne_ecpn_1d;epdn_eint_ecpn;epdn_eint_ecpn_1d;epdn_eint_espc;epdn_eint_espc_1d;epdn_emfn_espc;epdn_emfn_espc_1d;eplu_ecne_ecpn;eplu_ecne_ecpn_1d;eplu_emeg_ecpn;eplu_emeg_ecpn_1d;eplu_emeg_emal;eplu_emeg_emal_1d;eplu_emsg_emal;eplu_emsg_emal_1d
03/02/2021;75,355;0,17;-10,476;0,069;6,544;0,116;9,417625;-0,066625;-9,6935;-0,0385;46,474;-0,511;-5,45;0,001;3,746;0,444;-20,143;-0,095;64,714;0,244;-5,241;0,228;-8,388125;0,032125;24,06725;-0,06625;288,1445;0,0025;143,77775;0,03425;43,725875;0,047125;85,003;0,19;39,645;-0,055;9,337;0,037;-1,95;0,006
04/02/2021;75,775;0,42;-10,457;0,019;6,644;0,1;9,351;-0,066625;-9,732;-0,0385;46,209;-0,265;-5,395;0,055;3,882;0,136;-20,258;-0,115;64,834;0,12;-4,957;0,284;-8,356;0,032125;24,001;-0,06625;288,147;0,0025;143,812;0,03425;43,773;0,047125;85,385;0,382;39,58;-0,065;9,377;0,04;-1,959;-0,009
05/02/2021;76,221;0,446;-10,241;0,216;6,66;0,016;8,968;-0,383;-10,409;-0,677;46,07;-0,139;-5,375;0,02;3,916;0,034;-20,421;-0,163;64,389;-0,445;-4,34;0,617;-8,254;0,102;23,706;-0,295;288,455;0,308;144,186;0,374;44,219;0,446;85,877;0,492;39,522;-0,058;9,348;-0,029;-1,922;0,037
06/02/2021;76,306;0,085;-10,171;0,07;6,659;-0,001;8,701;-0,267;-10,211;0,198;45,838;-0,232;-5,322;0,053;4,034;0,118;-20,555;-0,134;64,58;0,191;-4,2;0,14;-7,826;0,428;23,357;-0,349;288,13;-0,325;144,318;0,132;44,595;0,376;85,83;-0,047;39,399;-0,123;9,36;0,012;-1,998;-0,076
07/02/2021;76,703;0,397;-10,529;-0,358;6,779;0,12;8,652;-0,049;-9,954;0,257;45,692;-0,146;-5,208;0,114;4,205;0,171;-20,663;-0,108;64,648;0,068;-4,482;-0,282;-7,503;0,323;23,37;0,013;288,301;0,171;144,646;0,328;44,81;0,215;86,232;0,402;39,317;-0,082;9,249;-0,111;-1,973;0,025
08/02/2021;76,564;-0,139;-10,88;-0,351;6,706;-0,073;9,055;0,403;-9,462;0,492;45,907;0,215;-5,181;0,027;4,042;-0,163;-20,556;0,107;65,2;0,552;-5,047;-0,565;-7,299;0,204;24,383;1,013;288,84;0,539;144,751;0,105;44,681;-0,129;86,355;0,123;39,545;0,228;9,297;0,048;-1,876;0,097
09/02/2021;75,718;-0,846;-10,697;0,183;6,727;0,021;9,7;0,645;-8,978;0,484;46,045;0,138;-5,127;0,054;4,283;0,241;-20,455;0,101;64,616;-0,584;-5,183;-0,136;-7,159;0,14;25,223;0,84;288,598;-0,242;144,867;0,116;44,4;-0,281;85,49;-0,865;39,668;0,123;9,499;0,202;-1,766;0,11
10/02/2021;76,223;0,505;-11,523;-0,826;6,979;0,252;10,51;0,81;-8,275;0,703;46,388;0,343;-4,746;0,381;4,65;0,367;-20,346;0,109;62,574;-2,042;-6,504;-1,321;-7,302;-0,143;25,546;0,323;289,118;0,52;145,441;0,574;44,061;-0,339;85,804;0,314;39,639;-0,029;9,66;0,161;-1,566;0,2
11/02/2021;76,216;-0,007;-11,219;0,304;6,843;-0,136;10,446;-0,064;-8,175;0,1;46,256;-0,132;-4,722;0,024;4,597;-0,053;-21,065;-0,719;62,221;-0,353;-6,419;0,085;-7,282;0,02;25,623;0,077;289,592;0,474;145,37;-0,071;44,135;0,074;85,992;0,188;39,613;-0,026;9,873;0,213;-1,942;-0,376
12/02/2021;76,656;0,44;-10,947;0,272;6,826;-0,017;10,146;-0,3;-8,618;-0,443;46,044;-0,212;-4,674;0,048;4,36;-0,237;-21,142;-0,077;62,535;0,314;-6,061;0,358;-7,35;-0,068;25,196;-0,427;289,79;0,198;144,991;-0,379;44,516;0,381;86,375;0,383;39,557;-0,056;9,747;-0,126;-2,008;-0,066
13/02/2021;76,725;0,069;-11,141;-0,194;6,705;-0,121;10,088;-0,058;-8,449;0,169;46,016;-0,028;-4,712;-0,038;4,209;-0,151;-21,057;0,085;63,415;0,88;-6,403;-0,342;-7,407;-0,057;25,52;0,324;289,793;0,003;144,857;-0,134;44,507;-0,009;86,584;0,209;39,64;0,083;9,814;0,067;-1,961;0,047
14/02/2021;77,048;0,323;-10,801;0,34;6,519;-0,186;9,968;-0,12;-8,173;0,276;46,031;0,015;-4,539;0,173;4,552;0,343;-21,051;0,006;63,816;0,401;-6,268;0,135;-7,38;0,027;25,629;0,109;290,137;0,344;144,873;0,016;44,555;0,048;87,009;0,425;39,64;0;9,676;-0,138;-2,054;-0,093
15/02/2021;76,636;-0,412;-10,645;0,156;6,423;-0,096;9,938;-0,03;-8,47;-0,297;46,14;0,109;-4,753;-0,214;4,275;-0,277;-21,075;-0,024;64,361;0,545;-6;0,268;-7,326;0,054;26,373;0,744;290,39;0,253;144,925;0,052;44,752;0,197;86,95;-0,059;39,786;0,146;9,378;-0,298;-2,144;-0,09
16/02/2021;76,996;0,36;-10,434;0,211;6,515;0,092;9,72;-0,218;-8,875;-0,405;45,64;-0,5;-4,818;-0,065;4,402;0,127;-21,017;0,058;64,697;0,336;-5,602;0,398;-7,3;0,026;26,092;-0,281;289,622;-0,768;144,963;0,038;44,645;-0,107;87,151;0,201;39,722;-0,064;9,214;-0,164;-2,093;0,051
17/02/2021;77,157;0,161;-10,234;0,2;6,53;0,015;9,269;-0,451;-9,208;-0,333;45,45333333;-0,186666667;-4,866333333;-0,048333333;4,167;-0,235;-21,07116667;-0,054166667;64,799;0,102;-5,478;0,124;-7,543;-0,243;24,905;-1,187;288,32;-1,302;144,4;-0,563;44,729;0,084;86,751;-0,4;39,109;-0,613;9,025;-0,189;-2,15;-0,057
18/02/2021;76,901;-0,256;-10,052;0,182;6,552;0,022;8,736;-0,533;-9,613;-0,405;45,26666667;-0,186666667;-4,914666667;-0,048333333;4,283;0,116;-21,12533333;-0,054166667;64,863;0,064;-5,282;0,196;-7,709;-0,166;23,189;-1,716;286,681;-1,639;143,933;-0,467;44,782;0,053;85,554;-1,197;38,072;-1,037;8,795;-0,23;-2,244;-0,094
19/02/2021;76,618;-0,283;-9,838;0,214;6,562;0,01;8,159;-0,577;-10,065;-0,452;45,08;-0,186666667;-4,963;-0,048333333;4,522;0,239;-21,1795;-0,054166667;64,848;-0,015;-5,112;0,17;-7,988;-0,279;21,495;-1,694;284,776;-1,905;143,993;0,06;44,61;-0,172;84,348;-1,206;36,982;-1,09;8,502;-0,293;-2,299;-0,055
20/02/2021;76,12;-0,498;-9,668;0,17;6,53;-0,032;7,595;-0,564;-10,345;-0,28;44,89333333;-0,186666667;-5,011333333;-0,048333333;4,609;0,087;-21,23366667;-0,054166667;64,823;-0,025;-5,024;0,088;-8,215;-0,227;19,955;-1,54;283,464;-1,312;143,703;-0,29;44,657;0,047;83,081;-1,267;36,005;-0,977;8,257;-0,245;-2,38;-0,081
21/02/2021;75,639;-0,481;-9,527;0,141;6,466;-0,064;7,031;-0,564;-10,698;-0,353;44,70666667;-0,186666667;-5,059666667;-0,048333333;4,882;0,273;-21,28783333;-0,054166667;64,759;-0,064;-4,98;0,044;-8,501;-0,286;18,28;-1,675;282,241;-1,223;143,217;-0,486;44,412;-0,245;81,653;-1,428;34,876;-1,129;7,96;-0,297;-2,53;-0,15
22/02/2021;75,343;-0,296;-9,382;0,145;6,399;-0,067;6,609;-0,422;-10,869;-0,171;44,52;-0,186666667;-5,108;-0,048333333;5,03;0,148;-21,342;-0,054166667;64,707;-0,052;-4,931;0,049;-8,661;-0,16;16,837;-1,443;280,781;-1,46;142,824;-0,393;44,234;-0,178;80,472;-1,181;33,869;-1,007;7,594;-0,366;-2,592;-0,062
23/02/2021;74,885;-0,458;-9,229;0,153;6,38;-0,019;6,132;-0,477;-11,117;-0,248;43,195;-1,325;-5,43;-0,322;5,162;0,132;-21,933;-0,591;64,59;-0,117;-4,92;0,011;-8,914;-0,253;15,206;-1,631;278,927;-1,854;142,237;-0,587;43,995;-0,239;78,986;-1,486;32,615;-1,254;7,238;-0,356;-2,623;-0,031
24/02/2021;74,428;-0,457;-9,143;0,086;6,321;-0,059;5,696;-0,436;-11,375;-0,258;42,024;-1,171;-5,745;-0,315;5,222;0,06;-22,406;-0,473;64,471;-0,119;-4,944;-0,024;-9,167;-0,253;14,002;-1,204;277,462;-1,465;141,719;-0,518;43,79;-0,205;77,808;-1,178;31,707;-0,908;6,983;-0,255;-2,631;-0,008
25/02/2021;74,33;-0,098;-9,065;0,078;6,306;-0,015;5,242;-0,454;-11,672;-0,297;40,938;-1,086;-6,111;-0,366;5,3;0,078;-22,955;-0,549;64,323;-0,148;-4,986;-0,042;-9,456;-0,289;12,672;-1,33;276,095;-1,367;141,211;-0,508;43,495;-0,295;76,88;-0,928;30,532;-1,175;6,568;-0,415;-2,749;-0,118
26/02/2021;76,778;2,448;-7,98;1,085;7,17;0,864;3,061;-2,181;-11,537;0,135;41,396;0,458;-3,907;2,204;8,25;2,95;-22,093;0,862;65,059;0,736;-4,165;0,821;-9,674;-0,218;11,425;-1,247;274,248;-1,847;140,398;-0,813;43,29;-0,205;77,298;0,418;28,167;-2,365;6,249;-0,319;-2,814;-0,065
27/02/2021;76,736;-0,042;-8,035;-0,055;7,056;-0,114;3,184;0,123;-11,659;-0,122;40,506;-0,89;-4,445;-0,538;7,928;-0,322;-22,498;-0,405;64,844;-0,215;-4,311;-0,146;-9,835;-0,161;11,081;-0,344;273,621;-0,627;140,273;-0,125;43,128;-0,162;77,192;-0,106;27,983;-0,184;6,022;-0,227;-2,877;-0,063
28/02/2021;76,424;-0,312;-8,114;-0,079;6,91;-0,146;3,361;0,177;-11,956;-0,297;39,656;-0,85;-5,008;-0,563;7,531;-0,397;-23,017;-0,519;64,576;-0,268;-4,483;-0,172;-10,117;-0,282;10,464;-0,617;273,067;-0,554;140,111;-0,162;42,998;-0,13;76,634;-0,558;27,551;-0,432;5,82;-0,202;-2,974;-0,097
01/03/2021;76,349;-0,075;-8,233;-0,119;6,75;-0,16;3,414;0,053;-12,119;-0,163;38,891;-0,765;-5,634;-0,626;7,205;-0,326;-23,558;-0,541;64,308;-0,268;-4,564;-0,081;-10,18;-0,063;9,851;-0,613;272,465;-0,602;140,164;0,053;42,852;-0,146;76,321;-0,313;27,167;-0,384;5,508;-0,312;-3,006;-0,032
02/03/2021;76,104;-0,245;-8,321;-0,088;6,646;-0,104;3,405;-0,009;-12,298;-0,179;38,306;-0,585;-6,103;-0,469;6,838;-0,367;-23,957;-0,399;64,198;-0,11;-4,72;-0,156;-10,373;-0,193;9,385;-0,466;271,962;-0,503;139,789;-0,375;42,684;-0,168;75,803;-0,518;26,656;-0,511;5,296;-0,212;-3,209;-0,203
03/03/2021;75,791;-0,313;-8,446;-0,125;6,494;-0,152;3,433;0,028;-12,509;-0,211;37,567;-0,739;-6,581;-0,478;6,529;-0,309;-24,353;-0,396;64,059;-0,139;-4,899;-0,179;-10,577;-0,204;8,809;-0,576;271,194;-0,768;139,565;-0,224;42,489;-0,195;75,221;-0,582;26,166;-0,49;5,052;-0,244;-3,33;-0,121
04/03/2021;75,378;-0,413;-8,429;0,017;6,308;-0,186;3,411;-0,022;-12,904;-0,395;36,753;-0,814;-7,024;-0,443;6,286;-0,243;-24,786;-0,433;63,732;-0,327;-4,936;-0,037;-10,834;-0,257;8,308;-0,501;270,313;-0,881;139,276;-0,289;42,339;-0,15;74,627;-0,594;25,772;-0,394;4,815;-0,237;-3,486;-0,156
05/03/2021;74,816;-0,562;-8,182;0,247;5,867;-0,441;3,111;-0,3;-13,659;-0,755;36,242;-0,511;-7,405;-0,381;6,047;-0,239;-25,142;-0,356;63,621;-0,111;-4,638;0,298;-11,298;-0,464;7,883;-0,425;269,801;-0,512;138,974;-0,302;42,019;-0,32;74,186;-0,441;25,733;-0,039;4,827;0,012;-3,606;-0,12
06/03/2021;74,913;0,097;-8,302;-0,12;5,717;-0,15;3,494;0,383;-13,569;0,09;36,033;-0,209;-7,661;-0,256;5,894;-0,153;-25,317;-0,175;63,474;-0,147;-4,877;-0,239;-11,34;-0,042;7,753;-0,13;269,417;-0,384;138,812;-0,162;41,758;-0,261;74,155;-0,031;25,467;-0,266;4,645;-0,182;-3,791;-0,185
07/03/2021;74,71;-0,203;-8,387;-0,085;5,629;-0,088;3,187;-0,307;-13,591;-0,022;35,41;-0,623;-8,038;-0,377;5,767;-0,127;-25,641;-0,324;63,399;-0,075;-4,984;-0,107;-11,389;-0,049;6,908;-0,845;268,561;-0,856;138,549;-0,263;41,529;-0,229;73,614;-0,541;25,023;-0,444;4,541;-0,104;-3,852;-0,061
08/03/2021;74,553;-0,157;-8,472;-0,085;5,573;-0,056;3,242;0,055;-13,613;-0,022;34,968;-0,442;-8,308;-0,27;5,607;-0,16;-25,863;-0,222;63,275;-0,124;-5,091;-0,107;-11,438;-0,049;6,703;-0,205;268,099;-0,462;138,402;-0,147;41,378;-0,151;73,331;-0,283;24,781;-0,242;4,461;-0,08;-3,918;-0,066
09/03/2021;74,262;-0,291;-8,558;-0,086;5,512;-0,061;3,321;0,079;-13,665;-0,052;34,714;-0,254;-8,444;-0,136;5,528;-0,079;-25,991;-0,128;63,553;0,278;-5,238;-0,147;-11,565;-0,127;6,934;0,231;268,023;-0,076;138,289;-0,113;41,323;-0,055;73,122;-0,209;24,716;-0,065;4,421;-0,04;-3,954;-0,036
10/03/2021;73,122;-1,14;-8,566555556;-0,008555556;5,397;-0,115;3,71;0,389;-13,67033333;-0,005333333;34,3;-0,414;-8,671;-0,227;5,402;-0,126;-26,173;-0,182;63,628;0,075;-5,286777778;-0,048777778;-11,62277778;-0,057777778;7,044;0,11;267,008;-1,015;137,621;-0,668;40,766;-0,557;71,617;-1,505;24,344;-0,372;4,307;-0,114;-3,844;0,11
11/03/2021;72,859;-0,263;-8,575111111;-0,008555556;5,375;-0,022;3,461;-0,249;-13,67566667;-0,005333333;33,702;-0,598;-8,822;-0,151;5,579;0,177;-26,389;-0,216;63,366;-0,262;-5,335555556;-0,048777778;-11,68055556;-0,057777778;6,901;-0,143;266,148;-0,86;137,374;-0,247;40,576;-0,19;71,225;-0,392;24,082;-0,262;4,052;-0,255;-3,89;-0,046
12/03/2021;72,66;-0,199;-8,583666667;-0,008555556;5,337;-0,038;2,925;-0,536;-13,681;-0,005333333;33,212;-0,49;-9,076;-0,254;5,569;-0,01;-26,618;-0,229;63,337;-0,029;-5,384333333;-0,048777778;-11,73833333;-0,057777778;6,135;-0,766;265,339;-0,809;137,213;-0,161;40,464;-0,112;70,826;-0,399;23,755;-0,327;3,967;-0,085;-3,846;0,044
13/03/2021;72,649;-0,011;-8,592222222;-0,008555556;5,303;-0,034;2,814;-0,111;-13,68633333;-0,005333333;32,81;-0,402;-9,191;-0,115;5,563;-0,006;-26,794;-0,176;63,132;-0,205;-5,433111111;-0,048777778;-11,79611111;-0,057777778;5,697;-0,438;264,966;-0,373;137,083;-0,13;40,342;-0,122;70,65;-0,176;23,479;-0,276;3,878;-0,089;-3,819;0,027
14/03/2021;72,656;0,007;-8,600777778;-0,008555556;5,215;-0,088;2,873;0,059;-13,69166667;-0,005333333;32,658;-0,152;-9,288;-0,097;5,469;-0,094;-26,875;-0,081;62,7;-0,432;-5,481888889;-0,048777778;-11,85388889;-0,057777778;5,624;-0,073;264,948;-0,018;137,045;-0,038;40,119;-0,223;70,576;-0,074;23,34;-0,139;3,873;-0,005;-3,832;-0,013
15/03/2021;71,162;-1,494;-8,609333333;-0,008555556;4,858;-0,357;3,046;0,173;-13,697;-0,005333333;32,495;-0,163;-9,575;-0,287;5,515;0,046;-27,061;-0,186;62,309;-0,391;-5,530666667;-0,048777778;-11,91166667;-0,057777778;5,909;0,285;264,453;-0,495;136,884;-0,161;39,859;-0,26;69,252;-1,324;23,225;-0,115;3,671;-0,202;-4,148;-0,316
16/03/2021;69,682;-1,48;-8,617888889;-0,008555556;4,806;-0,052;3,173;0,127;-13,70233333;-0,005333333;32,517;0,022;-9,548;0,027;5,514;-0,001;-27,156;-0,095;61,996;-0,313;-5,579444444;-0,048777778;-11,96944444;-0,057777778;5,89;-0,019;264,031;-0,422;136,344;-0,54;39,708;-0,151;67,64;-1,612;23,279;0,054;3,956;0,285;-3,847;0,301
17/03/2021;68,574;-1,108;-8,626444444;-0,008555556;4,704666667;-0,101333333;3,168;-0,005;-13,70766667;-0,005333333;32,367;-0,15;-9,651;-0,103;5,148;-0,366;-27,272;-0,116;61,805;-0,191;-5,628222222;-0,048777778;-12,02722222;-0,057777778;5,716;-0,174;263,331;-0,7;135,334;-1,01;39,691;-0,017;65,842;-1,798;22,278;-1,001;3,993;0,037;-3,938666667;-0,091666667
18/03/2021;68,353;-0,221;-8,635;-0,008555556;4,603333333;-0,101333333;3,3;0,132;-13,713;-0,005333333;32,649;0,282;-9,517;0,134;5,261;0,113;-27,244;0,028;61,574;-0,231;-5,677;-0,048777778;-12,085;-0,057777778;5,659;-0,057;262,869;-0,462;135,027;-0,307;39,328;-0,363;65,086;-0,756;21,374;-0,904;3,886;-0,107;-4,030333333;-0,091666667
19/03/2021;67,926;-0,427;-8,363;0,272;4,502;-0,101333333;2,973;-0,327;-14,525;-0,812;32,81;0,161;-9,483;0,034;5,387;0,126;-27,119;0,125;61,803;0,229;-5,558;0,119;-12,803;-0,718;5,279;-0,38;262,147;-0,722;134,515;-0,512;39,223;-0,105;64,769;-0,317;21,2;-0,174;3,677;-0,209;-4,122;-0,091666667
20/03/2021;67,037;-0,889;-8,436;-0,073;4,106;-0,396;2,781;-0,192;-14,491;0,034;32,674;-0,136;-9,585;-0,102;5,541;0,154;-27,038;0,081;61,598;-0,205;-6,049;-0,491;-13,24;-0,437;5,262;-0,017;261,509;-0,638;134,271;-0,244;39,267;0,044;64,546;-0,223;21,918;0,718;3,684;0,007;-4,267;-0,145
21/03/2021;66,993;-0,044;-8,222;0,214;4,104;-0,002;3,065;0,284;-14,975;-0,484;32,521;-0,153;-9,954;-0,369;5,566;0,025;-26,836;0,202;61,597;-0,001;-6,137;-0,088;-13,474;-0,234;5,578;0,316;261,175;-0,334;134,577;0,306;39,257;-0,01;64,7165;0,1705;22,287;0,369;3,808;0,124;-4,258;0,009
22/03/2021;66,949;-0,044;-8,234;-0,012;4,102;-0,002;2,882;-0,183;-14,735;0,24;32,459;-0,062;-10,207;-0,253;5,63;0,064;-26,787;0,049;61,712;0,115;-6,22;-0,083;-13,275;0,199;5,493;-0,085;260,937;-0,238;134,813;0,236;39,331;0,074;64,887;0,1705;22,656;0,369;3,932;0,124;-4,249;0,009
23/03/2021;98,954;32,005;0,73;8,964;4,088;-0,014;-32,395;-35,277;-14,828;-0,093;32,3696;-0,0894;-10,099;0,108;5,797;0,167;-26,845;-0,058;65,311;3,599;1,838;8,058;-13,484;-0,209;5,28;-0,213;260,9122;-0,0248;134,729;-0,084;39,523;0,192;65,1636;0,2766;22,6322;-0,0238;3,747;-0,185;-4,361;-0,112
24/03/2021;94,769;-4,185;-0,598;-1,328;3,817;-0,271;-28,551;3,844;-14,992;-0,164;32,2802;-0,0894;-10,139;-0,04;5,936;0,139;-26,903;-0,058;65,007;-0,304;0,776;-1,062;-13,412;0,072;5,067;-0,213;260,8874;-0,0248;134,375;-0,354;39,405;-0,118;65,4402;0,2766;22,6084;-0,0238;3,457;-0,29;-4,502;-0,141
25/03/2021;91,437;-3,332;-1,756;-1,158;3,72;-0,097;-24,879;3,672;-14,769;0,223;32,1908;-0,0894;-10,211;-0,072;6,636;0,7;-26,961;-0,058;64,602;-0,405;-0,247;-1,023;-13,218;0,194;4,854;-0,213;260,8626;-0,0248;134,745;0,37;39,419;0,014;65,7168;0,2766;22,5846;-0,0238;3,293;-0,164;-4,646;-0,144
26/03/2021;88,032;-3,405;-2,826;-1,07;3,701;-0,019;-21,162;3,717;-14,984;-0,215;32,1014;-0,0894;-10,412;-0,201;6,418;-0,218;-27,019;-0,058;64,258;-0,344;-1,166;-0,919;-13,346;-0,128;4,641;-0,213;260,8378;-0,0248;134,774;0,029;39,416;-0,003;65,9934;0,2766;22,5608;-0,0238;3,309;0,016;-4,656;-0,01
27/03/2021;86,027;-2,005;-3,625;-0,799;3,785;0,084;-17,755;3,407;-15,417;-0,433;32,012;-0,0894;-10,431;-0,019;6,176;-0,242;-27,077;-0,058;63,95;-0,308;-1,861;-0,695;-13,624;-0,278;4,428;-0,213;260,813;-0,0248;134,758;-0,016;39,528;0,112;66,27;0,2766;22,537;-0,0238;3,213;-0,096;-4,794;-0,138
28/03/2021;85,50075;-0,52625;-4,47;-0,845;3,83925;0,05425;-14,609;3,146;-15,82;-0,403;31,721;-0,291;-10,456;-0,025;6,009;-0,167;-27,336;-0,259;63,653;-0,297;-2,62;-0,759;-13,93;-0,306;3,573;-0,855;260,957;0,144;134,761;0,003;39,483;-0,045;66,46;0,19;22,4655;-0,0715;3,236;0,023;-4,7935;0,0005
29/03/2021;84,9745;-0,52625;-5,291;-0,821;3,8935;0,05425;-11,681;2,928;-15,941;-0,121;31,403;-0,318;-10,445;0,011;6,072;0,063;-27,589;-0,253;63,409;-0,244;-3,327;-0,707;-14,029;-0,099;2,905;-0,668;260,984;0,027;134,994;0,233;39,511;0,028;66,65;0,19;22,394;-0,0715;3,259;0,023;-4,793;0,0005
30/03/2021;84,44825;-0,52625;-6,123;-0,832;3,94775;0,05425;-9,025;2,656;-15,976;-0,035;31,131;-0,272;-10,322;0,123;6,079;0,007;-27,739;-0,15;63,251;-0,158;-3,925;-0,598;-13,934;0,095;2,602;-0,303;261,175;0,191;135,246;0,252;39,576;0,065;66,84;0,19;22,3225;-0,0715;3,282;0,023;-4,7925;0,0005
31/03/2021;83,922;-0,52625;-6,808;-0,685;4,002;0,05425;-6,552;2,473;-15,778;0,198;30,823;-0,308;-10,188;0,134;6,001;-0,078;-28,02;-0,281;63,072;-0,179;-4,478;-0,553;-13,736;0,198;2,274;-0,328;261,142;-0,033;135,344;0,098;39,609;0,033;67,03;0,19;22,251;-0,0715;3,305;0,023;-4,792;0,0005
01/04/2021;82,023;-1,899;-7,441;-0,633;4,125;0,123;-4,789;1,763;-15,698;0,08;30,626;-0,197;-10,634;-0,446;5,903;-0,098;-28,432;-0,412;62,924;-0,148;-5,025;-0,547;-13,639;0,097;1,059;-1,215;260,653;-0,489;135,533;0,189;39,477;-0,132;67,129;0,099;21,296;-0,955;3,189;-0,116;-4,874;-0,082
02/04/2021;80,083;-1,94;-7,856;-0,415;4,153;0,028;-3,461;1,328;-16,035;-0,337;30,263;-0,363;-10,749;-0,115;5,738;-0,165;-28,58;-0,148;62,55;-0,374;-5,384;-0,359;-13,841;-0,202;0,303;-0,756;260,121;-0,532;135,451;-0,082;39,539;0,062;67,48;0,351;20,869;-0,427;2,969;-0,22;-4,924;-0,05
03/04/2021;78,629;-1,454;-8,427;-0,571;4,264;0,111;-1,891;1,57;-16,037;-0,002;30,177;-0,086;-10,727;0,022;5,619;-0,119;-28,631;-0,051;62,057;-0,493;-6,164;-0,78;-14,207;-0,366;0,318;0,015;260,288;0,167;135,491;0,04;39,328;-0,211;68,228;0,748;20,659;-0,21;2,851;-0,118;-4,988;-0,064
04/04/2021;77,637;-0,992;-8,793;-0,366;4,365;0,101;-0,414;1,477;-15,82;0,217;30,14;-0,037;-10,724;0,003;5,516;-0,103;-28,644;-0,013;62,109;0,052;-6,773;-0,609;-14,459;-0,252;0,6;0,282;260,695;0,407;135,684;0,193;39,105;-0,223;69,214;0,986;20,733;0,074;2,914;0,063;-4,906;0,082
05/04/2021;76,511;-1,126;-9,055;-0,262;4,381;0,016;0,184;0,598;-15,683;0,137;30,043;-0,097;-10,73;-0,006;5,125;-0,391;-28,667;-0,023;62,233;0,124;-6,918;-0,145;-14,311;0,148;0,203;-0,397;260,614;-0,081;135,321;-0,363;39,152;0,047;69,686;0,472;20,665;-0,068;2,887;-0,027;-4,984;-0,078
06/04/2021;75,77;-0,741;-9,102;-0,047;4,391;0,01;0,935;0,751;-15,54;0,143;29,979;-0,064;-10,619;0,111;4,929;-0,196;-28,634;0,033;61,836;-0,397;-7,105;-0,187;-14,295;0,016;0,268;0,065;260,734;0,12;135,247;-0,074;39,277;0,125;70,331;0,645;20,687;0,022;2,91;0,023;-5,023;-0,039
07/04/2021;74,574;-1,196;-9,383;-0,281;4,595;0,204;2,077;1,142;-14,777;0,763;30,183;0,204;-10,635;-0,016;4,999;0,07;-28,556;0,078;60,129;-1,707;-7,922;-0,817;-14,611;-0,316;1,217;0,949;261,347;0,613;135,884;0,637;38,38;-0,897;70,407;0,076;20,94;0,253;3,05;0,14;-4,753;0,27
08/04/2021;73,573;-1,001;-9,291;0,092;4,592;-0,003;2,458;0,381;-14,811;-0,034;30,221;0,038;-10,497;0,138;4,879;-0,12;-28,528;0,028;60,222;0,093;-7,815;0,107;-14,567;0,044;1,348;0,131;261,425;0,078;135,665;-0,219;38,537;0,157;70,326;-0,081;21,018;0,078;3,112;0,062;-4,684;0,069
09/04/2021;72,786;-0,787;-9,26;0,031;4,587;-0,005;2,585;0,127;-14,806;0,005;30,31;0,089;-10,5;-0,003;4,869;-0,01;-28,46;0,068;60,524;0,302;-7,604;0,211;-14,314;0,253;1,217;-0,131;261,536;0,111;135,704;0,039;38,769;0,232;70,196;-0,13;21,071;0,053;3,146;0,034;-4,65;0,034
10/04/2021;72,215;-0,571;-9,288;-0,028;4,608;0,021;2,635;0,05;-14,89;-0,084;30,425;0,115;-10,5;0;4,959;0,09;-28,38;0,08;60,773;0,249;-7,442;0,162;-14,154;0,16;1,349;0,132;261,667;0,131;135,923;0,219;38,964;0,195;70,194;-0,002;21,123;0,052;3,18;0,034;-4,671;-0,021
11/04/2021;71,738;-0,477;-9,196;0,092;4,668;0,06;2,654;0,019;-14,886;0,004;30,629;0,204;-10,43;0,07;4,958;-0,001;-28,222;0,158;60,937;0,164;-7,285;0,157;-14,076;0,078;1,412;0,063;261,795;0,128;136,038;0,115;39,136;0,172;70,107;-0,087;21,169;0,046;3,152;-0,028;-4,698;-0,027
12/04/2021;71,503;-0,235;-8,941;0,255;4,502;-0,166;2,085;-0,569;-15,257;-0,371;30,843;0,214;-10,271;0,159;4,947;-0,011;-28,114;0,108;61,448;0,511;-6,805;0,48;-14,036;0,04;1,454;0,042;261,963;0,168;135,933;-0,105;39,365;0,229;70,417;0,31;21,395;0,226;3,143;-0,009;-4,672;0,026
13/04/2021;71,322;-0,181;-9,06;-0,119;4,421;-0,081;2,173;0,088;-14,927;0,33;31,048;0,205;-10,158;0,113;5,004;0,057;-27,975;0,139;61,978;0,53;-6,88;-0,075;-13,906;0,13;1,806;0,352;262,331;0,368;136,278;0,345;39,242;-0,123;70,521;0,104;21,603;0,208;3,251;0,108;-4,618;0,054
