day;edam_ecne_eplu;edam_ecne_eplu_1d;edam_ecor_emcn;edam_ecor_emcn_1d;edam_emsg_eplu;edam_emsg_eplu_1d;edam_epdn_ecne;edam_epdn_ecne_1d;edam_epdn_emcn;edam_epdn_emcn_1d;eint_ecpn_emgl;eint_ecpn_emgl_1d;eint_esln_emgl;eint_esln_emgl_1d;eint_esln_espc;eint_esln_espc_1d;emeg_ecpn_emgl;emeg_ecpn_emgl_1d;emfn_ecor_ecri;emfn_ecor_ecri_1d;emfn_ecor_emcn;emfn_ecor_emcn_1d;emfn_emcn_epdn;emfn_emcn_epdn_1d;epdn_ecne_ecpn;epdn_ecne_ecpn_1d;epdn_eint_ecpn;epdn_eint_ecpn_1d;epdn_eint_espc;epdn_eint_espc_1d;epdn_emfn_espc;epdn_emfn_espc_1d;eplu_ecne_ecpn;eplu_ecne_ecpn_1d;eplu_emeg_ecpn;eplu_emeg_ecpn_1d;eplu_emeg_emal;eplu_emeg_emal_1d;eplu_emsg_emal;eplu_emsg_emal_1d
20/12/2019;69,28;-0,2955;-8,96;-0,0645;1,738;0,0105;4,587;-0,1475;-23,505;-0,0875;42,108;1,131;-13,439;-0,185;-0,515;-0,282;-29,14;-0,098;41,62;-0,042;-4,662;0,169;-16,554;0,1915;18,822;0,556;284,692;1,471;139,09;-0,044;40,913;0,12;78,032;-1,039;29,587;-0,797;1,071;0,062;-7,173;0
21/12/2019;69,128;-0,152;-10,114;-1,154;1,879;0,141;5,036;0,449;-23,837;-0,332;42,405;0,297;-13,155;0,284;-0,116;0,399;-29,552;-0,412;41,813;0,193;-5,92;-1,258;-17,205;-0,651;19,934;1,112;286,8;2,108;139,482;0,392;40,05;-0,863;77,648;-0,384;29,22;-0,367;1,328;0,257;-6,997;0,176
22/12/2019;67,644;-1,484;-10,206;-0,092;2,112;0,233;5,972;0,936;-23,061;0,776;44,718;2,313;-13,436;-0,281;-0,139;-0,023;-29,469;0,083;42,172;0,359;-5,607;0,313;-16,125;1,08;17,65;-2,284;288,003;1,203;139,893;0,411;40,24;0,19;73,69;-3,958;27,491;-1,729;1,731;0,403;-6,606;0,391
23/12/2019;67,14266667;-0,501333333;-10,03;0,176;2,121333333;0,009333333;6,475;0,503;-23,489;-0,428;45,1795;0,4615;-13,4605;-0,0245;-0,3495;-0,2105;-29,294;0,175;42,459;0,287;-5,606;0,001;-16,4;-0,275;16,039;-1,611;288,578;0,575;139,566;-0,327;40,064;-0,176;72,60233333;-1,087666667;27,008;-0,483;1,744;0,013;-6,526333333;0,079666667
24/12/2019;66,64133333;-0,501333333;-10,238;-0,208;2,130666667;0,009333333;6,807;0,332;-24,014;-0,525;45,641;0,4615;-13,485;-0,0245;-0,56;-0,2105;-29,214;0,08;42,654;0,195;-5,538;0,068;-16,642;-0,242;14,364;-1,675;289,153;0,575;139,239;-0,327;40,041;-0,023;71,51466667;-1,087666667;26,525;-0,483;1,757;0,013;-6,446666667;0,079666667
25/12/2019;66,14;-0,501333333;-10,452;-0,214;2,14;0,009333333;6,760666667;-0,046333333;-23,91166667;0,102333333;46,916;1,275;-13,425;0,06;-0,554;0,006;-29,571;-0,357;42,801;0,147;-5,451;0,087;-16,491;0,151;14,64433333;0,280333333;288,4376667;-0,715333333;139,1183333;-0,120666667;40,05366667;0,012666667;70,427;-1,087666667;26,042;-0,483;1,77;0,013;-6,367;0,079666667
26/12/2019;65,391;-0,749;-10,348;0,104;2,301;0,161;6,714333333;-0,046333333;-23,80933333;0,102333333;46,769;-0,147;-13,151;0,274;-0,523;0,031;-29,306;0,265;43,278;0,477;-5,144;0,307;-16,34;0,151;14,92466667;0,280333333;287,7223333;-0,715333333;138,9976667;-0,120666667;40,06633333;0,012666667;69,227;-1,2;26,074;0,032;2,036;0,266;-6,224;0,143
27/12/2019;65,269;-0,122;-10,264;0,084;2,375;0,074;6,668;-0,046333333;-23,707;0,102333333;45,51;-1,259;-12,864;0,287;-0,303;0,22;-28,977;0,329;43,632;0,354;-4,966;0,178;-16,189;0,151;15,205;0,280333333;287,007;-0,715333333;138,877;-0,120666667;40,079;0,012666667;69,834;0,607;27,218;1,144;2,168;0,132;-6,097;0,127
28/12/2019;64,89;-0,379;-10,275;-0,011;2,205;-0,17;6,678;0,01;-23,373;0,334;44,334;-1,176;-12,744;0,12;-0,409;-0,106;-28,723;0,254;43,862;0,23;-4,907;0,059;-15,822;0,367;16,591;1,386;285,229;-1,778;138,564;-0,313;40,149;0,07;70,598;0,764;28,614;1,396;2,172;0,004;-6,132;-0,035
29/12/2019;64,655;-0,235;-10,275;0;1,974;-0,231;6,483;-0,195;-23,295;0,078;43,092;-1,242;-13,114;-0,37;-0,619;-0,21;-28,392;0,331;44,103;0,241;-4,915;-0,008;-15,784;0,038;17,374;0,783;283,43;-1,799;138,661;0,097;40,085;-0,064;71,414;0,816;30,021;1,407;2,202;0,03;-6,316;-0,184
30/12/2019;64,641;-0,014;-10,268;0,007;2,149;0,175;6,353;-0,13;-23,312;-0,017;42,206;-0,886;-12,892;0,222;-0,417;0,202;-28,215;0,177;44,47;0,367;-4,803;0,112;-15,693;0,091;17,99;0,616;281,998;-1,432;138,89;0,229;40,215;0,13;71,855;0,441;30,762;0,741;2,535;0,333;-6,327;-0,011
31/12/2019;64,675;0,034;-10,166;0,102;2,181;0,032;6,2315;-0,1215;-23,2515;0,0605;41,323;-0,883;-12,926;-0,034;-0,44;-0,023;-27,954;0,261;44,715;0,245;-4,601;0,202;-15,5865;0,1065;18,1675;0,1775;281,4235;-0,5745;138,95;0,06;40,242;0,027;72,441;0,586;31,527;0,765;2,594;0,059;-6,649;-0,322
01/01/2020;65,234;0,559;-10,13;0,036;2,243;0,062;6,11;-0,1215;-23,191;0,0605;40,592;-0,731;-12,844;0,082;-0,545;-0,105;-27,716;0,238;45,093;0,378;-4,427;0,174;-15,48;0,1065;18,345;0,1775;280,849;-0,5745;139,01;0,06;40,269;0,027;73,39;0,949;31,874;0,347;2,333;-0,261;-6,704;-0,055
02/01/2020;65,8;0,566;-9,962;0,168;2,333;0,09;5,864;-0,246;-22,953;0,238;39,716;-0,876;-13,022;-0,178;-0,582;-0,037;-27,753;-0,037;45,257;0,164;-4,258;0,169;-15,207;0,273;19,055;0,71;279,872;-0,977;139,096;0,086;40,323;0,054;74,355;0,965;32,056;0,182;1,959;-0,374;-6,738;-0,034
03/01/2020;66,277;0,477;-9,931;0,031;2,427;0,094;5,545;-0,319;-22,766;0,187;39,272;-0,444;-12,958;0,064;-0,412;0,17;-27,792;-0,039;45,384;0,127;-4,168;0,09;-14,956;0,251;19,853;0,798;279,225;-0,647;139,118;0,022;40,411;0,088;75,131;0,776;31,996;-0,06;1,644;-0,315;-6,775;-0,037
04/01/2020;66,681;0,404;-9,839;0,092;2,412;-0,015;5,45;-0,095;-22,774;-0,008;39,099;-0,173;-12,789;0,169;-0,337;0,075;-27,847;-0,055;45,502;0,118;-4,113;0,055;-14,981;-0,025;20,378;0,525;279,095;-0,13;139,062;-0,056;40,533;0,122;75,726;0,595;31,951;-0,045;1,555;-0,089;-6,77;0,005
05/01/2020;66,985;0,304;-9,654;0,185;2,335;-0,077;5,719;0,269;-22,533;0,241;39,096;-0,003;-12,877;-0,088;-0,973;-0,636;-28,069;-0,222;45,293;-0,209;-4,18;-0,067;-15,021;-0,04;20,418;0,04;279,273;0,178;138,339;-0,723;40,516;-0,017;76,013;0,287;31,857;-0,094;1,358;-0,197;-6,86;-0,09
06/01/2020;67,407;0,422;-9,615;0,039;2,318;-0,017;5,889;0,17;-22,605;-0,072;39,081;-0,015;-13,223;-0,346;-1,282;-0,309;-28,092;-0,023;45,282;-0,011;-4,101;0,079;-15,006;0,015;20,254;-0,164;279,403;0,13;138,663;0,324;40,732;0,216;76,435;0,422;31,815;-0,042;1,179;-0,179;-6,81;0,05
07/01/2020;68,032;0,625;-9,72;-0,105;2,32;0,002;5,746;-0,143;-22,725;-0,12;38,835;-0,246;-13,28;-0,057;-1,003;0,279;-28,106;-0,014;45,416;0,134;-4,013;0,088;-14,988;0,018;20,554;0,3;279,472;0,069;139,083;0,42;40,823;0,091;77,16;0,725;31,811;-0,004;1,001;-0,178;-6,878;-0,068
08/01/2020;68,515;0,483;-9,724;-0,004;2,328;0,008;5,668;-0,078;-22,767;-0,042;38,986;0,151;-13,08;0,2;-0,694;0,309;-28,139;-0,033;45,502;0,086;-3,984;0,029;-15,032;-0,044;20,525;-0,029;279,734;0,262;139,36;0,277;40,941;0,118;77,508;0,348;31,627;-0,184;0,991;-0,01;-6,838;0,04
09/01/2020;68,913;0,398;-9,67;0,054;2,362;0,034;5,551;-0,117;-22,857;-0,09;39,138;0,152;-12,801;0,279;-0,4;0,294;-28,12;0,019;45,541;0,039;-3,966;0,018;-15,15;-0,118;20,516;-0,009;280,068;0,334;139,546;0,186;41,043;0,102;77,798;0,29;31,503;-0,124;0,99;-0,001;-6,791;0,047
10/01/2020;69,391;0,478;-9,678;-0,008;2,409;0,047;5,382;-0,169;-22,918;-0,061;39,244;0,106;-12,635;0,166;-0,14;0,26;-28,108;0,012;45,496;-0,045;-3,961;0,005;-15,206;-0,056;20,357;-0,159;280,285;0,217;139,791;0,245;41,147;0,104;78,159;0,361;31,35;-0,153;0,967;-0,023;-6,721;0,07
11/01/2020;69,618;0,227;-9,662;0,016;2,435;0,026;5,39;0,008;-22,951;-0,033;39,287;0,043;-12,556;0,079;-0,007;0,133;-28,182;-0,074;45,544;0,048;-3,942;0,019;-15,26;-0,054;20,285;-0,072;280,419;0,134;140,019;0,228;41,257;0,11;78,297;0,138;31,193;-0,157;0,992;0,025;-6,761;-0,04
12/01/2020;69,825;0,207;-9,608;0,054;2,437;0,002;5,385;-0,005;-22,946;0,005;39,393;0,106;-12,391;0,165;0,239;0,246;-28,248;-0,066;45,518;-0,026;-3,936;0,006;-15,329;-0,069;20,185;-0,1;280,637;0,218;140,21;0,191;41,324;0,067;78,385;0,088;31,094;-0,099;1,097;0,105;-6,726;0,035
13/01/2020;70,057;0,232;-9,616;-0,008;2,431;-0,006;5,356;-0,029;-22,75;0,196;39,483;0,09;-12,319;0,072;0,382;0,143;-28,295;-0,047;45,609;0,091;-3,991;-0,055;-15,285;0,044;20,116;-0,069;280,832;0,195;140,38;0,17;41,387;0,063;78,544;0,159;31,044;-0,05;1,199;0,102;-6,733;-0,007
14/01/2020;70,228;0,171;-9,637;-0,021;2,428;-0,003;5,312;-0,044;-22,687;0,063;39,525;0,042;-12,239;0,08;0,558;0,176;-28,34;-0,045;45,518;-0,091;-4,01;-0,019;-15,2395;0,0455;19,977;-0,139;280,895;0,063;140,552;0,172;41,429;0,042;78,636;0,092;31,022;-0,022;1,292;0,093;-6,722;0,011
15/01/2020;70,305;0,077;-9,658;-0,021;2,451;0,023;5,197;-0,115;-22,624;0,063;39,611;0,086;-12,106;0,133;0,719;0,161;-28,272;0,068;45,522;0,004;-4,029;-0,019;-15,194;0,0455;19,823;-0,154;280,915;0,02;140,631;0,079;41,48;0,051;78,673;0,037;31,015;-0,007;1,304;0,012;-6,696;0,026
16/01/2020;70,343;0,038;-9,723;-0,065;2,446;-0,005;5,34;0,143;-22,499;0,125;39,654;0,043;-12,021;0,085;0,819;0,1;-28,294;-0,022;45,514;-0,008;-4,085;-0,056;-15,107;0,087;19,974;0,151;281,039;0,124;140,595;-0,036;41,461;-0,019;78,595;-0,078;30,933;-0,082;1,316;0,012;-6,663;0,033
17/01/2020;70,323;-0,02;-9,7425;-0,0195;2,478;0,032;5,307;-0,033;-22,279;0,22;39,806;0,152;-11,955;0,066;0,889;0,07;-28,203;0,091;45,483;-0,031;-4,1175;-0,0325;-15,005;0,102;19,752;-0,222;280,96;-0,079;140,562;-0,033;41,442;-0,019;78,491;-0,104;30,97;0,037;1,46;0,144;-6,597;0,066
18/01/2020;70,317;-0,006;-9,762;-0,0195;2,423;-0,055;5,135;-0,172;-22,034;0,245;39,892;0,086;-11,922;0,033;0,79;-0,099;-28,178;0,025;45,452;-0,031;-4,15;-0,0325;-14,89;0,115;19,371;-0,381;280,99;0,03;140,359;-0,203;41,531;0,089;78,452;-0,039;30,935;-0,035;1,547;0,087;-6,484;0,113
19/01/2020;70,473;0,156;-9,706;0,056;2,453;0,03;5,39;0,255;-21,922;0,112;39,948;0,056;-11,955;-0,033;0,588;-0,202;-28,196;-0,018;45,45;-0,002;-4,252;-0,102;-14,986;-0,096;19,671;0,3;281,214;0,224;140,192;-0,167;41,456;-0,075;78,599;0,147;30,985;0,05;1,633;0,086;-6,47;0,014
20/01/2020;70,385;-0,088;-9,286;0,42;2,287;-0,166;5,446;0,056;-21,299;0,623;40,065;0,117;-12,308;-0,353;0,356;-0,232;-28,241;-0,045;44,726;-0,724;-3,769;0,483;-14,646;0,34;19,614;-0,057;281,401;0,187;140,172;-0,02;41,395;-0,061;78,459;-0,14;30,89;-0,095;1,555;-0,078;-6,544;-0,074
21/01/2020;70,298;-0,087;-9,339;-0,053;2,237;-0,05;5,601;0,155;-21,621;-0,322;40,258;0,193;-12,631;-0,323;0,177;-0,179;-28,269;-0,028;44,881;0,155;-3,752;0,017;-14,824;-0,178;19,774;0,16;281,625;0,224;140,318;0,146;41,399;0,004;78,404;-0,055;30,87;-0,02;1,604;0,049;-6,54;0,004
22/01/2020;70,273;-0,025;-9,387;-0,048;2,289;0,052;5,595;-0,006;-21,727;-0,106;40,35;0,092;-12,793;-0,162;0,156;-0,021;-28,238;0,031;45,022;0,141;-3,84;-0,088;-14,914;-0,09;19,805;0,031;281,661;0,036;140,524;0,206;41,397;-0,002;78,347;-0,057;30,841;-0,029;1,705;0,101;-6,548;-0,008
23/01/2020;70,172;-0,101;-9,432;-0,045;2,334;0,045;5,692;0,097;-21,864;-0,137;40,444;0,094;-12,732;0,061;0,28;0,124;-28,181;0,057;45,125;0,103;-3,884;-0,044;-14,962;-0,048;19,966;0,161;281,689;0,028;140,68;0,156;41,419;0,022;78,255;-0,092;30,835;-0,006;1,741;0,036;-6,596;-0,048
24/01/2020;70,124;-0,048;-9,222;0,21;2,295;-0,039;5,51;-0,182;-22,504;-0,64;40,481;0,037;-12,587;0,145;0,413;0,133;-28,169;0,012;45,483;0,358;-3,582;0,302;-15,237;-0,275;19,996;0,03;281,692;0,003;140,72;0,04;41,376;-0,043;78,307;0,052;30,887;0,052;1,792;0,051;-6,592;0,004
25/01/2020;70,073;-0,051;-9,983;-0,761;2,314;0,019;5,329;-0,181;-21,907;0,597;40,516;0,035;-12,462;0,125;0,623;0,21;-28,158;0,011;48,004;2,521;-4,229;-0,647;-14,977;0,26;20,096;0,1;281,837;0,145;140,909;0,189;41,08;-0,296;78,397;0,09;30,932;0,045;1,719;-0,073;-6,593;-0,001
26/01/2020;70,219;0,146;-10,235;-0,252;2,387;0,073;5,584;0,255;-22,141;-0,234;40,61;0,094;-12,33;0,132;0,632;0,009;-28,08;0,078;48,697;0,693;-4,546;-0,317;-15,195;-0,218;20,368;0,272;282,042;0,205;140,915;0,006;41,097;0,017;78,57;0,173;30,96;0,028;1,771;0,052;-6,581;0,012
27/01/2020;70,379;0,16;-10,099;0,136;2,401;0,014;5,837;0,253;-22,011;0,13;40,593;-0,017;-12,308;0,022;0,463;-0,169;-28,038;0,042;47,868;-0,829;-4,554;-0,008;-15,106;0,089;20,128;-0,24;281,992;-0,05;140,685;-0,23;41,324;0,227;78,629;0,059;31,051;0,091;1,845;0,074;-6,581;0
28/01/2020;70,341;-0,038;-9,931;0,168;2,532;0,131;5,828;-0,009;-21,859;0,152;40,618;0,025;-12,178;0,13;0,19;-0,273;-27,832;0,206;47,187;-0,681;-4,611;-0,057;-15,104;0,002;20,119;-0,009;281,875;-0,117;140,429;-0,256;41,371;0,047;78,612;-0,017;31,263;0,212;2,08;0,235;-6,486;0,095
29/01/2020;70,465;0,124;-10,001;-0,07;2,524;-0,008;6,164;0,336;-21,763;0,096;40,685;0,067;-12,225;-0,047;-0,048;-0,238;-27,776;0,056;46,419;-0,768;-5,275;-0,664;-15,69;-0,586;20,539;0,42;282,116;0,241;140,338;-0,091;40,864;-0,507;78,83;0,218;31,361;0,098;1,977;-0,103;-6,428;0,058
30/01/2020;70,413;-0,052;-10,038;-0,037;2,49;-0,034;6,063;-0,101;-21,876;-0,113;40,64;-0,045;-12,166;0,059;-0,092;-0,044;-27,855;-0,079;46,224;-0,195;-5,217;0,058;-15,644;0,046;20,594;0,055;282,112;-0,004;140,215;-0,123;40,96;0,096;78,857;0,027;31,411;0,05;1,918;-0,059;-6,551;-0,123
31/01/2020;70,384;-0,029;-10,094;-0,056;2,489;-0,001;5,783;-0,28;-21,967;-0,091;40,601;-0,039;-12,173;-0,007;0,082;0,174;-27,845;0,01;46,098;-0,126;-5,092;0,125;-15,475;0,169;20,353;-0,241;281,861;-0,251;140,421;0,206;41,001;0,041;78,793;-0,064;31,424;0,013;1,986;0,068;-6,556;-0,005
01/02/2020;70,154;-0,23;-10,123;-0,029;2,542;0,053;5,699;-0,084;-22,358;-0,391;40,634;0,033;-12,22;-0,047;0,143;0,061;-27,817;0,028;46,182;0,084;-4,765;0,327;-15,38;0,095;20,2;-0,153;281,81;-0,051;140,519;0,098;41,109;0,108;78,554;-0,239;31,456;0,032;1,956;-0,03;-6,489;0,067
02/02/2020;70,09;-0,064;-10,039;0,084;2,608;0,066;5,635;-0,064;-22,3;0,058;40,476;-0,158;-12,12;0,1;0,384;0,241;-27,842;-0,025;46,224;0,042;-4,641;0,124;-15,259;0,121;20,125;-0,075;281,577;-0,233;140,6;0,081;41,155;0,046;78,455;-0,099;31,443;-0,013;1,976;0,02;-6,516;-0,027
03/02/2020;70,136;0,046;-9,825;0,214;2,682;0,074;5,722;0,087;-22,186;0,114;40,173;-0,303;-12,051;0,069;0,677;0,293;-27,796;0,046;46,111;-0,113;-4,616;0,025;-15,292;-0,033;20,217;0,092;281,335;-0,242;140,539;-0,061;41,132;-0,023;78,457;0,002;31,492;0,049;2,018;0,042;-6,485;0,031
04/02/2020;70,076;-0,06;-9,757;0,068;2,634;-0,048;5,898;0,176;-21,773;0,413;40,172;-0,001;-12,045;0,006;0,659;-0,018;-27,835;-0,039;45,892;-0,219;-4,752;-0,136;-15,143;0,149;20,502;0,285;281,458;0,123;140,499;-0,04;41,107;-0,025;78,481;0,024;31,542;0,05;1,947;-0,071;-6,472;0,013
05/02/2020;69,231;-0,845;-9,538;0,219;2,555;-0,079;6,427;0,529;-21,526;0,247;40,371;0,199;-11,761;0,284;0,637;-0,022;-27,88;-0,045;45,796;-0,096;-4,783;-0,031;-15,165;-0,022;19,978;-0,524;281,138;-0,32;139,891;-0,608;41,232;0,125;77,141;-1,34;31,098;-0,444;1,597;-0,35;-6,245;0,227
06/02/2020;68,592;-0,639;-9,334;0,204;2,54;-0,015;7,014;0,587;-21,409;0,117;40,538;0,167;-11,951;-0,19;0,478;-0,159;-27,748;0,132;45,734;-0,062;-4,773;0,01;-15,247;-0,082;19,644;-0,334;280,779;-0,359;139,692;-0,199;41,131;-0,101;76,036;-1,105;30,835;-0,263;1,579;-0,018;-6,18;0,065
07/02/2020;67,989;-0,603;-9,379;-0,045;2,591;0,051;7,184;0,17;-21,309;0,1;40,389;-0,149;-11,759;0,192;0,865;0,387;-27,808;-0,06;45,824;0,09;-4,706;0,067;-15,017;0,23;19,099;-0,545;280,378;-0,401;139,642;-0,05;41,086;-0,045;75,2;-0,836;30,932;0,097;1,72;0,141;-6,087;0,093
08/02/2020;67,77;-0,219;-9,49;-0,111;2,628;0,037;6,725;-0,459;-21,466;-0,157;40,322;-0,067;-11,73;0,029;1,026;0,161;-27,814;-0,006;45,955;0,131;-4,491;0,215;-14,775;0,242;18,963;-0,136;280,146;-0,232;139,811;0,169;41,148;0,062;75,16;-0,04;31,046;0,114;1,834;0,114;-6,06;0,027
09/02/2020;68,139;0,369;-9,621;-0,131;2,639;0,011;6,342;-0,383;-22,127;-0,661;40,407;0,085;-11,708;0,022;0,916;-0,11;-27,84;-0,026;46,074;0,119;-4,068;0,423;-14,63;0,145;19,011;0,048;280,286;0,14;139,835;0,024;41,3;0,152;75,681;0,521;31,077;0,031;1,864;0,03;-6,116;-0,056
10/02/2020;68,58;0,441;-9,843;-0,222;2,584;-0,055;6,045;-0,297;-22,41;-0,283;40,257;-0,15;-11,625;0,083;0,45;-0,466;-27,692;0,148;45,941;-0,133;-3,978;0,09;-14,485;0,145;18,868;-0,143;280,01;-0,276;139,443;-0,392;41,252;-0,048;76,184;0,503;31,131;0,054;1,836;-0,028;-6,194;-0,078
11/02/2020;69,087;0,507;-9,76;0,083;2,695;0,111;6,09;0,045;-22,941;-0,531;39,883;-0,374;-11,821;-0,196;0,166;-0,284;-27,721;-0,029;45,295;-0,646;-4,432;-0,454;-15,383;-0,898;18,963;0,095;279,785;-0,225;139,181;-0,262;40,621;-0,631;76,635;0,451;31,052;-0,079;1,982;0,146;-6,159;0,035
12/02/2020;69,516;0,429;-9,809;-0,049;2,776;0,081;6,173;0,083;-23,158;-0,217;39,997;0,114;-11,78;0,041;0,142;-0,024;-27,862;-0,141;45,029;-0,266;-4,543;-0,111;-15,591;-0,208;19,199;0,236;280,095;0,31;139,366;0,185;40,412;-0,209;77,064;0,429;31,034;-0,018;2,111;0,129;-6,109;0,05
13/02/2020;69,555;0,039;-9,996;-0,187;2,724;-0,052;5,458;-0,715;-23,677;-0,519;40,114;0,117;-11,762;0,018;0,18;0,038;-27,867;-0,005;45,453;0,424;-4,054;0,489;-15,257;0,334;18,787;-0,412;280,084;-0,011;139,495;0,129;40,687;0,275;77,233;0,169;31,066;0,032;2,156;0,045;-6,165;-0,056
14/02/2020;69,903;0,348;-10,024;-0,028;2,694;-0,03;5,671;0,213;-23,703;-0,026;40,343;0,229;-11,788;-0,026;-0,179;-0,359;-27,757;0,11;45,631;0,178;-4,171;-0,117;-15,445;-0,188;19,21;0,423;280,655;0,571;139,232;-0,263;40,543;-0,144;77,75;0,517;31,174;0,108;2,105;-0,051;-6,332;-0,167
15/02/2020;70,097;0,194;-10,141;-0,117;2,708;0,014;5,644;-0,027;-23,987;-0,284;40,337;-0,006;-11,892;-0,104;0,111;0,29;-27,726;0,031;45,846;0,215;-3,888;0,283;-15,242;0,203;19,279;0,069;280,779;0,124;139,632;0,4;40,757;0,214;78,035;0,285;31,221;0,047;2,07;-0,035;-6,394;-0,062
16/02/2020;70,247;0,15;-10,224;-0,083;2,738;0,03;5,632;-0,012;-24,198;-0,211;40,404;0,067;-11,848;0,044;0,244;0,133;-27,717;0,009;46,04;0,194;-3,643;0,245;-15,04;0,202;19,394;0,115;280,92;0,141;139,937;0,305;40,958;0,201;78,187;0,152;31,188;-0,033;2,075;0,005;-6,442;-0,048
17/02/2020;70,353;0,106;-10,289;-0,065;2,786;0,048;5,642;0,01;-24,419;-0,221;40,496;0,092;-11,875;-0,027;0,301;0,057;-27,699;0,018;46,246;0,206;-3,423;0,22;-14,908;0,132;19,536;0,142;281,132;0,212;140,216;0,279;41,118;0,16;78,32;0,133;31,194;0,006;2,121;0,046;-6,441;0,001
18/02/2020;70,465;0,112;-10,393;-0,104;2,816;0,03;5,436;-0,206;-24,572;-0,153;40,419;-0,077;-11,966;-0,091;0,443;0,142;-27,738;-0,039;46,386;0,14;-3,189;0,234;-14,669;0,239;19,512;-0,024;281,062;-0,07;140,494;0,278;41,296;0,178;78,501;0,181;31,256;0,062;2,18;0,059;-6,383;0,058
19/02/2020;70,553;0,088;-10,42;-0,027;2,763;-0,053;5,279;-0,157;-24,78;-0,208;40,423;0,004;-11,903;0,063;0,509;0,066;-27,767;-0,029;46,392;0,006;-3,137;0,052;-14,776;-0,107;19,392;-0,12;281,052;-0,01;140,563;0,069;41,339;0,043;78,612;0,111;31,252;-0,004;2,25;0,07;-6,414;-0,031
20/02/2020;70,594;0,041;-10,59;-0,17;2,614;-0,149;5,153;-0,126;-24,812;-0,032;40,525;0,102;-11,736;0,167;0,913;0,404;-27,654;0,113;46,374;-0,018;-3,072;0,065;-14,722;0,054;19,469;0,077;281,354;0,302;140,595;0,032;41,482;0,143;78,871;0,259;31,287;0,035;1,736;-0,514;-6,554;-0,14
21/02/2020;70,73;0,136;-10,708;-0,118;2,664;0,05;5,156;0,003;-24,942;-0,13;40,087;-0,438;-11,652;0,084;1,39;0,477;-27,68;-0,026;46,564;0,19;-2,924;0,148;-14,546;0,176;19,675;0,206;281,162;-0,192;140,828;0,233;41,584;0,102;79,1;0,229;31,411;0,124;1,815;0,079;-6,58;-0,026
22/02/2020;70,77;0,04;-10,794;-0,086;2,711;0,047;5,185;0,029;-24,847;0,095;40,073;-0,014;-11,677;-0,025;1,553;0,163;-27,671;0,009;46,715;0,151;-2,891;0,033;-14,379;0,167;19,78;0,105;281,243;0,081;141,152;0,324;41,689;0,105;79,207;0,107;31,46;0,049;1,914;0,099;-6,602;-0,022
23/02/2020;70,975;0,205;-10,641;0,153;2,873;0,162;5,401;0,216;-24,711;0,136;39,899;-0,174;-11,475;0,202;1,898;0,345;-27,528;0,143;46,813;0,098;-2,79;0,101;-14,21;0,169;19,949;0,169;281,208;-0,035;141,325;0,173;41,741;0,052;79,282;0,075;31,447;-0,013;1,934;0,02;-6,512;0,09
24/02/2020;71,039;0,064;-10,622;0,019;2,855;-0,018;5,306;-0,095;-24,78;-0,069;39,566;-0,333;-11,66;-0,185;2,291;0,393;-27,459;0,069;46,86;0,047;-2,677;0,113;-14,165;0,045;20,002;0,053;280,926;-0,282;141,737;0,412;41,843;0,102;79,488;0,206;31,612;0,165;1,896;-0,038;-6,53;-0,018
25/02/2020;71,135;0,096;-10,402;0,22;2,888;0,033;5,135;-0,171;-25,14;-0,36;39,78;0,214;-11,64;0,02;2,059;-0,232;-27,414;0,045;46,882;0,022;-2,363;0,314;-14,281;-0,116;19,918;-0,084;281,084;0,158;141,667;-0,07;41,81;-0,033;79,612;0,124;31,66;0,048;2,04;0,144;-6,45;0,08
26/02/2020;71,254;0,119;-10,479;-0,077;2,977;0,089;5,564;0,429;-24,594;0,546;40,064;0,284;-11,612;0,028;1,963;-0,096;-27,338;0,076;45,814;-1,068;-3,025;-0,662;-14,651;-0,37;20,196;0,278;281,583;0,499;141,907;0,24;41,19;-0,62;79,722;0,11;31,765;0,105;2,127;0,087;-6,311;0,139
27/02/2020;71,002;-0,252;-10,449;0,03;3,009;0,032;5,661;0,097;-24,481;0,113;40,276;0,212;-11,464;0,148;1,692;-0,271;-27,33;0,008;45,957;0,143;-3,155;-0,13;-14,766;-0,115;20,12;-0,076;281,702;0,119;141,426;-0,481;41,089;-0,101;79,429;-0,293;31,821;0,056;2,132;0,005;-6,138;0,173
28/02/2020;70,324;-0,678;-10,547;-0,098;3;-0,009;5,91;0,249;-24,198;0,283;40,571;0,295;-11,492;-0,028;1,302;-0,39;-27,366;-0,036;45,666;-0,291;-3,467;-0,312;-14,875;-0,109;19,989;-0,131;281,83;0,128;141,039;-0,387;40,879;-0,21;78,835;-0,594;31,959;0,138;2,145;0,013;-6,226;-0,088
29/02/2020;70,437;0,113;-10,494;0,053;3,007;0,007;5,809;-0,101;-24,386;-0,188;40,645;0,074;-11,455;0,037;1,032;-0,27;-27,392;-0,026;46,094;0,428;-3,216;0,251;-14,731;0,144;19,978;-0,011;281,948;0,118;140,852;-0,187;41,122;0,243;78,949;0,114;31,933;-0,026;2,255;0,11;-6,285;-0,059
01/03/2020;70,851;0,414;-10,615;-0,121;2,977;-0,03;5,825;0,016;-24,576;-0,19;40,821;0,176;-11,217;0,238;1,027;-0,005;-27,258;0,134;46,457;0,363;-3,688;-0,472;-15,285;-0,554;20,325;0,347;282,31;0,362;140,759;-0,093;40,738;-0,384;79,51;0,561;32,065;0,132;2,413;0,158;-6,179;0,106
