,day,edam_ecne_eplu,edam_ecor_emcn,edam_emsg_eplu,edam_epdn_ecne,edam_epdn_emcn,eint_ecpn_emgl,eint_esln_emgl,eint_esln_espc,emeg_ecpn_emgl,emfn_ecor_ecri,emfn_ecor_emcn,emfn_emcn_epdn,epdn_ecne_ecpn,epdn_eint_ecpn,epdn_eint_espc,epdn_emfn_espc,eplu_ecne_ecpn,eplu_emeg_ecpn,eplu_emeg_emal,eplu_emsg_emal
580,03/06/2020,72.086,-9.588,3.879,5.092,-22.104,41.482,-9.938,1.568,-25.662,49.614,-2.27,-12.839,18.155,280.684,139.853,42.717,78.78,31.499,3.598,-4.931
581,04/06/2020,72.213,-9.704,3.782,5.306,-22.396,41.608,-10.006,1.669,-25.693,50.114,-2.636,-13.498,18.495,281.141,140.334,42.236,79.099,31.607,3.783,-5.1
582,05/06/2020,71.887,-10.104,3.708,6.046,-22.253,41.75,-10.324,1.346,-25.785,49.662,-3.276,-13.724,18.736,281.582,140.515,42.101,78.772,31.56,3.762,-5.177
583,06/06/2020,71.282,-9.984,3.8,6.38,-21.783,41.549,-10.019,1.02,-25.803,49.301,-3.436,-13.468,18.96,281.325,139.393,42.608,78.298,31.754,3.729,-4.986
584,07/06/2020,71.49,-10.076,3.746,6.138,-21.984,41.556,-10.028,0.998,-25.874,49.365,-3.514,-13.594,18.677,281.215,139.487,42.517,78.48,31.649,3.72,-5.027
585,08/06/2020,71.099,-10.06,3.603,5.678,-22.191,41.726,-9.863,1.259,-25.834,49.521,-3.282,-13.427,18.255,281.113,139.592,42.573,78.326,31.663,3.736,-5.031
586,09/06/2020,71.131,-9.752,3.451,5.945,-23.112,41.848,-9.996,1.285,-25.695,50.923,-2.874,-13.966,18.244,281.39,140.037,42.539,78.487,31.864,3.825,-4.787
587,10/06/2020,71.898,-10.247,3.512,6.062,-22.131,42.042,-10.016,1.544,-25.652,50.443,-3.671,-14.08,18.183,281.937,140.802,41.584,79.229,31.991,3.889,-4.679
588,11/06/2020,72.044,-10.224,3.573,6.335,-21.763,42.172,-9.978,1.709,-25.592,50.455,-4.026,-14.318,18.894,282.115,141.123,41.1,79.321,31.954,4.033,-4.735
589,12/06/2020,72.12525,-10.036,3.692,6.1747499999999995,-21.7,42.085,-9.876,1.293,-25.578,50.073,-4.045,-14.206,18.759249999999998,282.072,140.25,41.331,79.37075,31.966,4.174,-4.666
590,13/06/2020,72.2065,-10.061,3.718,6.0145,-21.926,41.982,-9.878,1.206,-25.499,50.171,-3.895,-14.022,18.624499999999998,281.771,140.105,41.493,79.4205,32.073,4.306,-4.547
591,14/06/2020,72.28775,-9.644,3.786,5.85425,-21.673,42.067,-9.902,1.439,-25.596,50.647,-3.713,-14.011,18.48975,282.019,140.613,41.7,79.47025,32.047,4.348,-4.567
592,15/06/2020,72.369,-9.741,3.742,5.694,-21.716,42.048,-9.886,1.567,-25.524,51.177,-3.427,-13.684,18.355,281.8,140.752,41.926,79.52,31.893,4.211,-4.592
593,16/06/2020,72.899,-9.584,3.85,5.498,-21.68,41.825,-9.905,1.589,-25.438,51.107,-3.17,-13.414,18.188,281.538,140.767,42.354,79.9,31.93,4.254,-4.688
594,17/06/2020,73.615,-9.738,3.968,5.522,-21.561,41.935,-9.739,1.734,-25.325,50.584,-4.075,-14.297,18.514,281.851,141.112,41.451,80.686,32.086,4.312,-4.765
595,18/06/2020,74.171,-9.478,3.955,5.648,-21.277,42.007,-9.686,1.995,-25.369,50.333,-4.397,-14.728,18.883,282.191,141.656,40.928,81.234,32.174,4.448,-4.692
596,19/06/2020,74.408,-9.415,3.999,5.637,-21.282,42.019,-9.727,2.182,-25.442,50.021,-4.224,-14.564,18.709,282.105,141.955,41.124,81.232,32.01,4.451,-4.719
597,20/06/2020,74.52,-9.638,4.071,5.388,-21.427,41.97,-9.72,2.376,-25.454,50.049,-4.002,-14.173,18.314,281.944,142.055,41.472,81.108,31.819,4.43,-4.747
598,21/06/2020,74.56049999999999,-9.621500000000001,4.151,5.423,-21.3295,41.921,-9.713,2.497,-25.466,50.1085,-3.875,-13.952,18.2915,281.436,142.133,41.539500000000004,80.99350000000001,31.661,4.3925,-4.7515
599,22/06/2020,74.601,-9.605,4.231,5.458,-21.232,41.872,-9.706,2.58,-25.478,50.168,-3.748,-13.731,18.269,281.138,142.031,41.607,80.879,31.507,4.355,-4.756
600,23/06/2020,74.496,-9.784,4.242,5.402,-21.127,41.873,-9.808,2.586,-25.654,50.221,-3.557,-13.235,18.357,281.176,141.96,41.714,80.554,31.315,4.393,-4.896
601,24/06/2020,74.367,-9.997,4.257,5.474,-20.639,41.898,-9.951,2.581,-25.727,50.419,-3.38,-12.474,18.641,281.062,141.976,41.901,80.219,31.174,4.275,-4.905
602,25/06/2020,74.199,-9.828,4.215,5.25,-20.874,41.779,-9.996,2.565,-25.721,50.436,-3.089,-12.483,18.4,280.813,141.846,42.088,80.008,31.197,4.223,-4.832
603,26/06/2020,74.226,-9.899,4.236,4.688,-20.601,41.734,-10.012,2.474,-25.755,50.321,-3.038,-12.117,17.616,280.748,141.814,42.335,80.04,31.218,4.161,-4.743
604,27/06/2020,74.281,-9.876,4.143,4.288,-20.795,41.585,-9.831,2.562,-25.756,50.322,-2.862,-12.071,17.336,280.518,141.771,42.517,80.275,31.391,4.158,-4.817
605,28/06/2020,74.056,-10.333,4.006,3.599,-20.455,41.667,-9.83,2.508,-25.734,50.657,-2.832,-11.502,16.755,280.565,141.611,42.647,80.218,31.464,4.196,-4.821
606,29/06/2020,74.596,-10.753,4.159,3.527,-20.401,41.783,-9.956,2.677,-25.602,50.534,-2.833,-10.996,16.582,280.811,142.029,42.918,80.619,31.348,4.332,-4.872
607,30/06/2020,74.503,-10.764,4.079,3.243,-20.087,41.735,-10.01,2.634,-25.558,50.439,-2.87,-10.775,16.203,280.493,141.99,43.132,80.522,31.321,4.392,-4.899
608,01/07/2020,74.408,-10.758,4.101,3.59,-20.496,41.643,-9.882,2.849,-25.353,50.508,-2.797,-10.995,16.692,280.48,142.137,43.283,80.534,31.36,4.382,-4.908
609,02/07/2020,74.415,-10.83,4.171,3.78,-20.149,41.583,-9.599,3.145,-25.358,50.651,-2.827,-10.668,16.435,280.27,142.338,43.329,80.321,31.274,4.234,-4.527
610,03/07/2020,74.603,-10.314,4.162,3.941,-20.014,41.453,-9.472,3.358,-25.078,50.4,-2.64,-10.811,16.73,280.174,142.319,43.522,80.534,31.312,4.052,-4.586
611,04/07/2020,74.438,-9.623,4.139,3.99,-20.472,41.847,-9.583,3.38,-25.069,50.556,-2.31,-11.438,16.835,280.45,142.455,43.407,80.467,31.438,3.979,-4.325
612,05/07/2020,74.268,-9.747,4.165,4.271,-20.662,41.855,-9.667,3.164,-25.057,50.902,-2.369,-11.511,17.285,280.501,142.288,43.254,80.43,31.526,3.909,-4.339
613,06/07/2020,74.414,-9.594,4.233,4.656,-20.283,41.281,-9.485,3.666,-24.922,51.055,-2.346,-11.321,17.536,279.969,142.337,43.176,80.588,31.752,4.115,-4.399
614,07/07/2020,74.317,-9.75,4.267,4.686,-20.13,40.857,-9.216,4.032,-25.047,50.998,-2.375,-11.078,17.654,279.649,142.424,43.228,80.634,31.947,4.141,-4.455
615,08/07/2020,74.358,-9.518,4.208,4.656,-20.319,40.951,-9.395,3.788,-25.129,51.167,-2.165,-11.233,17.678,279.795,142.412,43.318,80.684,31.931,4.246,-4.501
616,09/07/2020,74.201,-9.387,4.224,4.638,-20.315,41.094,-9.35,3.67,-25.202,51.249,-2.129,-11.356,17.542,280.054,142.211,43.349,80.491,31.926,4.347,-4.676
617,10/07/2020,74.101,-9.559,4.309,4.592,-20.224,41.263,-9.328,3.641,-25.252,51.256,-2.209,-11.297,17.517,280.366,142.414,43.34,80.397,31.87,4.402,-4.701
618,11/07/2020,74.024,-9.848,4.295,4.472,-20.332,41.344,-9.36,3.618,-25.315,51.434,-2.292,-11.221,17.342,280.567,142.637,43.356,80.418,31.911,4.419,-4.806
619,12/07/2020,73.922,-10.032,4.268,4.416,-20.337,41.373,-9.379,3.79,-25.41,51.376,-2.348,-11.045,17.29,280.521,142.913,43.48,80.295,31.778,4.473,-4.949
620,13/07/2020,73.837,-9.42,4.246,4.468,-20.472,41.384,-9.34,3.462,-25.45,51.561,-1.907,-11.25,17.247,280.553,142.72,43.522,80.222,31.957,4.602,-5.014
621,14/07/2020,73.733,-9.539,4.204,4.049,-20.752,41.41,-9.274,3.406,-25.397,51.633,-1.865,-11.461,16.89,280.436,142.678,43.25,80.219,32.019,4.653,-5.008
622,15/07/2020,73.686,-9.388,4.05,3.976,-21.309,41.557,-9.405,2.996,-25.369,51.697,-1.763,-11.824,17.256,280.665,142.191,43.199,80.41,32.232,4.815,-4.928
623,16/07/2020,73.721,-9.575,4.065,3.842,-21.382,41.548,-9.453,2.579,-25.437,52.167,-1.805,-11.848,17.165,280.638,141.796,43.093,80.492,32.396,4.913,-4.8
624,17/07/2020,73.776,-9.424,4.056,3.668,-21.548,41.63,-9.353,2.668,-25.329,52.14,-1.741,-12.061,16.831,280.645,141.583,43.024,80.53,32.394,4.873,-4.876
625,18/07/2020,73.722,-9.408,4.061,3.617,-21.513,41.571,-9.514,2.493,-25.386,52.006,-1.791,-12.056,16.63,280.397,141.498,43.01,80.359,32.451,4.964,-4.6
626,19/07/2020,73.812,-9.506,4.165,3.706,-21.301,41.518,-9.753,2.105,-25.354,52.218,-1.89,-11.952,16.626,280.334,141.305,43.037,80.365,32.455,5.078,-4.571
627,20/07/2020,73.764,-9.614,4.175,3.876,-21.006,41.667,-9.692,2.01,-25.349,52.0,-2.005,-11.741,16.652,280.38,141.317,43.137,80.14,32.222,4.975,-4.547
628,21/07/2020,73.792,-9.808,4.149,3.89,-20.908,41.79,-9.76,1.916,-25.378,51.931,-2.096,-11.578,16.571,280.521,141.408,43.229,80.113,32.101,4.971,-4.533
629,22/07/2020,73.816,-9.946,4.164,4.067,-20.761,42.014,-9.66,1.891,-25.589,52.053,-2.259,-11.497,16.725,280.592,141.461,43.236,80.071,31.937,4.987,-4.592
630,23/07/2020,73.94,-10.024,4.189,4.157,-20.469,41.966,-9.524,2.274,-25.549,52.115,-2.507,-11.517,16.91,280.677,141.711,43.136,80.125,31.856,4.877,-4.578
631,24/07/2020,73.899,-10.235,4.229,4.071,-20.123,42.131,-9.477,2.335,-25.404,51.968,-2.637,-11.234,16.586,280.779,141.678,43.219,79.993,31.885,4.836,-4.553
632,25/07/2020,74.323,-10.539,4.168,3.727,-19.95,42.11,-9.437,2.43,-25.295,52.371,-2.822,-11.034,16.441,280.674,141.67,43.049,80.63,32.164,4.836,-4.652
633,26/07/2020,74.469,-10.562,4.294,3.9,-19.411,42.175,-9.35,2.567,-25.1,52.793,-3.05,-10.907,16.455,280.801,141.621,43.132,80.643,32.161,4.828,-4.603
634,27/07/2020,74.471,-10.38,4.324,4.127,-19.393,42.344,-9.455,2.683,-25.001,52.671,-2.993,-10.917,16.53,281.009,141.822,43.269,80.552,32.113,4.902,-4.612
635,28/07/2020,74.347,-10.326,4.268,4.287,-19.47,42.498,-9.301,2.747,-25.119,52.605,-2.937,-10.969,16.684,281.407,141.668,43.278,80.476,31.981,4.781,-4.716
636,29/07/2020,74.286,-10.458,4.295,4.261,-19.379,42.622,-9.41,2.679,-25.014,52.299,-2.946,-10.755,16.812,281.659,141.98,43.331,80.457,31.98,4.659,-4.689
637,30/07/2020,74.195,-10.423,4.311,4.562,-19.312,42.744,-9.134,2.745,-24.749,52.174,-2.897,-10.679,17.236,281.968,142.07,43.307,80.455,32.05,4.619,-4.764
638,31/07/2020,74.546,-10.426,4.349,4.848,-19.329,42.973,-9.015,3.207,-24.585,52.013,-2.991,-10.786,17.472,282.629,141.756,43.166,80.608,31.771,4.648,-4.96
639,01/08/2020,74.579,-10.46,4.256,4.954,-19.236,42.52,-9.088,2.647,-24.62,51.512,-3.397,-11.249,18.014,282.388,141.089,42.908,81.151,32.131,4.755,-5.07
640,02/08/2020,74.659,-10.486,4.322,4.774,-19.203,42.491,-8.446,3.185,-24.498,51.126,-3.555,-11.388,18.226,282.602,141.26,42.953,81.423,32.17,4.534,-4.946
641,03/08/2020,74.458,-10.16,4.305,4.511,-20.13,42.583,-8.568,3.124,-24.441,51.1,-3.024,-11.755,18.155,282.61,141.47,43.035,81.509,32.382,4.469,-4.9
642,04/08/2020,74.516,-10.393,4.215,4.868,-20.659,42.595,-8.583,3.084,-24.4285,51.429,-3.67,-12.762,18.883,283.073,141.861,42.457,81.921,32.722,4.673,-4.759
643,05/08/2020,74.843,-10.485,4.229,5.24,-20.119,42.607,-8.598,2.647,-24.416,51.824,-4.006,-12.747,19.349,283.318,141.645,42.327,82.311,32.839,4.558,-4.539
644,06/08/2020,74.663,-10.498,4.328,4.915,-20.448,42.38,-8.83,2.732,-24.574,52.095,-3.664,-12.613,18.892,282.848,141.921,42.48,82.061,32.936,4.699,-4.443
645,07/08/2020,74.771,-10.441,4.457,4.913,-20.366,42.091,-8.833,2.825,-24.644,52.104,-3.471,-12.372,18.646,282.238,142.051,42.473,81.917,32.865,4.773,-4.199
646,08/08/2020,74.843,-10.552,4.383,4.95,-20.048,41.472,-8.512,3.458,-24.749,52.003,-3.552,-12.054,19.215,281.432,142.378,42.4,82.193,33.109,4.756,-4.258
647,09/08/2020,74.699,-10.427,4.4,5.032,-19.969,41.691,-8.853,3.839,-24.771,51.941,-3.438,-11.952,19.421,281.48,143.022,42.294,81.913,32.844,4.684,-4.372
648,10/08/2020,74.8,-10.119,4.824,5.479,-19.829,41.653,-8.727,4.034,-24.905,52.342,-3.072,-11.723,19.859,281.621,143.506,42.697,81.935,32.835,4.712,-4.108
649,11/08/2020,74.74,-10.26,4.783,6.103,-19.343,41.821,-9.08,3.782,-24.825,52.347,-3.182,-11.43,20.614,282.1,143.956,42.813,82.051,33.008,4.658,-4.282
650,12/08/2020,74.947,-10.32,4.748,5.879,-19.392,41.958,-9.374,3.541,-24.851,52.51,-3.022,-11.17,20.336,281.995,143.929,42.963,82.161,32.735,4.477,-4.346
651,13/08/2020,75.038,-10.265,4.764,5.645,-19.236,41.858,-9.429,3.377,-24.751,52.815,-2.946,-10.918,20.077,281.812,143.679,43.144,82.27,32.924,4.54,-4.309
652,14/08/2020,75.112,-9.999,4.741,5.61,-19.216,41.919,-9.289,3.177,-24.673,52.548,-2.939,-11.151,19.986,281.837,143.117,43.081,82.319,33.015,4.727,-4.382
653,15/08/2020,75.469,-10.018,4.761,5.566,-19.435,41.87,-9.116,2.66,-24.499,52.5,-3.491,-11.693,20.024,281.902,142.265,42.863,82.812,33.319,4.857,-4.212
654,16/08/2020,75.619,-9.817,4.694,5.4,-19.44,42.027,-9.099,2.451,-24.264,52.533,-3.484,-11.842,20.082,282.021,141.957,42.831,83.245,33.681,4.863,-4.063
655,17/08/2020,75.86,-10.016,4.764,5.502,-19.545,42.316,-8.924,2.046,-24.213,52.609,-4.099,-12.438,20.255,282.628,141.321,42.194,83.598,33.843,5.018,-3.913
656,18/08/2020,75.718,-9.787,4.693,5.499,-19.663,42.451,-8.855,1.836,-24.237,52.714,-3.918,-12.501,20.11,282.71,141.117,42.26,83.388,33.807,4.923,-3.964
657,19/08/2020,75.738,-9.753,4.668,5.364,-19.682,42.368,-8.854,1.721,-24.419,52.687,-3.877,-12.497,19.957,282.497,141.071,42.427,83.415,33.738,4.827,-3.934
658,20/08/2020,75.42,-9.852,4.646,5.348,-19.334,42.502,-8.928,1.982,-24.396,52.872,-3.835,-12.162,19.854,282.563,141.655,42.676,82.946,33.644,4.865,-3.906
659,21/08/2020,75.231,-9.976,4.656,5.25,-19.261,42.184,-8.859,2.405,-24.265,53.067,-3.556,-11.707,19.796,282.185,142.02,42.911,82.803,33.746,4.951,-4.048
660,22/08/2020,75.12,-10.039,4.558,5.31,-19.113,42.015,-8.728,2.79,-24.261,53.131,-3.47,-11.505,19.74,281.962,142.273,43.029,82.641,33.631,4.772,-3.882
661,23/08/2020,74.848,-10.258,4.555,5.027,-19.02,42.099,-8.65,2.902,-24.232,53.193,-3.337,-11.08,19.378,281.641,142.444,43.331,82.343,33.689,4.824,-3.886
662,24/08/2020,74.113,-10.131,4.666,5.829,-19.356,42.297,-8.729,3.012,-24.322,53.665,-2.802,-10.873,20.166,281.981,142.674,43.516,81.537,33.659,4.937,-3.846
663,25/08/2020,74.022,-10.186,4.616,5.769,-19.223,42.393,-8.713,2.983,-24.371,53.475,-2.654,-10.644,19.943,282.077,142.722,43.632,81.381,33.589,5.001,-3.909
664,26/08/2020,73.915,-10.203,4.585,5.619,-19.323,42.288,-8.648,3.189,-24.432,53.455,-2.528,-10.591,19.613,282.065,142.706,43.712,81.211,33.531,4.998,-3.926
665,27/08/2020,74.039,-10.178,4.613,5.645,-19.046,42.344,-8.72,3.061,-24.415,53.346,-2.51,-10.412,19.515,282.162,142.516,43.751,81.251,33.488,5.006,-4.036
666,28/08/2020,74.04,-10.209,4.616,5.688,-19.204,42.35,-8.768,3.044,-24.37,53.447,-2.398,-10.356,19.584,282.113,142.69,43.923,81.284,33.526,4.951,-3.956
667,29/08/2020,73.913,-9.724,4.648,5.982,-19.451,42.568,-8.72,2.858,-24.322,53.848,-2.112,-10.684,19.936,282.451,142.452,44.013,81.124,33.533,5.008,-4.0
668,30/08/2020,73.138,-9.731,4.613,6.614,-19.472,42.596,-8.971,2.857,-24.538,53.766,-2.0,-10.62,20.486,282.977,143.188,44.28,80.39,33.481,5.04,-3.947
669,31/08/2020,73.373,-9.654,4.412,6.465,-19.767,42.842,-8.886,2.898,-24.457,53.949,-2.207,-11.138,20.55,283.369,143.35,43.936,80.742,33.659,5.146,-3.977
670,01/09/2020,73.666,-9.647,4.469,6.249,-19.635,42.871,-8.792,2.887,-24.528,54.122,-2.192,-11.048,20.349,283.429,143.34,43.845,81.094,33.693,5.17,-4.115
671,02/09/2020,73.828,-9.396,4.402,5.871,-19.585,42.99,-8.537,2.958,-24.562,54.03,-1.885,-10.939,19.87,283.36,143.169,43.809,81.226,33.7,5.135,-3.985
672,03/09/2020,74.02,-8.917,4.316,5.353,-19.832,43.013,-8.37,3.003,-24.356,53.749,-1.281,-10.918,19.313,283.172,143.033,43.819,81.423,33.858,5.231,-3.938
673,04/09/2020,74.77,-8.864,4.439,5.476,-20.698,43.107,-8.33,2.809,-24.288,53.881,-1.306,-11.64,19.732,283.632,142.86,43.623,82.384,34.121,5.302,-3.829
674,05/09/2020,75.107,-8.917,4.413,4.941,-20.754,43.132,-8.213,2.768,-24.145,53.991,-1.268,-11.572,19.342,283.509,142.582,43.638,82.827,34.313,5.473,-3.757
675,06/09/2020,75.244,-8.756,4.313,4.632,-20.896,43.268,-8.234,2.716,-24.124,54.085,-1.149,-11.638,19.03,283.503,142.534,43.585,82.972,34.337,5.496,-3.681
676,07/09/2020,74.974,-8.965,4.268,4.551,-20.126,43.245,-8.162,2.852,-24.228,53.989,-1.504,-11.401,19.455,283.519,142.612,43.605,82.88,34.194,5.392,-3.848
677,08/09/2020,74.736,-9.286,4.242,4.576,-19.896,43.217,-7.878,3.097,-24.234,53.858,-1.724,-11.256,19.531,283.498,142.598,43.551,82.613,34.029,5.201,-4.01
678,09/09/2020,74.66,-9.474,4.319,4.748,-19.678,43.374,-8.027,3.114,-24.29,53.74,-1.889,-11.114,19.565,283.65,142.826,43.593,82.453,33.96,5.316,-4.058
679,10/09/2020,74.488,-9.523,4.334,5.178,-19.359,43.383,-7.983,3.284,-24.306,53.678,-2.085,-11.033,19.858,283.778,143.018,43.65,82.314,34.018,5.285,-3.86
680,11/09/2020,74.29,-9.587,4.601,5.534,-19.434,43.301,-8.013,3.435,-24.359,53.7,-2.289,-11.178,19.916,283.664,143.207,43.639,81.809,33.751,5.26,-4.085
681,12/09/2020,73.659,-9.493,4.642,5.943,-19.346,43.142,-8.133,3.659,-24.3,53.808,-2.258,-11.14,20.352,283.452,143.662,43.761,81.1,33.789,5.432,-4.0
682,13/09/2020,73.771,-9.752,4.677,6.183,-19.326,43.082,-8.38,3.366,-24.28,53.872,-2.329,-10.964,20.576,283.358,143.717,43.729,81.139,33.682,5.552,-4.33
683,14/09/2020,73.824,-9.937,4.542,6.579,-19.167,42.963,-8.69,3.36,-24.253,54.023,-2.457,-10.848,21.267,283.416,143.896,43.716,81.269,33.614,5.507,-5.035
684,15/09/2020,73.968,-10.136,4.603,6.599,-19.028,42.968,-8.82,3.109,-24.47,53.986,-2.521,-10.694,21.288,283.256,143.926,43.734,81.422,33.408,5.403,-5.016
685,16/09/2020,74.092,-10.209,4.629,6.747,-19.007,42.844,-8.786,2.791,-24.424,54.064,-2.542,-10.659,21.599,283.271,143.899,43.643,81.572,33.415,5.216,-4.947
686,17/09/2020,74.33,-10.166,4.778,6.881,-18.672,42.727,-8.288,3.1,-24.335,53.869,-2.727,-10.568,21.859,283.086,143.712,43.469,81.748,33.541,5.334,-4.772
687,18/09/2020,74.679,-10.209,4.903,6.648,-18.3,42.802,-8.181,3.146,-24.28,53.96,-2.72,-10.222,21.447,282.918,143.421,43.359,81.994,33.556,5.38,-4.901
688,19/09/2020,74.776,-10.23,4.984,6.487,-18.422,42.705,-7.797,3.664,-24.193,53.875,-2.597,-10.126,21.05,282.651,143.588,43.492,82.004,33.504,5.242,-4.75
689,20/09/2020,75.308,-10.072,5.13,6.42,-18.266,42.448,-7.365,4.137,-24.105,53.993,-2.6,-10.157,20.746,282.422,143.527,43.49,82.606,33.67,5.204,-4.557
690,21/09/2020,75.732,-9.703,5.211,6.434,-18.445,42.585,-7.334,3.936,-24.066,54.407,-2.583,-10.545,21.318,282.966,143.395,43.501,83.437,34.056,5.157,-4.241
691,22/09/2020,75.939,-10.367,5.093,6.179,-18.283,42.92,-7.135,3.654,-23.946,55.045,-3.221,-10.532,21.366,283.335,143.074,43.478,83.872,34.324,5.397,-4.006
692,23/09/2020,76.345,-10.794,5.157,6.748,-17.85,43.199,-7.125,3.497,-23.809,54.41,-4.382,-11.386,21.951,284.057,143.184,42.382,84.372,34.464,5.462,-3.833
693,24/09/2020,76.479,-10.453,5.156,6.633,-17.689,43.348,-7.096,3.162,-23.642,53.854,-4.367,-11.437,21.781,284.173,142.673,42.514,84.52,34.6,5.562,-3.677
694,25/09/2020,77.076,-10.595,5.379,7.273,-16.787,43.558,-6.935,3.454,-23.556,51.562,-5.309,-11.738,22.66,284.949,143.131,41.94,85.294,34.778,5.77,-3.438
695,26/09/2020,75.892,-10.362,5.221,7.898,-16.154,43.63,-7.107,3.348,-23.488,51.297,-5.222,-11.277,22.986,284.658,142.949,41.993,84.088,34.956,5.732,-3.361
696,27/09/2020,75.587,-10.635,5.307,8.415,-15.656,43.769,-7.006,3.437,-23.405,52.288,-5.624,-11.21,24.112,285.061,143.209,41.811,84.207,35.384,5.875,-3.106
697,28/09/2020,75.674,-11.18,5.366,8.5,-15.115,43.827,-7.015,3.449,-23.443,53.587,-6.09,-10.93,24.093,285.103,143.309,41.75,84.105,35.236,5.87,-3.101
698,29/09/2020,75.853,-10.867,5.367,8.293,-15.144,43.872,-7.08,2.795,-23.434,54.425,-5.659,-10.658,23.94,285.08,142.519,42.248,84.264,35.204,5.857,-3.092
699,30/09/2020,75.53,-10.595,5.282,8.02,-15.384,43.744,-7.131,2.736,-23.404,55.652,-5.018,-10.385,23.262,284.588,142.335,42.594,83.684,35.001,5.809,-3.086
700,01/10/2020,75.278,-10.461,5.145,7.451,-16.635,43.675,-7.035,2.673,-23.436,56.898,-4.048,-10.339,22.336,284.112,142.23,42.858,83.349,34.841,5.799,-3.156
701,02/10/2020,75.55,-10.551,5.153,7.33,-16.806,43.846,-6.844,3.044,-23.351,58.54,-3.997,-10.495,22.287,284.528,142.626,42.746,83.673,34.919,5.852,-3.196
702,03/10/2020,75.145,-11.142,4.691,6.845,-17.966,44.036,-6.659,3.413,-23.335,59.129,-4.462,-11.379,22.281,284.78,142.974,42.749,83.684,34.88,5.756,-3.403
703,04/10/2020,75.303,-11.903,4.789,7.045,-18.066,44.222,-6.47,3.694,-23.262,58.075,-5.438,-11.897,22.423,285.295,143.481,42.576,83.947,34.934,5.837,-3.373
704,05/10/2020,75.241,-12.708,4.607,6.67,-18.615,44.282,-6.396,3.895,-23.268,57.919,-6.331,-12.61,22.326,285.653,143.829,42.484,84.25,35.014,5.931,-3.534
705,06/10/2020,75.287,-12.326,4.583,6.542,-18.932,44.346,-6.376,3.984,-23.259,59.023,-5.899,-12.785,22.377,285.844,143.905,42.59,84.42,35.104,5.851,-3.521
706,07/10/2020,75.495,-12.167,4.673,6.529,-18.864,44.235,-6.334,3.51,-23.263,59.632,-5.544,-12.401,22.158,285.587,143.076,42.918,84.44,35.085,5.859,-3.54
707,08/10/2020,75.307,-11.861,4.834,6.436,-18.441,43.985,-6.472,3.58,-23.378,59.915,-5.113,-11.877,21.64,285.001,143.008,43.171,83.838,34.777,5.706,-3.408
708,09/10/2020,75.322,-11.498,4.922,6.466,-18.182,44.016,-6.576,3.647,-23.513,60.238,-4.642,-11.463,21.251,284.768,143.046,43.367,83.498,34.523,5.703,-3.426
709,10/10/2020,75.207,-11.18,4.98,6.522,-17.884,43.982,-6.629,3.705,-23.575,60.45,-4.311,-11.143,20.978,284.604,143.139,43.547,83.182,34.401,5.677,-3.423
710,11/10/2020,75.416,-10.425,4.833,6.243,-18.872,44.002,-6.575,3.732,-23.564,61.859,-3.429,-11.577,20.826,284.578,143.078,43.557,83.458,34.447,5.746,-3.408
711,12/10/2020,75.502,-10.396,4.792,6.285,-19.154,44.3,-6.695,3.483,-23.482,61.763,-3.177,-11.461,20.999,284.957,143.035,43.703,83.536,34.521,6.013,-3.372
712,13/10/2020,74.665,-10.347,4.911,6.913,-18.815,44.657,-6.733,3.068,-23.242,61.292,-3.319,-11.387,21.645,285.109,142.566,43.489,82.656,34.648,6.181,-3.026
713,14/10/2020,74.44,-9.893,4.678,7.002,-19.076,44.929,-6.682,3.217,-23.179,63.015,-2.702,-11.585,21.882,285.343,142.809,43.136,82.378,34.539,6.328,-2.916
714,15/10/2020,74.745,-11.185,4.848,7.251,-18.364,44.834,-6.819,3.227,-23.288,62.192,-4.366,-11.649,22.177,285.525,143.331,42.865,82.641,34.463,6.41,-2.937
715,16/10/2020,75.095,-11.393,4.994,7.324,-17.243,44.754,-6.909,3.223,-23.272,62.388,-4.671,-11.108,22.114,285.539,143.475,42.913,82.934,34.552,6.395,-2.925
716,17/10/2020,75.248,-11.071,5.06,7.268,-17.346,44.607,-6.952,3.349,-23.324,62.109,-4.192,-10.877,21.909,285.367,143.581,43.049,82.988,34.546,6.352,-2.976
717,18/10/2020,75.392,-10.972,5.117,7.016,-17.214,44.469,-7.025,3.422,-23.391,61.932,-3.794,-10.423,21.47,285.086,143.429,43.227,83.02,34.532,6.42,-3.109
718,19/10/2020,75.37,-10.783,5.149,6.975,-17.125,44.382,-7.297,3.331,-23.315,61.782,-3.427,-10.104,21.308,284.958,143.45,43.4,82.998,34.661,6.289,-3.014
719,20/10/2020,75.399,-10.6,5.193,6.961,-16.894,44.237,-7.383,3.412,-23.314,61.669,-3.213,-9.816,21.078,284.726,143.463,43.573,82.935,34.685,6.351,-3.227
720,21/10/2020,75.413,-10.417,5.249,6.907,-16.688,44.149,-7.27,3.562,-23.312,61.458,-3.059,-9.618,20.945,284.566,143.392,43.707,82.863,34.686,6.356,-3.273
721,22/10/2020,75.405,-10.336,5.312,6.832,-16.538,44.094,-7.293,3.563,-23.368,61.317,-2.964,-9.417,20.833,284.419,143.419,43.828,82.796,34.618,6.312,-3.341
